開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2016/04/24,3京都2,曇,11,読売マイラーズC(G2),,芝1600,15,良,1:32.6,34.1-34.7,クルーガー,松山弘平,[西]高野友和,ダノンシャーク,クラレント,4:４歳以上,5900.0
2016/04/24,3京都2,曇,12,4歳以上1000万下,,芝1600,11,良,1:34.0,35.8-34.0,ピンストライプ,松田大作,[西]中内田充,ジョーアラタ,プレミオテーラー,4:４歳以上,1050.0
2016/04/23,1福島5,曇,1,3歳未勝利,,ダ1150,16,良,1:09.7,32.0-37.7,クリプトスコード,勝浦正樹,[東]田島俊明,コパノマイケル,サーブルクーリール,2:３歳,500.0
2016/04/23,1福島5,晴,2,3歳未勝利,,芝2000,16,良,2:00.3,34.5-36.5,クリノサンスーシ,幸英明,[西]大根田裕,ヒメタチバナ,スコルツェッテ,2:３歳,500.0
2016/04/23,1福島5,晴,3,3歳未勝利,,ダ1700,15,良,1:47.5,29.7-39.5,フォルテミノル,幸英明,[西]北出成人,シゲルシマダイ,テイエムクック,2:３歳,500.0
2016/04/23,1福島5,晴,4,障害4歳以上OP,,障3380,14,良,3:46.0,103.0-0.0,パスティ,上野翔,[東]武井亮,テイエムオペラドン,グレイトエンブレム,4:４歳以上,1300.0
2016/04/23,1福島5,晴,5,障害4歳以上未勝利,,障2770,9,良,3:02.7,105.0-0.0,アルテミシア,浜野谷憲,[東]古賀史生,ララオムドゥクー,ラガーギアチェンジ,4:４歳以上,750.0
2016/04/23,1福島5,晴,6,4歳以上500万下,,ダ1700,15,良,1:46.8,29.2-39.5,ラブユー,田辺裕信,[東]清水英克,エンドレストライ,コウセイマユヒメ,4:４歳以上,700.0
2016/04/23,1福島5,晴,7,3歳未勝利,,芝1800,16,良,1:48.5,34.7-36.1,シャリオヴァルト,田辺裕信,[東]尾関知人,カパオパンゴ,インペリアルスピア,2:３歳,500.0
2016/04/23,1福島5,晴,8,4歳以上500万下,,芝1200,16,良,1:08.5,33.8-34.7,アレスバローズ,藤岡佑介,[西]角田晃一,アズマクィーン,ユメノマイホーム,4:４歳以上,700.0
2016/04/23,1福島5,晴,9,4歳以上500万下,,ダ1150,12,良,1:09.2,32.4-36.8,タタラ,木幡巧也,[東]和田正一,サウスリバティー,シゲルユカタマツリ,4:４歳以上,700.0
2016/04/23,1福島5,晴,10,伏拝特別(500万下),,芝1200,16,良,1:09.7,35.2-34.5,ツクバジャパン,勝浦正樹,[東]小野次郎,サウンドドゥイット,タカミツスズラン,4:４歳以上,950.0
2016/04/23,1福島5,晴,11,福島牝馬S(G3),,芝1800,16,良,1:47.5,35.6-34.6,マコトブリジャール,北村友一,[西]鮫島一歩,シャルール,オツウ,4:４歳以上,3800.0
2016/04/23,1福島5,晴,12,米沢特別(1000万下),,ダ1700,15,良,1:45.5,29.9-37.3,メイショウヒコボシ,川島信二,[西]安達昭夫,オールブラッシュ,トーコーグリーン,4:４歳以上,1400.0
2016/04/23,2東京1,曇,1,3歳未勝利,,ダ1400,16,良,1:26.7,36.5-37.6,スプリングガール,戸崎圭太,[東]小笠倫弘,ジョリガーニャント,フラマブル,2:３歳,500.0
2016/04/23,2東京1,曇,2,3歳未勝利,,ダ1600,16,良,1:38.6,35.1-39.1,サノマル,内田博幸,[東]尾形和幸,サンジーニアス,マルターズゲイル,2:３歳,500.0
2016/04/23,2東京1,曇,3,3歳未勝利,,ダ1300,16,良,1:18.7,29.8-36.4,ケンコンイッテキ,内田博幸,[東]田島俊明,プエルトプリンセサ,コパノリクエスト,2:３歳,500.0
2016/04/23,2東京1,曇,4,3歳未勝利,,芝1800,17,良,1:46.9,35.2-35.8,アルスフェルト,ルメール,[東]尾関知人,ミエノサクシード,フィールザオーロラ,2:３歳,500.0
2016/04/23,2東京1,曇,5,3歳未勝利,,芝1400,18,良,1:22.0,35.4-34.6,アークアーセナル,戸崎圭太,[東]国枝栄,オールドラゴン,インジャスティス,2:３歳,500.0
2016/04/23,2東京1,曇,6,4歳以上500万下,,ダ2100,11,良,2:13.5,31.2-39.0,バイオンディップス,田中勝春,[東]小島茂之,キネオフォルツァ,レオナビゲート,4:４歳以上,750.0
