開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1989/03/12,1阪神6,晴,9,チューリップ賞(OP),,芝1600,12,良,1:36.8,35.9-36.8,ヤンゲストシチー,本田優,[西]清水出美,ヤマフリアル,エイシンウイザード
1989/03/12,1阪神6,晴,10,甲武特別(900万下),,芝2000,11,良,2:03.3,37.0-36.5,キンセンロイヤル,武豊,[西]坂口正大,ネクストムービー,スナークヒエン
1989/03/12,1阪神6,晴,11,阪神大賞典(G2),,芝3000,11,良,3:07.4,37.7-36.2,ナムラモノノフ,岡冨俊一,[西]野村彰彦,カツノコバン,チュニカオー
1989/03/12,1阪神6,晴,12,4歳以上900万下,,ダ1800,12,良,1:53.1,37.7-38.1,ベストリーズン,千田輝彦,[西]小林稔,ハローウイン,マルカノーザリー
1989/03/11,2中山5,晴,1,4歳未勝利,,ダ1800,13,良,1:54.7,38.0-38.4,メジロハイデン,田村正光,[東]松山康久,チャーミングユーキ,サファリノーザン
1989/03/11,2中山5,晴,2,4歳未勝利,,ダ1800,10,良,1:54.6,37.3-39.9,スズキングダム,田村正光,[東]沢峰次,イナノコウリュウ,ハセノエンゼル
1989/03/11,2中山5,晴,3,4歳未勝利,,ダ1200,16,良,1:13.3,34.5-38.8,リアルプリティ,東信二,[東]平井雄二,ブライアンシンボリ,ショウゲツ
1989/03/11,2中山5,晴,4,4歳新馬,,ダ1800,14,良,1:54.9,37.8-39.0,ベルファルコン,津曲浩二,[東]藤原敏文,スプレンディドラン,カイソクダンデー
1989/03/11,2中山5,晴,5,障害4歳以上未勝利,,障2700,8,稍,3:03.7,109.0-0.0,ヤクモリミテッド,臼井武,[東]和田正道,ボーカルターフ,シルキーラガー
1989/03/11,2中山5,晴,6,4歳新馬,,芝1600,12,良,1:36.4,34.9-37.7,ダイワゲーリック,増沢末夫,[東]尾形盛次,クリスタルアスター,サクラフジオー
1989/03/11,2中山5,晴,7,4歳新馬,,芝1600,13,良,1:38.1,35.8-37.5,サカエインパルス,岡部幸雄,[東]内藤一雄,ローゼンリッター,ダイワシーハン
1989/03/11,2中山5,晴,8,4歳以上400万下,,ダ1800,16,良,1:53.9,37.1-38.5,カシマライコー,岡部幸雄,[東]前田禎,レッドウイング,ハーバーニゾン
1989/03/11,2中山5,晴,9,4歳抽せん馬特別(400万下),,芝1800,11,良,1:50.7,36.8-37.1,シャルドン,岡部幸雄,[東]高橋祥泰,スーパーワン,シーシーゴールド
1989/03/11,2中山5,曇,10,安房特別(900万下),,芝2000,14,良,2:04.5,36.6-36.6,インターストレッチ,柴田政人,[東]高松邦男,ハヤチネ,ドゴールシンボリ
1989/03/11,2中山5,曇,11,京葉S(OP),,ダ1800,15,良,1:50.6,35.6-38.1,タイガールイス,岡部幸雄,[東]阿部新生,インターシオカゼ,スズレーザー
1989/03/11,2中山5,曇,12,4歳以上900万下,,ダ1200,15,良,1:12.3,34.3-38.0,グレンスイトピー,蛯沢誠治,[東]成宮明光,リリーオブザダンス,イシノローザ
1989/03/11,1中京3,晴,1,4歳以上OP,,ダ1700,7,良,1:49.7,30.6-40.1,ガッツボーイ,上籠勝仁,[西]星川薫,スズノムテキ,モガミチェリー
1989/03/11,1中京3,晴,2,4歳未出走,,ダ1000,12,良,1:01.7,35.9-38.1,タマモアイリス,土肥幸広,[西]吉永忍,バンシュウジョオー,マルカスワロー
1989/03/11,1中京3,晴,3,4歳未勝利,,ダ1700,9,良,1:51.6,31.5-39.4,マルサキタミ,小屋敷昭,[西]白井寿昭,キョウエイアムール,ロンリーウイドー
1989/03/11,1中京3,晴,4,4歳未勝利,,芝1800,15,良,1:49.2,35.9-36.5,キングゲート,柴田政見,[西]柴田不二,マッハシチー,コロッセウム
