開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2002/08/24,1札幌5,雨,4,3歳未勝利,,芝2000,16,稍,2:04.0,36.6-36.8,センターシャイネン,蛯名正義,[西]伊藤雄二,モノトーン,エベレストブルー
2002/08/24,1札幌5,曇,5,2歳新馬,,芝1200,14,稍,1:12.1,35.3-36.8,マイジョーカー,上村洋行,[西]池添兼雄,グロリーレイ,エイシンライラック
2002/08/24,1札幌5,曇,6,3歳以上500万下,,ダ1000,12,稍,0:59.7,35.5-36.1,ゴーオンマイウェイ,小林徹弥,[西]大根田裕,エーピージョイフル,ホッコージーワン
2002/08/24,1札幌5,曇,7,3歳以上500万下,,ダ1700,13,稍,1:44.3,30.6-35.6,ビーポジティブ,中舘英二,[西]池江泰郎,ユノブラウニー,フジタカローズ
2002/08/24,1札幌5,曇,8,3歳以上500万下,,芝2600,13,稍,2:44.4,37.0-36.4,ダンツホークオー,藤田伸二,[西]山内研二,グレイスフルダンス,ジェイケイテイオー
2002/08/24,1札幌5,曇,9,3歳以上500万下,,芝1200,16,稍,1:10.5,34.5-36.0,ニシノムーンライト,勝浦正樹,[東]杉浦宏昭,ボイスオブリーズン,ハンサムボーイ
2002/08/24,1札幌5,曇,10,クローバー賞(OP),,芝1500,11,稍,1:31.0,29.9-36.4,ワンダーボーイ,松永幹夫,[西]伊藤雄二,フィールドマックス,オースミハルカ
2002/08/24,1札幌5,曇,11,TVh賞(1000万下),,芝1200,16,稍,1:09.7,34.6-35.1,トーアカゼノオー,中舘英二,[東]成島英春,チェックザラック,グリーリーランド
2002/08/24,1札幌5,曇,12,苫小牧特別(1000万下),,ダ1700,13,稍,1:45.8,30.1-37.2,ウメノコトブキ,鈴来直人,[東]平井雄二,スギノリゼルヴァ,シロキタティターン
2002/08/24,3新潟5,曇,1,2歳未勝利,,芝1000,10,良,0:57.0,34.0-34.0,ブルーペール,柴田善臣,[東]菅原泰夫,イシノヒメボタル,マルターズバスター
2002/08/24,3新潟5,曇,2,3歳未勝利,,ダ1800,14,良,1:58.1,38.0-38.8,モリチトセオー,小林淳一,[東]岩城博俊,シルクサニーロード,ブライティアリンダ
2002/08/24,3新潟5,曇,3,3歳未勝利,,芝1600,16,良,1:36.3,37.2-34.3,ブギウギクロス,小林俊彦,[東]前田禎,ワイルドルピナス,カラブラン
2002/08/24,3新潟5,曇,4,3歳未勝利,,ダ1200,14,良,1:13.7,35.0-38.7,アルカネット,小林俊彦,[東]星野忍,エイシンカリー,ハルノサイテン
2002/08/24,3新潟5,曇,5,3歳未勝利,,ダ1800,13,良,1:56.0,37.6-39.0,ニシノビリーブ,安藤勝己,[東]栗田博憲,モンタスパーク,アサヒジョニー
2002/08/24,3新潟5,曇,6,2歳新馬,,ダ1200,14,良,1:14.0,35.2-38.8,ラストリゾート,木幡初広,[東]矢野進,イチライファイト,ハニーガーデン
2002/08/24,3新潟5,晴,7,3歳未勝利,,芝1800,16,良,1:47.8,35.5-34.3,エーピーカイラス,田中勝春,[東]加藤修甫,ローレルブイサイン,ワイルドファイアー
2002/08/24,3新潟5,晴,8,3歳以上500万下,,芝1600,16,良,1:33.9,34.5-35.8,メジロベネット,吉田豊,[東]大久保洋,マイネアクティース,スクエアアウェイ
2002/08/24,3新潟5,晴,9,魚沼特別(500万下),,ダ1200,14,良,1:11.6,34.3-37.3,グローリーティアラ,吉田豊,[東]中野隆良,テンケイ,チアズシャウト
2002/08/24,3新潟5,曇,10,火打山特別(500万下),,芝1800,14,良,1:46.4,35.1-34.9,ヒシアタランタ,小林俊彦,[東]南田美知,サンデーサンサン,カシマコンドル
2002/08/24,3新潟5,曇,11,驀進特別(1000万下),,芝1000,16,良,0:55.3,33.0-33.0,キーンランドスワン,田中勝春,[西]森秀行,バーデンフォンテン,ドリームシンデレラ
