開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2000/08/05,2小倉7,晴,8,4歳以上500万下,,ダ1000,13,良,1:00.1,34.4-37.4,マルサンミッキー,熊沢重文,[西]安達昭夫,ケイエススワン,コウユーラヴ
2000/08/05,2小倉7,晴,9,マカオJCT(500万下),,芝1200,14,良,1:09.0,33.5-35.5,ユーワアクトレス,福永祐一,[東]和田正道,タイキリリー,マイネルレイザー
2000/08/05,2小倉7,晴,10,タイランドC(500万下),,芝2000,15,良,2:01.5,35.5-37.0,ダンディラッシュ,日吉正和,[西]土門一美,ヒミノダハール,アグネススタオー
2000/08/05,2小倉7,晴,11,マラヤンRAT(900万下),,ダ1700,14,良,1:47.2,31.4-38.3,フサイチゴールド,幸英明,[西]田原成貴,エスジーバーニング,トーホウダイオー
2000/08/05,2小倉7,晴,12,4歳以上500万下,,芝1200,14,良,1:09.1,33.2-35.9,コーリンピュア,白坂聡,[西]白井寿昭,ナリタジェンヌ,ヒカリビースト
2000/07/30,2函館8,晴,1,4歳未勝利,,ダ1000,11,良,0:59.8,34.6-36.7,ジェリースイート,河内洋,[西]安田伊佐,マイネガイア,ワラクジェダイ
2000/07/30,2函館8,晴,2,4歳未勝利,,ダ1700,11,良,1:48.1,30.7-38.4,ドラマチックタイム,菊沢隆仁,[西]南井克巳,ブライトジョーンズ,リキアイフォーティ
2000/07/30,2函館8,晴,3,4歳未勝利,,芝1800,14,良,1:50.9,36.7-37.4,バルミーウインド,芹沢純一,[西]鹿戸明,アルファローザンヌ,マヤノボイジャー
2000/07/30,2函館8,晴,4,4歳以上500万下,,ダ1700,9,良,1:46.5,29.8-38.9,カオリチェリー,岩部純二,[東]萱野浩二,ローリエ,ハッピーパラダイス
2000/07/30,2函館8,晴,5,3歳新馬,,芝1000,11,良,0:59.2,35.0-35.8,ノブレスオブリッジ,河内洋,[西]浅見秀一,ミスサルデニア,ユウワンダンサー
2000/07/30,2函館8,晴,6,4歳以上500万下,,ダ1000,12,良,0:59.4,34.6-36.2,ロイヤルモガンボ,横山典弘,[東]郷原洋行,キングバル,ハイパーキッド
2000/07/30,2函館8,晴,7,4歳以上500万下,,ダ1700,13,良,1:46.0,29.9-38.7,コンキスタクラウン,岡部幸雄,[東]松山康久,ポルテボヌール,スパンキージャック
2000/07/30,2函館8,晴,8,4歳以上500万下,,芝1200,16,良,1:10.2,34.0-36.2,マインドステップ,河内洋,[東]中野栄治,ウォルトンコア,パンテール
2000/07/30,2函館8,晴,9,長万部特別(900万下),,芝1200,16,良,1:10.2,34.2-36.0,カフェブラン,岡部幸雄,[東]松山康久,ラブミースルー,ランドアバロン
2000/07/30,2函館8,晴,10,噴火湾特別(900万下),,ダ1700,13,良,1:44.8,29.3-38.3,エイシンクリバーン,岡部幸雄,[東]鈴木伸尋,シロキタティターン,ボレット
2000/07/30,2函館8,晴,11,函館3歳S(G3),,芝1200,11,良,1:10.6,34.1-36.5,マイネルジャパン,四位洋文,[西]佐々木晶,ゲイリームーチョ,ベストタイクーン
2000/07/30,2函館8,晴,12,湯浜特別(500万下),,芝1800,14,良,1:50.2,35.0-37.7,ニシノビート,河内洋,[西]浅見秀一,マイネルタイトル,テンシノウタ
2000/07/30,2福島6,晴,1,4歳未勝利,,ダ1000,11,良,1:01.1,35.4-37.5,サウスアーニスト,小林久晃,[東]石毛善彦,マグマバイキング,ゴールドアフリート
2000/07/30,2福島6,晴,2,4歳未勝利,,芝1700,13,良,1:45.8,29.9-38.4,カネサイエブロス,沢昭典,[東]菅原泰夫,フュージティブ,フリーパス
2000/07/30,2福島6,晴,3,4歳未勝利,,芝1800,16,良,1:50.5,35.9-37.3,テディベア,田中勝春,[東]宗像義忠,アサヒフォンテーヌ,バーンダンス
