開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1993/03/14,2中山6,晴,11,中山記念(G2),,芝1800,14,良,1:47.0,36.2-36.3,ムービースター,岸滋彦,[西]坪憲章,シスタートウショウ,エルカーサリバー
1993/03/14,2中山6,晴,12,4歳以上900万下,,ダ1800,16,良,1:53.9,37.0-39.5,リーチシンボリ,岡部幸雄,[東]高橋英夫,ユニオンボーイ,グランレーブ
1993/03/14,1阪神6,晴,1,4歳新馬,,ダ1800,7,良,1:57.6,37.9-39.1,ゲイリーランサー,河内洋,[西]松田正弘,ゴッドトムボーイ,マルブツタイヨー
1993/03/14,1阪神6,晴,2,4歳未勝利,,ダ1800,10,良,1:58.3,39.3-38.9,エリザベスドリーム,武豊,[西]吉永忍,タヤスペガサス,マルブツカチドキ
1993/03/14,1阪神6,晴,3,4歳未勝利,,ダ1400,15,良,1:27.1,35.9-38.9,アイノクレール,武豊,[西]田島良保,ヘイセイイブ,アーミンアーム
1993/03/14,1阪神6,晴,4,4歳新馬,,ダ1200,11,良,1:15.2,36.2-39.0,アーティスティック,西浦勝一,[西]崎山博樹,フィリスシールド,ロングコンテッサ
1993/03/14,1阪神6,晴,5,障害4歳以上未勝利,,障3000,8,良,3:18.5,106.0-0.0,フジノギャロップ,東田幸男,[西]武邦彦,スノーファントム,メイショウトリオン
1993/03/14,1阪神6,晴,6,4歳500万下,,ダ1800,8,良,1:55.1,37.5-38.4,イイデタイショウ,河内洋,[西]大久保正,ビッグシーザー,ニシケンハンター
1993/03/14,1阪神6,晴,7,4歳以上900万下,,ダ1200,9,良,1:13.3,35.6-37.7,アテヨーノクラウン,内田浩一,[西]浅見秀一,ケイスパート,セフティールイーズ
1993/03/14,1阪神6,晴,8,4歳以上500万下,,ダ1800,12,良,1:55.6,36.6-40.2,イブキノウンカイ,川合達彦,[西]坂田正行,ハードタテヤマ,ボルドネージュ
1993/03/14,1阪神6,晴,9,すみれS(OP),,芝2200,11,良,2:18.8,37.0-36.1,チアズエンデバー,本田優,[西]星川薫,テスコガリバー,ヤグライーガー
1993/03/14,1阪神6,晴,10,武庫川S(1500万下),,芝1600,16,良,1:36.5,34.9-36.8,トウカイマーベラス,四位洋文,[西]松元省一,グランドロケット,バトルタイクーン
1993/03/14,1阪神6,晴,11,阪神大賞典(G2),,芝3000,11,良,3:09.2,37.5-37.7,メジロパーマー,山田泰誠,[西]大久保正,タケノベルベット,ナイスネイチャ
1993/03/14,1阪神6,晴,12,4歳以上900万下,,ダ1200,9,良,1:13.5,35.9-37.6,ジョーリリブル,山田泰誠,[西]野元昭,キリブランシェ,リュウライジン
1993/03/14,2小倉6,曇,1,4歳以上400万下,,芝1200,13,良,1:13.2,34.5-38.7,キングタートル,本間忍,[東]中野渡清,ロッコーフラッシュ,ショウザンイチバン
1993/03/14,2小倉6,曇,2,4歳未勝利,,ダ1700,9,良,1:53.3,31.7-43.0,ヤマニンガーランド,内山正博,[西]古川平,ユウキスラッガー,エイシンヒダカオー
1993/03/14,2小倉6,曇,3,4歳未勝利,,芝1200,12,良,1:12.6,34.5-38.1,クリセーラ,成島正規,[東]八木沢勝,ラブリーナムラ,サンライズアクセル
1993/03/14,2小倉6,曇,4,4歳未勝利,,芝1200,12,良,1:11.1,34.4-36.7,シーデージー,上村洋行,[西]野村彰彦,アルファベイビー,モンキーポット
1993/03/14,2小倉6,曇,5,4歳以上500万下,,ダ1000,9,良,1:02.5,36.2-38.6,コトウシラユキ,西園正都,[西]柴田光陽,メイショウリラ,グッドコネクション
1993/03/14,2小倉6,曇,6,4歳以上500万下,,ダ1700,10,良,1:53.1,31.0-42.4,コトアポロン,後藤浩輝,[東]高橋英夫,スズオアシス,スーパーブレイブ
