開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2004/05/23,1新潟8,晴,1,3歳未勝利,,ダ1200,15,稍,1:12.9,34.5-38.4,レインボーロマンス,嘉藤貴行,[東]佐々木亜,ホーマンルージュ,チリビリビン
2004/05/23,1新潟8,晴,2,3歳未勝利,,ダ1800,14,稍,1:54.3,35.0-40.0,トウカイサプライズ,高井彰大,[西]松元省一,オールキャスト,シルクリバース
2004/05/23,1新潟8,晴,3,3歳未勝利,,芝1400,16,稍,1:23.7,34.8-36.7,ミークビーナス,松岡正海,[東]秋山雅一,サクラリーフ,ラフハーティリー
2004/05/23,1新潟8,晴,4,3歳未勝利,,芝1000,16,稍,0:55.7,32.8-33.4,メイショウシラヌイ,難波剛健,[西]安達昭夫,アラサナコンカロ,ヘイアンバクシン
2004/05/23,1新潟8,晴,5,3歳未勝利,,芝1800,13,稍,1:49.0,35.5-35.5,アイラブバローズ,佐藤哲三,[西]佐々木晶,レインボーフラッグ,サウザンブライト
2004/05/23,1新潟8,晴,6,4歳以上500万下,,ダ1800,15,稍,1:53.4,36.5-38.2,ブリュメール,武幸四郎,[西]佐山優,プリンセスミラクル,イルドゥボーテ
2004/05/23,1新潟8,晴,7,4歳以上500万下,,芝1600,16,良,1:34.8,34.9-36.2,マイネルアルバ,佐藤哲三,[西]佐々木晶,スズサンシャイン,キタサントップガン
2004/05/23,1新潟8,晴,8,4歳以上500万下,,ダ1200,15,稍,1:12.4,34.5-37.9,キラウエアシチー,坂井千明,[東]内藤一雄,ポルテニア,スターデュエット
2004/05/23,1新潟8,曇,9,4歳以上500万下,,芝2000,15,良,2:01.2,37.0-34.4,ニシノオーディン,鹿戸雄一,[東]上原博之,ユーワキングストン,サクラフェラーリ
2004/05/23,1新潟8,曇,10,ゆきつばき賞(500万下),,芝1800,10,良,1:49.5,36.7-34.3,ユランコタン,中谷雄太,[東]高松邦男,トーセンレーサー,キョウワノキリンジ
2004/05/23,1新潟8,曇,11,八海山特別(1000万下),,ダ1200,14,稍,1:11.5,34.1-37.4,グラスボランチ,木幡初広,[東]尾形充弘,タイキフェイム,ケイシンミツル
2004/05/23,1新潟8,小雨,12,胎内川特別(500万下),,芝2200,16,良,2:15.7,35.3-36.6,ハウンドコップ,鹿戸雄一,[東]清水美波,ゴールデンシンガー,ダイワフロリダ
2004/05/23,3東京2,曇,1,3歳未勝利,,ダ1400,15,稍,1:26.5,35.9-38.2,ロージーチャーム,蛯名正義,[東]栗田博憲,ファウンテントップ,ステイトリー
2004/05/23,3東京2,曇,2,3歳未勝利,,ダ1600,15,稍,1:39.1,36.2-37.6,ノンセクション,吉田豊,[東]浅野洋一,ビコーデュエル,ケイアイプリティー
2004/05/23,3東京2,曇,3,3歳未勝利,,ダ1300,16,稍,1:18.8,29.8-36.9,ウォーターバロン,武豊,[西]武邦彦,ベルモントジャコビ,スバルアモーレ
2004/05/23,3東京2,曇,4,3歳未勝利,,ダ1600,15,稍,1:39.5,35.2-38.9,イノセントワールド,オリヴァ,[東]勢司和浩,ツルガオカアサヒ,ヤマニンアドミット
2004/05/23,3東京2,曇,5,3歳未勝利,,芝1400,16,稍,1:23.0,35.9-35.1,アイアイサクラ,安藤勝己,[東]石毛善彦,ニシノグレードワン,エイダイダンツ
2004/05/23,3東京2,曇,6,3歳500万下,,芝2400,7,稍,2:29.8,39.1-34.4,デルタブルース,安藤勝己,[西]角居勝彦,マイネルガスト,エプソムアルテマ
2004/05/23,3東京2,曇,7,4歳以上500万下,,芝1400,18,稍,1:22.4,35.6-35.1,テイエムミシルオー,石橋脩,[東]伊藤圭三,アイアイキセキ,ゲイリークィンビー
2004/05/23,3東京2,曇,8,カーネーションC(500万下),,芝1800,13,稍,1:49.4,37.1-34.5,サイレントアスク,後藤浩輝,[東]伊藤正徳,ヒシシンエイ,マコトキンギン
