開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2008/06/29,3阪神4,曇,3,3歳未勝利,,ダ1800,13,不,1:54.0,37.5-39.2,カリスマシャチョウ,幸英明,[西]武田博,トーホウミラクル,メイショウユウシャ
2008/06/29,3阪神4,曇,4,2歳新馬,,ダ1200,12,不,1:13.6,36.4-37.2,サダムテンジン,岩田康誠,[西]中村均,ドリームクェーサー,レッドオマージュ
2008/06/29,3阪神4,曇,5,3歳未勝利,,芝1600,18,重,1:35.6,34.4-36.5,タンホイザー,小牧太,[西]岡田稲男,ナミダガキラリ,パカパカグランプリ
2008/06/29,3阪神4,曇,6,3歳以上500万下,,ダ1800,14,不,1:52.4,36.4-38.6,メイショウラッシー,武豊,[西]武邦彦,シークレバー,トシザカイモン
2008/06/29,3阪神4,曇,7,3歳以上500万下,,ダ1400,15,不,1:22.4,34.1-36.8,アロド,浜中俊,[西]加用正,ゼンノモナルカ,ペプチドアトム
2008/06/29,3阪神4,曇,8,香住特別(500万下),,芝2200,9,重,2:17.4,37.2-37.4,ナリタダイコク,佐藤哲三,[西]加藤敬二,シゲルタック,シャローム
2008/06/29,3阪神4,曇,9,水無月特別(1000万下),,芝1200,16,重,1:10.4,34.4-36.0,コパノスケ,岩田康誠,[西]沖芳夫,ホーマンファラオ,フミノバラード
2008/06/29,3阪神4,小雨,10,宝塚記念(G1),,芝2200,14,重,2:15.3,35.5-37.3,エイシンデピュティ,内田博幸,[西]野元昭,メイショウサムソン,インティライミ
2008/06/29,3阪神4,曇,11,鷹取特別(1000万下),,ダ2000,16,不,2:03.9,35.6-38.8,アドマイヤマジン,川田将雅,[西]松田博資,クリーン,グランシュヴァリエ
2008/06/29,3阪神4,曇,12,垂水S(1600万下),,芝1800,14,重,1:47.5,35.4-35.3,ホッコーパドゥシャ,内田博幸,[西]浜田光正,ヒカリシャトル,グロリアスウィーク
2008/06/28,1函館3,晴,1,3歳未勝利,,ダ1700,11,良,1:47.8,30.0-39.0,メジロレディー,津村明秀,[東]相沢郁,チャームベル,ローマンブリッジ
2008/06/28,1函館3,晴,2,3歳未勝利,,ダ1000,11,良,1:00.2,35.5-36.5,ビッグローズ,古川吉洋,[西]南井克巳,アナザースター,ロードエスクード
2008/06/28,1函館3,晴,3,3歳未勝利,,芝2600,9,良,2:41.9,35.3-37.7,テイエムモモタロー,池添謙一,[西]鹿戸明,シングルショット,スズカゲイル
2008/06/28,1函館3,晴,4,3歳未勝利,,ダ1700,11,良,1:48.8,29.7-40.1,ビーボタンダッシュ,木幡初広,[東]宗像義忠,エスジービンゴ,アップセット
2008/06/28,1函館3,晴,5,2歳新馬,,芝1200,12,良,1:10.1,34.0-36.1,ディーズハイビガー,木幡初広,[東]藤原辰雄,ロイヤルダリア,ディアジーナ
2008/06/28,1函館3,晴,6,3歳未勝利,,芝2000,12,良,2:01.1,34.6-36.1,ダイワスピリット,武幸四郎,[西]松田国英,シーエンプレス,アストレアピース
2008/06/28,1函館3,晴,7,3歳未勝利,,芝1200,14,良,1:09.5,33.8-35.7,ファイナルファイト,池添謙一,[西]鶴留明雄,ギンザマスタング,バイヨン
2008/06/28,1函館3,晴,8,3歳以上500万下,,ダ1000,12,良,0:59.2,34.5-36.4,ゼネラルメデューム,三浦皇成,[東]堀宣行,アグネスカルミア,トミケントラスト
2008/06/28,1函館3,晴,9,3歳以上500万下,,ダ1700,12,良,1:45.8,30.7-36.8,プラテアード,安藤勝己,[東]藤沢和雄,ブリリアントタイム,トウショウアラジン
2008/06/28,1函館3,晴,10,奥尻特別(500万下),,芝1800,14,良,1:47.9,35.4-36.0,ジャングルテクノ,四位洋文,[西]大久保龍,ライオングラス,ファイアレッド
