開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1991/11/03,7京都2,晴,5,4歳以上500万下,,ダ1400,16,良,1:26.1,35.6-38.6,キョウワタイジュ,安田隆行,[西]佐山優,エーエージェント,ホリノマーチス
1991/11/03,7京都2,晴,6,もちの木賞(500万下),,ダ1400,14,良,1:25.9,35.6-37.9,ヒデノリード,松永昌博,[西]斉藤義美,シンボリシンホニー,クニミホーザン
1991/11/03,7京都2,晴,7,逢坂山特別(500万下),,芝1600,16,良,1:35.6,35.6-35.9,バンブーパッション,河内洋,[西]岩元市三,コウエイロイヤル,ユートグラス
1991/11/03,7京都2,晴,8,天王山特別(900万下),,ダ1400,13,良,1:25.1,35.6-37.5,ケイアンドリュー,松本達也,[西]藤岡範士,グレートベエスト,ツキノコガネ
1991/11/03,7京都2,晴,9,ドンカスターS(OP),,芝2400,6,良,2:31.1,38.3-34.9,エリモパサー,猿橋重利,[西]沖芳夫,トーワタケシバ,ダイタクウイナー
1991/11/03,7京都2,晴,10,菊花賞(G1),,芝3000,18,良,3:09.5,37.8-35.4,レオダーバン,岡部幸雄,[東]奥平真治,イブキマイカグラ,フジヤマケンザン
1991/11/03,7京都2,晴,11,4歳以上900万下,,ダ1800,10,良,1:52.6,36.3-38.7,タカノパンジー,田島良保,[西]飯田明弘,スリーリゾーム,キンセングローリー
1991/11/02,3福島3,曇,1,3歳未勝利,,芝1200,8,良,1:12.6,35.4-37.2,シャインタイム,小野次郎,[東]中野隆良,サミー,シャインセンター
1991/11/02,3福島3,曇,2,4歳以上OP,,ダ1700,6,良,1:51.8,30.7-41.5,プールモワ,岩戸孝樹,[東]山崎彰義,ネオクルーズ,コガネロマン
1991/11/02,3福島3,曇,3,3歳未勝利,,芝1700,8,良,1:44.8,30.4-37.0,セントライデン,鈴木寿,[東]尾形盛次,マチカネポロネーズ,スダブーケ
1991/11/02,3福島3,曇,4,4歳未勝利,,ダ1000,12,良,1:00.8,35.2-37.5,ターフオトメ,清水英次,[西]橋本寿正,キングアンドアイ,パーフエリア
1991/11/02,3福島3,曇,5,4歳未勝利,,ダ1700,12,良,1:47.8,30.0-38.9,セノエアトラス,吉沢宗一,[東]中島敏文,ギャロップセイハ,モガミルイン
1991/11/02,3福島3,曇,6,4歳未勝利,,芝1800,14,良,1:50.7,35.7-37.7,ジョリーラジャー,蛯名信広,[東]内藤一雄,ダイワジャネット,ブルースチール
1991/11/02,3福島3,曇,7,4歳未勝利,,芝1800,14,良,1:50.6,35.8-37.9,アイアンクロー,清水英次,[西]伊藤修司,ダッシュアワー,スズカブルボン
1991/11/02,3福島3,曇,8,4歳未勝利,,芝2000,14,良,2:03.4,35.2-37.7,シンボリドルフィン,小野次郎,[東]中野隆良,ダイカツリーフ,フックボール
1991/11/02,3福島3,曇,9,秋元湖特別(500万下),,芝1000,12,良,0:57.9,33.8-35.0,ラッキーデイ,安田富男,[西]増本豊,キクタイシ,パストラルボーイ
1991/11/02,3福島3,曇,10,会津特別(500万下),,芝1800,14,良,1:49.4,35.2-37.2,シャダック,坂井千明,[東]稗田敏男,カタトラベル,キックオフ
1991/11/02,3福島3,曇,11,磐梯山特別(900万下),,芝2000,7,良,2:02.3,36.9-36.1,アサクサハポネス,坂本勝美,[東]清水利章,ケイシュウビンゴ,キューティアップ
1991/11/02,3福島3,曇,12,4歳未勝利,,芝1200,14,良,1:11.1,34.7-36.4,クニノカネオー,久保田英,[西]鹿戸明,ビワスーパーリズム,ラインオブキリー
1991/11/02,5東京1,曇,1,3歳未勝利,,ダ1400,8,良,1:26.0,35.8-38.0,ローリエサンダー,木藤隆行,[東]久恒久夫,フレンチボーイ,ヒサノマーヤ
