開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1999/01/17,1中山6,晴,10,ニューイヤーS(OP),,芝1600,12,良,1:33.0,33.6-36.9,ブラボーグリーン,柴田善臣,[東]栗田博憲,ケイワンバイキング,マイネルマックス
1999/01/17,1中山6,晴,11,京成杯(G3),,芝2000,15,良,2:01.5,36.9-36.2,オースミブライト,蛯名正義,[西]中尾正,チョウカイリョウガ,エイシンウインダム
1999/01/17,1中山6,晴,12,4歳以上500万下,,ダ1800,16,良,1:55.4,37.6-39.8,グレイズシチー,武士沢友,[東]嶋田功,カンジンチョウ,ショーファイト
1999/01/17,1京都6,曇,1,4歳未勝利,,ダ1800,9,良,1:55.4,38.6-37.5,ウインテイクハート,武幸四郎,[西]柳田次男,ニシノビート,シゲルビッグゲーム
1999/01/17,1京都6,曇,2,4歳未勝利,,ダ1400,15,良,1:26.2,35.7-38.3,ラガーエリート,村山明,[西]柴田政見,サークルキング,メイショウグンシン
1999/01/17,1京都6,曇,3,4歳未勝利,,ダ1200,16,良,1:13.0,35.2-37.8,シンメイビート,四位洋文,[西]安田隆行,タニノディオーネ,メイショウシゴセン
1999/01/17,1京都6,曇,4,4歳新馬,,芝1600,16,良,1:35.8,34.3-37.3,タイキポーラ,小林徹弥,[西]松元茂樹,キングダムシチー,イシブミ
1999/01/17,1京都6,曇,5,4歳500万下,,ダ1400,14,良,1:24.9,34.9-38.1,ブゼンキャンドル,橋本美純,[西]上田三千,スキャニングパワー,マイトシェーバー
1999/01/17,1京都6,曇,6,4歳以上500万下,,ダ1800,14,良,1:53.4,37.7-37.1,リンクローレル,川合達彦,[西]内藤繁春,クリールサクセス,ヒカリロバリー
1999/01/17,1京都6,曇,7,4歳以上900万下,,ダ1200,10,良,1:11.5,34.5-37.0,キタサンフドー,高橋亮,[西]橋口弘次,タマモシークレット,ロデオドライブ
1999/01/17,1京都6,曇,8,4歳以上500万下,,ダ1400,15,良,1:24.6,35.0-37.3,エーピーハルコッチ,菅谷正巳,[西]武田博,セイカカロブ,ブリスクバイオ
1999/01/17,1京都6,曇,9,稲荷特別(900万下),,芝2000,15,良,2:00.2,36.0-36.2,スエヒロコマンダー,四位洋文,[西]吉永猛,メイショウバチカン,タヤススリーセブン
1999/01/17,1京都6,曇,10,雅S(1600万下),,ダ1800,16,良,1:50.8,37.2-35.9,サンキューホーラー,河内洋,[西]長浜博之,ニホンピロジュピタ,トーヨーペクター
1999/01/17,1京都6,晴,11,日刊スポシンザン記念(G3),,芝1600,12,良,1:34.6,35.0-35.8,フサイチエアデール,武豊,[西]松田国英,マルシゲファイター,ケイアイジョン
1999/01/17,1京都6,晴,12,4歳以上500万下,,ダ1200,16,良,1:12.5,34.8-37.7,ナリタオンワード,ペリエ,[西]福島信晴,カリスマサンゴッド,ワンダーバリアンス
1999/01/16,1中山5,晴,1,4歳未勝利,,ダ1800,12,良,1:56.8,37.5-39.0,ノゾミン,江田照男,[東]田子冬樹,ロイヤルキャニオン,メジロカンナ
1999/01/16,1中山5,晴,2,4歳未勝利,,ダ1000,11,良,1:00.0,35.0-36.7,マッケンボーイ,徳吉孝士,[東]山田要一,ムーンクラフト,キッツスペクター
1999/01/16,1中山5,晴,3,4歳未勝利,,ダ1200,16,良,1:12.5,35.3-37.2,イカルスドリーム,横山賀一,[東]奥平真治,シルクガーディアン,サンライズヤング
1999/01/16,1中山5,晴,4,4歳新馬,,ダ1000,12,良,1:00.7,35.8-37.0,セイクローズ,天間昭一,[東]堀井雅広,フラミンガム,ヴェスヴィオ
1999/01/16,1中山5,晴,5,4歳新馬,,ダ1800,13,良,1:56.6,37.8-38.6,ウルフギャング,吉田豊,[東]富田一幸,ホッカイインパクト,ストロングプリンス
