開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1989/02/19,2京都8,晴,12,4歳以上900万下,,ダ1800,12,重,1:51.7,37.0-38.6,イブキノタチバナ,武豊,[西]領家政蔵,マルサヒビキ,タイツクバ
1989/02/19,1小倉8,曇,1,4歳以上300万下,,芝1800,13,重,1:55.5,37.9-39.4,アカネユーホー,安田隆行,[西]松元省一,タニマイスター,ヤマサフロルア
1989/02/19,1小倉8,曇,2,4歳未勝利,,芝1800,16,重,1:54.6,37.8-38.4,バンダムカムイ,出口隆義,[西]太宰義人,センターグランツ,グレートスマイル
1989/02/19,1小倉8,曇,3,4歳未勝利,,芝1200,14,重,1:13.3,35.2-38.1,トーアジュリエット,上野清章,[西]斉藤義美,ハードビクトリア,オシバナ
1989/02/19,1小倉8,晴,4,4歳新馬,,芝1200,13,重,1:12.5,34.5-38.0,ホットンナスティー,蛯名信広,[東]栗田博憲,レオライデン,エプソムローズ
1989/02/19,1小倉8,晴,5,4歳以上400万下,,ダ1000,9,重,1:02.5,36.0-38.8,スズカジョオー,上野清章,[西]藤岡範士,ヤマトベローナ,トラックオウジャ
1989/02/19,1小倉8,晴,6,4歳以上400万下,,芝2000,15,重,2:06.9,37.4-38.2,オンワードネバダ,古川寛和,[東]二本柳俊,リュウニジンスキー,オンワードダラス
1989/02/19,1小倉8,曇,7,4歳以上400万下,,芝1200,9,重,1:12.6,35.3-37.3,ワカリアール,蓑田早人,[東]保田隆芳,カツトップチカラ,キョウエイサルボ
1989/02/19,1小倉8,晴,8,4歳以上400万下,,芝2000,14,重,2:06.2,36.4-38.2,ダービートーア,佐野清広,[西]上田三千,ラビアンインター,リュウリアルム
1989/02/19,1小倉8,晴,9,背振山特別(400万下),,芝1800,9,重,1:53.4,38.0-38.1,アジスイセイ,清水英次,[西]新川恵,ダイコーシルバー,ウエスタンクレバー
1989/02/19,1小倉8,晴,10,早鞆特別(900万下),,芝2000,15,重,2:05.9,36.4-37.9,ダンツエリート,田島信行,[西]安田伊佐,ナカノシルバー,トウブグランデー
1989/02/19,1小倉8,曇,11,小倉大賞典(G3),,芝1800,16,重,1:52.0,35.9-38.6,ダイカツケンザン,西浦勝一,[西]福島勝,メイショウサンダー,クリノテイオー
1989/02/19,1小倉8,曇,12,4歳以上400万下,,ダ1700,11,重,1:51.2,30.5-41.9,カップアイ,南田美知,[東]中野隆良,ハクリュウスイ,アミーシルキー
1989/02/18,1東京7,雨,1,4歳以上300万下,,ダ1600,10,不,1:43.4,37.4-40.3,ニートギャル,増沢末夫,[東]鈴木康弘,クリダンカリー,ダンドーダン
1989/02/18,1東京7,雨,2,4歳未勝利,,ダ1700,11,不,1:49.6,30.3-40.5,セントキーストン,増沢末夫,[東]鈴木勝太,ツジノビューティ,モガミキンパイ
1989/02/18,1東京7,雨,3,4歳未勝利,,ダ1400,13,不,1:29.3,35.7-40.9,ベラロマーナ,菅原泰夫,[東]本郷一彦,ハッピートレーシー,シンザンシラユリ
1989/02/18,1東京7,小雨,4,4歳未勝利,,ダ1200,13,不,1:15.1,36.6-38.5,リュウカムイ,那須孝一,[東]今津福松,オンワードホープ,ロードストロング
1989/02/18,1東京7,曇,5,障害4歳以上未勝利,,障3100,6,不,3:39.9,112.0-0.0,サンダーストーム,大江原哲,[東]柄崎孝,ベルアンドベル,ドリームオン
1989/02/18,1東京7,曇,6,4歳新馬,,ダ1600,16,不,1:40.6,35.6-39.6,ロージットレター,増沢末夫,[東]沢峰次,バニラエッセンス,ジャガーサバンナ
1989/02/18,1東京7,曇,7,4歳以上400万下,,ダ1400,10,不,1:26.9,35.2-39.3,セノエプリマ,増沢末夫,[東]山崎彰義,レインボーホープ,タマノヨー
