開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1986/05/31,3東京5,晴,10,ガーベラ賞(400万下),,芝1600,11,不,1:37.6,35.7-38.0,ダイハクリュウ,蛯沢誠治,[東]石毛善衛,オンワードデューク,マルゴビクトリー
1986/05/31,3東京5,晴,11,パールS(1400万下),,芝1600,9,不,1:37.7,36.7-36.8,アイランドゴッテス,増沢末夫,[東]野平富久,エビスジョウジ,オノデンモモコ
1986/05/31,3東京5,晴,12,4歳以上400万下,,ダ1400,8,重,1:25.7,35.6-38.3,リンドリーガル,増沢末夫,[東]諏訪富三,フリューゲルヒタチ,ファンタジィロード
1986/05/31,3阪神5,晴,1,障害4歳以上未勝利,,障3000,9,良,3:25.2,,ダイナミックアロー,池添兼雄,[西]小野幸治,ヤマニンキャンドル,アスコットワイポン
1986/05/31,3阪神5,晴,2,4歳未勝利,,ダ1800,12,稍,1:54.6,36.9-39.1,ハシチャーリー,菅谷正巳,[西]武田文吾,ラッキーサンライズ,ミナミノレデードン
1986/05/31,3阪神5,晴,3,4歳未勝利,,ダ1200,14,稍,1:13.5,36.1-37.4,ノスタルジア,河内洋,[西]田中良平,シンマッチー,シルビーナムラ
1986/05/31,3阪神5,晴,4,4歳未勝利,,ダ1200,14,稍,1:15.1,35.8-39.3,ムーンダツァー,西橋昇,[西]梅田康雄,グレートパスカル,ロングヘンリー
1986/05/31,3阪神5,晴,5,障害4歳以上OP,,障3200,12,良,3:35.4,,キョウエイウオリア,岡冨俊一,[西]中村均,ハッピージョージ,ハッピールイス
1986/05/31,3阪神5,晴,6,4歳未勝利,,芝1600,16,良,1:37.2,35.6-37.6,ニシノエイカン,河内洋,[西]伊藤雄二,ハシバセット,マンノタイガー
1986/05/31,3阪神5,晴,7,4歳以上900万下,,芝2200,7,良,2:16.1,37.2-37.1,ヤマニンアムロ,高橋隆,[西]大久保石,ストーンフィールド,キョウエイリョウマ
1986/05/31,3阪神5,晴,8,4歳400万下,,ダ1800,9,稍,1:52.7,37.5-37.5,グリーンセンサー,岩元市三,[西]新川恵,ワイドチェイサー,ジョーアレクサンダ
1986/05/31,3阪神5,晴,9,あじさい賞(400万下),,芝2000,10,良,2:05.5,38.1-37.2,オギラホール,内田国夫,[西]武田博,シンマドンナ,イブキロングラン
1986/05/31,3阪神5,晴,10,摂津特別(900万下),,芝1600,10,良,1:37.0,35.5-37.4,エイシンコメット,土肥幸広,[西]野元昭,キョウワブラスト,ツナミ
1986/05/31,3阪神5,晴,11,灘S(1400万下),,芝2500,10,良,2:39.4,32.8-36.2,ダイナアドニス,河内洋,[西]渡辺栄,マルブツファースト,ノムラムサシ
1986/05/31,3阪神5,晴,12,4歳以上400万下,,芝2200,12,良,2:17.5,36.5-37.3,トウジンヒロシゲ,河内洋,[西]梅内慶蔵,ハギノダンディー,タカノクロス
1986/05/25,3東京4,曇,1,4歳未勝利,,ダ1700,10,良,1:48.4,30.1-41.2,ジョコンダ,蛯沢誠治,[東]成宮明光,カールホールレディ,ラストフリート
1986/05/25,3東京4,曇,2,4歳未勝利,,ダ1600,10,良,1:40.1,36.2-39.2,メジロアイガー,的場均,[東]尾形充弘,マルゴパワー,ケントシロー
1986/05/25,3東京4,晴,3,4歳未勝利,,ダ1400,12,良,1:26.6,35.7-38.7,トウショウバイタル,柴田政人,[東]新関力,ミスルンナシロー,ウエスタンタイガー
1986/05/25,3東京4,晴,4,4歳400万下,,芝2000,7,良,2:04.3,38.0-37.3,ソダカツオー,岩元市三,[東]石栗龍雄,サクラトキオー,ミホビジョン
1986/05/25,3東京4,晴,5,4歳未勝利,,芝1800,10,良,1:51.7,36.4-37.9,メイジオリンピア,原昌久,[東]本郷一彦,グランドサンダー,ツジノダンサー
