開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2011/05/14,3京都7,曇,11,上賀茂S(1600万下),,ダ1800,16,良,1:51.1,35.4-37.2,シャア,小坂忠士,[西]田島良保,エイシンダッシュ,ディアプリンシパル
2011/05/14,3京都7,曇,12,4歳以上1000万下,,芝1400,15,良,1:21.7,35.1-35.0,レオプライム,ピンナ,[西]友道康夫,テーブルスピーチ,ユメノキラメキ
2011/05/08,1新潟6,晴,1,3歳未勝利,,ダ1200,15,稍,1:12.7,34.1-38.6,パライバトルマリン,宮崎北斗,[東]和田正一,ケージーハヤテ,エスケープマジック
2011/05/08,1新潟6,曇,2,3歳未勝利,,芝1400,16,稍,1:23.7,34.9-37.0,スイートシャルマン,村田一誠,[東]奥平雅士,ノアパステル,フクシア
2011/05/08,1新潟6,曇,3,3歳未勝利,,ダ1800,13,稍,1:57.4,39.1-40.1,トシザツンツン,田辺裕信,[西]鮫島一歩,サツマノホシ,リベラルアーツ
2011/05/08,1新潟6,曇,4,3歳未勝利,,芝1200,16,良,1:10.8,33.4-37.4,タイキガラハッド,川須栄彦,[西]松元茂樹,マイネルスフィア,エムエフコンコルド
2011/05/08,1新潟6,晴,5,3歳未勝利,,芝1800,16,良,1:49.4,36.2-35.7,ケイアイアレス,石橋脩,[東]奥平雅士,ブートジョロキア,ヒットナンバー
2011/05/08,1新潟6,晴,6,4歳以上500万下,,芝1200,16,良,1:09.8,33.5-36.3,タニノスバル,上村洋行,[西]村山明,アンフィルージュ,フィールマイハート
2011/05/08,1新潟6,晴,7,4歳以上500万下,,ダ1800,15,良,1:54.2,37.6-38.4,リアルアヴェニュー,石橋脩,[東]堀宣行,シルクエンデバー,シルクペガサス
2011/05/08,1新潟6,晴,8,4歳以上500万下,,芝2000,14,良,2:01.2,35.3-35.4,ゴールドケー,田辺裕信,[東]清水利章,セータミスタ,ビーチパーティー
2011/05/08,1新潟6,晴,9,4歳以上500万下,,ダ1200,15,良,1:11.8,33.0-38.8,ガリレオシチー,太宰啓介,[東]嶋田功,タニマサホーク,ゴールドサムソン
2011/05/08,1新潟6,晴,10,わらび賞(500万下),,ダ1800,15,良,1:54.9,37.0-38.6,タマモブラウン,佐藤哲三,[西]中竹和也,エーシンバリントン,カレンジェニオ
2011/05/08,1新潟6,晴,11,被災地支援新潟大賞典(G3),,芝2000,15,良,1:58.4,35.6-35.1,セイクリッドバレー,丸山元気,[東]高橋裕,マッハヴェロシティ,サンライズベガ
2011/05/08,1新潟6,晴,12,飛竜特別(500万下),,芝1000,16,良,0:57.2,34.2-34.4,グリューネワルト,北村友一,[西]岡田稲男,アナタノネガイ,スイートライラ
2011/05/08,2東京6,晴,1,3歳未勝利,,ダ1400,16,良,1:26.4,35.5-38.1,パワースポット,横山典弘,[東]菊沢隆徳,コウヨウメビウス,ピュアマインド
2011/05/08,2東京6,晴,2,3歳未勝利,,ダ1600,14,良,1:39.5,35.9-37.9,レッドシュナイト,北村宏司,[東]尾関知人,ツクバコガネオー,コスモノーハーム
2011/05/08,2東京6,晴,3,3歳未勝利,,ダ1300,16,良,1:20.5,29.7-38.2,トレボーネ,後藤浩輝,[東]大竹正博,ダノンスプリーム,ラブミーダン
2011/05/08,2東京6,晴,4,3歳未勝利,,芝1800,16,良,1:49.4,36.7-34.3,カルマート,福永祐一,[東]戸田博文,シルクレイノルズ,ネグレスコ
2011/05/08,2東京6,晴,5,3歳500万下,,芝1400,11,良,1:22.2,36.2-34.0,スナイプビッド,福永祐一,[西]大久保龍,ベルモントキーラ,ランパスインベガス
2011/05/08,2東京6,晴,6,3歳500万下,,ダ1600,15,良,1:38.4,35.1-37.4,ホノカアボーイ,福永祐一,[東]戸田博文,イーグルカザン,モンク
