開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2011/09/18,4中山4,晴,3,3歳未勝利,,ダ1800,16,良,1:55.7,35.7-39.8,バンダムミラージュ,杉原誠人,[東]国枝栄,アイティゴールド,カラヴィンカ
2011/09/18,4中山4,晴,4,3歳未勝利,,芝2000,18,良,2:00.8,35.1-35.9,テーオーゼウス,藤岡佑介,[西]藤岡健一,エイダイポイント,ピカソ
2011/09/18,4中山4,晴,5,2歳新馬,,芝1800,11,良,1:54.2,38.9-35.1,クラウドチェンバー,横山典弘,[東]萩原清,フレージャパン,ビップシャイン
2011/09/18,4中山4,晴,6,2歳新馬,,ダ1200,16,良,1:12.9,34.4-38.5,カフェシュプリーム,横山義行,[東]松山康久,ドリームコメット,ワールドエンド
2011/09/18,4中山4,晴,7,3歳以上500万下,,ダ1800,14,良,1:54.8,36.3-39.4,クリアザウェイ,柴田善臣,[東]栗田博憲,ヤマニンパソドブル,ライラックパンチ
2011/09/18,4中山4,晴,8,3歳以上500万下,,芝1800,15,良,1:47.9,35.7-35.1,エーシンアルカウス,蛯名正義,[東]久保田貴,シンボリカージナル,マイネルドルチェ
2011/09/18,4中山4,晴,9,初風特別(1000万下),,芝1200,13,良,1:07.3,33.3-34.0,アポロフィオリーナ,吉田隼人,[東]岩戸孝樹,オクルス,エーシンヒットマン
2011/09/18,4中山4,晴,10,内房S(1600万下),,ダ1200,16,良,1:11.0,33.8-37.2,アナモリ,横山典弘,[西]吉田直弘,エベレストオー,サリエル
2011/09/18,4中山4,晴,11,セントライト記念(G2),,芝2200,17,良,2:10.3,34.0-36.8,フェイトフルウォー,柴田善臣,[東]伊藤伸一,トーセンラー,サダムパテック
2011/09/18,4中山4,晴,12,3歳以上500万下,,ダ1200,15,良,1:12.0,34.5-37.5,スモールキング,丸山元気,[東]清水英克,ジャーグラット,タニマサホーク
2011/09/18,5阪神3,晴,1,2歳未勝利,,ダ1800,14,稍,1:57.0,36.5-39.9,サンライズシャトー,浜中俊,[西]安田隆行,セトブリッジ,コウエイチャンス
2011/09/18,5阪神3,晴,2,2歳未勝利,,芝1800,16,良,1:49.4,35.0-35.2,ミルドリーム,後藤浩輝,[西]角居勝彦,デルマイザナミ,ショウナンカンムリ
2011/09/18,5阪神3,晴,3,3歳未勝利,,ダ1400,16,稍,1:25.6,34.5-38.7,テーオーサクセス,後藤浩輝,[西]笹田和秀,ダンツソレイユ,スナークワイルド
2011/09/18,5阪神3,晴,4,障害3歳以上未勝利,,障2970,9,良,3:25.6,109.0-0.0,メイケイオーシャン,白浜雄造,[西]木原一良,サンレイランキング,ユウターチェイサー
2011/09/18,5阪神3,晴,5,2歳新馬,,芝1400,18,良,1:23.2,34.2-37.0,トミーバローズ,北村友一,[西]武田博,アルフィルク,ゴールドベル
2011/09/18,5阪神3,晴,6,3歳未勝利,,ダ1800,16,稍,1:55.0,37.5-39.0,フェニックスソード,小牧太,[西]友道康夫,タマモダリア,ベリーフィールズ
2011/09/18,5阪神3,晴,7,3歳以上500万下,,ダ1800,10,稍,1:53.6,36.7-39.5,プリティカポレイ,小牧太,[西]飯田雄三,メロウメロディ,プルプル
2011/09/18,5阪神3,晴,8,3歳以上500万下,,芝2200,9,良,2:15.9,35.9-36.4,テイエムバゴオー,国分優作,[西]福島信晴,ローレルジャブラニ,サイドアタック
2011/09/18,5阪神3,晴,9,野路菊S(OP),,芝1800,7,良,1:48.7,35.2-34.9,ダローネガ,佐藤哲三,[西]佐々木晶,ニシノビークイック,メイショウカドマツ
2011/09/18,5阪神3,晴,10,夙川特別(1000万下),,ダ1200,16,稍,1:11.3,34.0-37.3,シゲルソウウン,川須栄彦,[西]小島貞博,ホクトキングダム,ヒシコモンズ
