開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1988/07/16,2小倉1,曇,10,不知火特別(400万下),,芝1800,9,良,1:50.0,37.8-35.8,ファイアドリーム,佐野清広,[西]上田三千,ラッキーオルキス,ナムラエース
1988/07/16,2小倉1,曇,11,西日本スポーツ杯(900万下),,芝2000,9,良,2:02.1,36.2-36.9,ホリノスプリンター,南井克巳,[西]田中良平,マツノシルバ,ハリーダンカン
1988/07/16,2小倉1,曇,12,4歳以上400万下,,芝1700,14,良,1:43.2,29.8-36.7,ナカノシルバー,加用正,[西]瀬戸口勉,ヘルメスエンペラ,ニシノモンテ
1988/07/10,2札幌2,曇,1,4歳以上700万下,,ダ1500,11,稍,1:34.0,30.6-39.0,ガッツボーイ,本田優,[西]星川薫,カンキョウカンカン,ミヤシロシバオー
1988/07/10,2札幌2,曇,2,3歳新馬,,ダ1200,7,稍,1:15.3,35.3-40.0,マイネルムート,安田富男,[東]栗田博憲,ヨツヤゴッド,ウインダーメアー
1988/07/10,2札幌2,曇,3,4歳未勝利,,ダ1800,9,稍,1:53.2,36.5-39.0,メジロキャニオン,的場均,[東]大久保洋,マルサヒビキ,フォルテ
1988/07/10,2札幌2,曇,4,3歳新馬,,ダ1000,8,稍,0:59.3,34.6-35.9,ミヨノゴールド,郷原洋行,[東]田中朋次,サザンビーナス,フローラルドリーム
1988/07/10,2札幌2,曇,5,4歳未勝利,,ダ1200,9,稍,1:13.4,35.5-37.9,トラックオウジャ,田原成貴,[西]清水出美,メリーハイ,アジュライト
1988/07/10,2札幌2,曇,6,4歳未勝利,,ダ1200,9,稍,1:13.5,35.4-38.1,トネローズ,津曲浩二,[東]久恒久夫,ジョンティスズカ,エリートシチー
1988/07/10,2札幌2,曇,7,4歳以上400万下,,ダ1800,10,稍,1:54.5,36.8-39.9,エリモドリーマー,松田幸春,[西]大久保正,ザオーセイウン,ワードンダンサー
1988/07/10,2札幌2,曇,8,利尻特別(400万下),,ダ1500,7,稍,1:33.1,29.7-39.3,イーグルロマン,本田優,[西]中尾謙太,ザッツマイウェイ,ホクテンアロー
1988/07/10,2札幌2,曇,9,4歳以上400万下,,ダ1200,14,良,1:12.9,34.8-38.1,ドリームカンデント,柴田政人,[東]山岡浩久,メジロカイト,レディオブトラック
1988/07/10,2札幌2,雨,10,アカシヤS(900万下),,ダ2000,8,良,2:04.7,36.2-38.2,ミュージックマン,安田富男,[東]松山康久,フューレル,ロングセイリュー
1988/07/10,2札幌2,雨,11,道新杯(OP),,ダ1500,9,良,1:31.3,29.7-38.4,エルグランシャダイ,本田優,[西]宇田明彦,フエートキング,サクラジェイド
1988/07/10,2札幌2,雨,12,4歳以上900万下,,ダ1800,9,稍,1:51.0,36.8-38.4,サクラタイム,田原成貴,[東]内藤一雄,ミスターテンリ,リワードダンサー
1988/07/10,1福島8,雨,1,3歳未勝利,,芝1200,7,不,1:14.7,35.8-38.9,マナブトウザイ,津留千彰,[東]大和田稔,エンブレム,カワキタバラッケー
1988/07/10,1福島8,雨,2,4歳未勝利,,ダ1700,10,不,1:45.4,29.4-38.1,パッチワーク,柴田善臣,[東]清水利章,リバーサイド,ゲイリーライダー
1988/07/10,1福島8,雨,3,4歳未勝利,,芝1700,9,不,1:47.0,31.0-38.6,ヘイアンコマチ,菅原泰夫,[東]仲住芳雄,ムツミグレイシャス,アマゾンランド
1988/07/10,1福島8,雨,4,4歳未勝利,,ダ1700,8,不,1:47.1,29.1-39.9,シンデレラドリーム,坂井千明,[東]山崎彰義,グレースウーマン,コウテツプリマ
1988/07/10,1福島8,雨,5,4歳未勝利,,芝1200,13,不,1:13.3,34.5-38.8,スイングスキー,藤原英幸,[東]石毛善衛,アズマナント,コウチモガミ
