開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2006/11/11,5東京3,雨,12,3歳以上1000万下,,芝1600,13,稍,1:35.1,35.9-35.5,ジョリーダンス,藤田伸二,[東]堀宣行,ダンシングオン,セイングレンド
2006/11/11,6京都3,曇,1,2歳未勝利,,ダ1400,12,重,1:26.2,35.6-38.1,バイオレットピース,ペリエ,[西]飯田雄三,アルーリングライン,テイエムテムジン
2006/11/11,6京都3,曇,2,2歳未勝利,,ダ1200,14,重,1:12.4,34.9-37.5,アルヴィス,武豊,[西]角居勝彦,ジツリキドンドン,ウインハンズダウン
2006/11/11,6京都3,小雨,3,2歳未勝利,,芝1800,14,稍,1:48.4,36.7-35.0,クルサード,武豊,[西]角居勝彦,コンティネント,キンショージェット
2006/11/11,6京都3,小雨,4,2歳新馬,,ダ1400,13,重,1:24.1,35.3-36.9,ミスターモナルコス,ルメール,[西]中竹和也,テラノフォースワン,スペースフライト
2006/11/11,6京都3,小雨,5,2歳新馬,,芝1800,9,稍,1:50.3,36.6-34.5,ブラックオリーブ,ルメール,[西]松田国英,ドーントレダー,メイショウカルド
2006/11/11,6京都3,小雨,6,2歳500万下,,芝1400,13,稍,1:21.6,34.1-36.0,ルミナスハーバー,小牧太,[西]橋口弘次,ゼットカーク,エーシンビーエル
2006/11/11,6京都3,小雨,7,3歳以上500万下,,ダ1800,15,重,1:53.5,37.3-36.4,ダイショウジェット,橋本美純,[西]大根田裕,ダカールシチー,メンデル
2006/11/11,6京都3,小雨,8,3歳以上500万下,,芝1400,18,稍,1:21.9,35.1-35.4,クレスコワンダー,秋山真一,[西]石坂正,テンシノダンス,シルクアヴァロン
2006/11/11,6京都3,雨,9,京都ハイジャンプ(J.G2),,障3930,12,稍,4:28.3,105.0-0.0,スプリングゲント,小坂忠士,[西]野村彰彦,マルブツトップ,タニノエタニティ
2006/11/11,6京都3,雨,10,衣笠特別(1000万下),,芝1800,18,稍,1:47.8,35.8-35.7,リメインオブザサン,ルメール,[西]池江泰寿,ジェネビアン,ファランドール
2006/11/11,6京都3,曇,11,花園S(1600万下),,ダ1800,16,重,1:49.2,36.0-37.1,メイショウトウコン,武幸四郎,[西]安田伊佐,メイショウシャフト,ワキノエクセル
2006/11/11,6京都3,曇,12,醍醐特別(1000万下),,芝1200,17,稍,1:08.8,33.4-35.4,タケカワルキューレ,和田竜二,[西]松元茂樹,サイキョウワールド,ポイントセブン
2006/11/05,3福島6,曇,1,2歳未勝利,,芝1200,15,良,1:10.0,34.1-35.9,エムオーミラクル,田辺裕信,[東]久保田貴,アービター,プレジデンツカップ
2006/11/05,3福島6,曇,2,3歳以上500万下,,ダ1700,11,良,1:46.0,29.9-37.9,ペディクラリス,塚田祥雄,[東]藤沢和雄,トーアセンヒメ,ランタナ
2006/11/05,3福島6,曇,3,3歳以上500万下,,芝1800,13,良,1:48.7,36.2-36.5,フレンチムード,大野拓弥,[東]杉浦宏昭,マイネルゴーシュ,スイートチュチュ
2006/11/05,3福島6,曇,4,3歳以上500万下,,ダ1150,14,良,1:08.8,31.4-37.4,イサミステルス,塚田祥雄,[西]領家政蔵,バーニングキャット,ヤマニンパルファン
2006/11/05,3福島6,晴,5,3歳以上500万下,,ダ1700,12,良,1:47.6,29.9-39.7,カシノオウジャ,西田雄一,[西]福永甲,ウインドストーム,グッドフロマージュ
2006/11/05,3福島6,晴,6,3歳以上500万下,,ダ1150,16,良,1:08.4,31.2-37.2,リトルスポーツカー,小野次郎,[東]水野貴広,エイシンバンワート,サクセスキーワード
2006/11/05,3福島6,晴,7,3歳以上500万下,,芝2000,16,良,2:00.2,34.6-36.3,ターキー,中舘英二,[東]田村康仁,アラタマサモンズ,ニチリンタカラ
