開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2014/06/07,3阪神1,曇,11,鳴尾記念(G3),,芝2000,12,良,1:59.1,35.7-35.0,エアソミュール,戸崎圭太,[西]角居勝彦,アドマイヤタイシ,フラガラッハ
2014/06/01,2東京12,晴,10,東京優駿(G1),,芝2400,17,良,2:24.6,34.9-34.4,ワンアンドオンリー,横山典弘,[西]橋口弘次,イスラボニータ,マイネルフロスト
2014/06/01,2東京12,晴,12,目黒記念(G2),,芝2500,16,良,2:31.0,29.9-35.2,マイネルメダリスト,蛯名正義,[東]田中清隆,ラブイズブーシェ,プロモントーリオ
2014/06/01,3京都12,晴,10,安土城S(OP),,芝1400,13,良,1:20.5,36.1-33.2,ウイングザムーン,秋山真一,[西]飯田祐史,サンライズメジャー,ニンジャ
2014/05/31,3京都11,晴,10,白百合S(OP),,芝1800,12,良,1:45.1,33.5-35.3,ステファノス,岩田康誠,[西]藤原英昭,ピオネロ,モーリス
2014/05/25,1新潟8,晴,11,韋駄天S(OP),,芝1000,14,良,0:55.3,33.1-33.2,セイコーライコウ,柴田善臣,[東]鈴木康弘,フォーエバーマーク,アースソニック
2014/05/25,2東京10,晴,11,優駿牝馬(G1),,芝2400,18,良,2:25.8,35.2-35.1,ヌーヴォレコルト,岩田康誠,[東]斎藤誠,ハープスター,バウンスシャッセ
2014/05/24,2東京9,晴,11,メイS(OP),,芝1800,18,良,1:45.4,35.6-34.3,スピルバーグ,北村宏司,[東]藤沢和雄,アロマカフェ,ダコール
2014/05/18,2東京8,晴,11,ヴィクトリアマイル(G1),,芝1600,18,良,1:32.3,34.7-34.3,ヴィルシーナ,内田博幸,[西]友道康夫,メイショウマンボ,ストレイトガール
2014/05/18,3京都8,晴,10,葵S(OP),,芝1200,12,良,1:07.5,33.4-34.1,リアルヴィーナス,藤岡康太,[西]安達昭夫,シゲルカガ,エルカミーノレアル
2014/05/17,2東京7,晴,11,京王杯スプリングC(G2),,芝1400,15,良,1:19.7,33.7-35.0,レッドスパーダ,北村宏司,[東]藤沢和雄,クラレント,エールブリーズ
2014/05/17,3京都7,晴,11,都大路S(OP),,芝1800,18,良,1:43.9,33.9-34.4,グランデッツァ,秋山真一,[西]平田修,ディサイファ,テイエムイナズマ
2014/05/11,1新潟4,晴,11,新潟大賞典(G3),,芝2000,16,良,1:59.2,36.4-34.1,ユールシンギング,吉田隼人,[東]勢司和浩,マジェスティハーツ,レッドレイヴン
2014/05/11,2東京6,晴,11,NHKマイルC(G1),,芝1600,18,良,1:33.2,34.6-34.8,ミッキーアイル,浜中俊,[西]音無秀孝,タガノブルグ,キングズオブザサン
2014/05/11,3京都6,晴,11,鞍馬S(OP),,芝1200,18,良,1:07.1,34.1-33.0,ルナフォンターナ,北村友一,[西]池江泰寿,ウイングザムーン,ハノハノ
2014/05/10,2東京5,晴,11,プリンシパルS(OP),,芝2000,14,良,2:01.0,35.7-34.2,ベルキャニオン,戸崎圭太,[東]堀宣行,キネオペガサス,メイクアップ
2014/05/10,3京都5,晴,11,京都新聞杯(G2),,芝2200,18,良,2:11.0,34.1-36.2,ハギノハイブリッド,秋山真一,[西]松田国英,サウンズオブアース,ガリバルディ
2014/05/04,1新潟2,晴,11,谷川岳S(OP),,芝1600,16,良,1:35.2,37.4-32.8,サンレイレーザー,菱田裕二,[西]高橋義忠,サトノギャラント,シルクアーネスト
2014/05/04,2東京4,晴,11,スイートピーS(OP),,芝1800,16,良,1:47.3,36.4-34.5,シャイニーガール,田中勝春,[西]湯窪幸雄,ベッラレジーナ,ヘイジームーン
2014/05/04,3京都4,晴,11,天皇賞(春)(G1),,芝3200,18,良,3:15.1,36.9-34.8,フェノーメノ,蛯名正義,[東]戸田博文,ウインバリアシオン,ホッコーブレーヴ
