開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2014/12/28,4中山8,晴,9,ホープフルS(G2),,芝2000,17,良,2:01.9,36.2-35.9,シャイニングレイ,川田将雅,[西]高野友和,コメート,ブラックバゴ
2014/12/28,4中山8,晴,10,有馬記念(G1),,芝2500,16,良,2:35.3,31.1-34.6,ジェンティルドンナ,戸崎圭太,[西]石坂正,トゥザワールド,ゴールドシップ
2014/12/27,4中山7,晴,9,クリスマスローズS(OP),,芝1200,13,良,1:08.9,33.5-35.4,レンイングランド,松岡正海,[西]矢作芳人,モルジアナ,トロピカルガーデン
2014/12/27,5阪神7,曇,11,阪神C(G2),,芝1400,18,良,1:20.7,34.3-35.2,リアルインパクト,ビュイッ,[東]堀宣行,コパノリチャード,ダイワマッジョーレ
2014/12/21,4中山6,晴,11,ディセンバーS(OP),,芝1800,13,稍,1:48.2,35.7-35.3,レッドレイヴン,柴田善臣,[東]藤沢和雄,スピリタス,マックスドリーム
2014/12/21,5阪神6,晴,11,朝日フューチュリティ(G1),,芝1600,18,稍,1:35.9,34.9-36.1,ダノンプラチナ,蛯名正義,[東]国枝栄,アルマワイオリ,クラリティスカイ
2014/12/20,4中京5,雨,11,愛知杯(G3),,芝2000,18,重,2:04.4,37.3-36.1,ディアデラマドレ,藤岡康太,[西]角居勝彦,キャトルフィーユ,スイートサルサ
2014/12/20,5阪神5,雨,11,リゲルS(OP),,芝1600,9,不,1:36.8,36.3-36.6,アーデント,武豊,[東]加藤征弘,コスモソーンパーク,サクラアルディート
2014/12/14,5阪神4,晴,11,阪神ジュベナイルF(G1),,芝1600,18,良,1:34.4,35.0-35.2,ショウナンアデラ,蛯名正義,[東]二ノ宮敬,レッツゴードンキ,ココロノアイ
2014/12/13,4中山3,晴,11,ラピスラズリS(OP),,芝1200,16,良,1:08.3,33.9-34.4,プリンセスメモリー,後藤浩輝,[東]高橋義博,サクラゴスペル,セイコーライコウ
2014/12/13,5阪神3,晴,11,チャレンジC(G3),,芝1800,12,良,1:45.9,35.3-35.5,トーセンスターダム,武豊,[西]池江泰寿,デウスウルト,フルーキー
2014/12/07,4中山2,晴,11,ターコイズS(OP),,芝1600,14,良,1:33.7,35.4-35.0,ミナレット,石川裕紀,[東]大和田成,マーブルカテドラル,メイショウスザンナ
2014/12/07,5阪神2,晴,11,タンザナイトS(OP),,芝1400,11,良,1:21.7,35.4-34.6,サトノルパン,和田竜二,[西]村山明,ニシノビークイック,バクシンテイオー
2014/12/06,4中山1,晴,11,ステイヤーズS(G2),,芝3600,15,良,3:47.8,39.1-35.7,デスペラード,横山典弘,[西]安達昭夫,ファタモルガーナ,クリールカイザー
2014/12/06,4中京1,曇,11,金鯱賞(G2),,芝2000,17,良,1:58.8,35.7-35.4,ラストインパクト,川田将雅,[西]松田博資,サトノノブレス,エアソミュール
2014/11/30,5東京9,曇,9,キャピタルS(OP),,芝1600,16,良,1:33.6,35.5-34.8,シェルビー,武豊,[西]笹田和秀,ロサギガンティア,エールブリーズ
2014/11/30,5東京9,晴,11,ジャパンC(G1),,芝2400,18,良,2:23.1,36.0-35.2,エピファネイア,スミヨン,[西]角居勝彦,ジャスタウェイ,スピルバーグ
2014/11/30,5京都9,曇,12,京阪杯(G3),,芝1200,18,良,1:08.3,34.7-33.6,アンバルブライベン,田中健,[西]福島信晴,サドンストーム,サカジロロイヤル
2014/11/29,5京都8,晴,11,ラジオN杯京都2歳S(G3),,芝2000,8,稍,2:04.8,37.2-35.1,ベルラップ,ビュイッ,[西]須貝尚介,ダノンメジャー,シュヴァルグラン
2014/11/24,5東京7,晴,11,東京スポーツ杯2歳S(G3),,芝1800,13,良,1:47.9,35.4-34.9,サトノクラウン,ムーア,[東]堀宣行,アヴニールマルシェ,ソールインパクト
