開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2014/05/03,2東京3,晴,11,テレビ東京杯青葉賞(G2),,芝2400,18,良,2:26.5,35.8-34.8,ショウナンラグーン,吉田豊,[東]大久保洋,ワールドインパクト,ヤマノウィザード
2014/04/27,2東京2,晴,11,サンスポ賞フローラS(G2),,芝2000,18,良,2:00.0,36.4-35.5,サングレアル,岩田康誠,[西]松田博資,ブランネージュ,マイネオーラム
2014/04/27,3京都2,晴,11,読売マイラーズC(G2),,芝1600,16,良,1:31.4,34.9-33.6,ワールドエース,シュタル,[西]池江泰寿,フィエロ,エキストラエンド
2014/04/26,1福島5,晴,11,福島牝馬S(G3),,芝1800,16,良,1:47.0,35.5-35.2,ケイアイエレガント,吉田豊,[東]尾形充弘,キャトルフィーユ,フィロパトール
2014/04/26,2東京1,晴,11,メトロポリタンS(OP),,芝2400,11,良,2:25.2,36.4-35.0,ラブリーデイ,シュタル,[西]池江泰寿,プロモントーリオ,アドマイヤバラード
2014/04/26,3京都1,晴,10,橘S(OP),,芝1400,9,良,1:19.6,33.9-34.9,タガノブルグ,川田将雅,[西]鮫島一歩,キンシノキセキ,ラインスピリット
2014/04/20,3中山8,曇,11,皐月賞(G1),,芝2000,18,良,1:59.6,35.6-35.3,イスラボニータ,蛯名正義,[東]栗田博憲,トゥザワールド,ウインフルブルーム
2014/04/13,1福島2,晴,11,福島民報杯(OP),,芝2000,16,良,1:58.4,34.4-35.6,レッドレイヴン,柴田善臣,[東]藤沢和雄,ムーンリットレイク,ケイアイチョウサン
2014/04/13,3中山6,晴,11,春雷S(OP),,芝1200,15,良,1:07.9,33.1-34.8,アフォード,中舘英二,[西]北出成人,スギノエンデバー,プレイズエターナル
2014/04/13,2阪神6,曇,9,忘れな草賞(OP),,芝2000,9,良,2:00.9,35.6-35.5,ディルガ,浜中俊,[西]矢作芳人,タガノベルーガ,ヤマニンアリエッタ
2014/04/13,2阪神6,曇,10,大阪ーハンブルクC(OP),,芝2400,18,良,2:24.2,36.7-35.1,タニノエポレット,福永祐一,[西]村山明,マジェスティハーツ,バンデ
2014/04/13,2阪神6,曇,11,桜花賞(G1),,芝1600,18,良,1:33.3,33.8-36.3,ハープスター,川田将雅,[西]松田博資,レッドリヴェール,ヌーヴォレコルト
2014/04/12,3中山5,晴,11,ニュージーランドT(G2),,芝1600,15,良,1:33.3,34.0-35.7,ショウナンアチーヴ,後藤浩輝,[東]国枝栄,ショウナンワダチ,ベルルミエール
2014/04/12,2阪神5,晴,11,サンスポ杯阪神牝馬S(G2),,芝1400,13,良,1:20.3,34.0-34.8,スマートレイアー,武豊,[西]大久保龍,ウリウリ,ローブティサージュ
2014/04/06,3中山4,曇,11,ダービー卿チャレンジ(G3),,芝1600,16,稍,1:34.6,34.8-36.7,カレンブラックヒル,秋山真一,[西]平田修,カオスモス,インプロヴァイズ
2014/04/06,2阪神4,晴,10,マーガレットS(OP),,芝1400,13,良,1:22.0,34.4-36.1,ダンツキャンサー,藤田伸二,[西]谷潔,コウエイタケル,オメガヴェンデッタ
2014/04/06,2阪神4,晴,11,産経大阪杯(G2),,芝2000,8,良,2:00.3,36.6-36.3,キズナ,武豊,[西]佐々木晶,トウカイパラダイス,エピファネイア
2014/03/30,2中京6,曇,11,高松宮記念(G1),,芝1200,18,不,1:12.2,34.5-37.7,コパノリチャード,Ｍ．デム,[西]宮徹,スノードラゴン,ストレイトガール
2014/03/30,2阪神2,曇,11,六甲S(OP),,芝1600,18,重,1:35.9,35.4-36.6,フィエロ,藤岡佑介,[西]藤原英昭,ラトルスネーク,サトノギャラント
2014/03/29,3中山1,晴,11,日経賞(G2),,芝2500,15,良,2:34.4,31.8-34.7,ウインバリアシオン,岩田康誠,[西]松永昌博,ホッコーブレーヴ,ラストインパクト
