開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2014/11/23,5京都6,晴,11,マイルチャンピオンS(G1),,芝1600,17,良,1:31.5,33.7-34.8,ダノンシャーク,岩田康誠,[西]大久保龍,フィエロ,グランデッツァ
2014/11/22,5京都5,晴,11,アンドロメダS(OP),,芝2000,10,良,1:58.2,35.5-35.1,ダコール,福永祐一,[西]中竹和也,マックスドリーム,エックスマーク
2014/11/16,4福島4,曇,10,福島2歳S(OP),,芝1200,16,良,1:08.5,32.8-35.7,ペイシャオブロー,柴山雄一,[東]菅原泰夫,ヴァリアントアロー,アルマクレヨン
2014/11/16,4福島4,曇,11,福島記念(G3),,芝2000,16,良,1:58.1,34.8-34.7,ミトラ,バルザロ,[東]萩原清,フラアンジェリコ,メイショウナルト
2014/11/16,5東京4,晴,11,オーロC(OP),,芝1400,17,良,1:20.2,34.2-34.7,ダノンプログラマー,国分優作,[西]千田輝彦,カオスモス,サトノルパン
2014/11/16,5京都4,晴,11,エリザベス女王杯(G1),,芝2200,18,良,2:12.3,35.4-34.1,ラキシス,川田将雅,[西]角居勝彦,ヌーヴォレコルト,ディアデラマドレ
2014/11/15,5京都3,晴,11,デイリー杯2歳S(G2),,芝1600,9,良,1:35.1,36.0-34.0,タガノエスプレッソ,岩田康誠,[西]五十嵐忠,アッシュゴールド,ナヴィオン
2014/11/09,5東京2,曇,11,アルゼンチン共和国杯(G2),,芝2500,18,良,2:30.5,30.4-34.7,フェイムゲーム,北村宏司,[東]宗像義忠,クリールカイザー,スーパームーン
2014/11/09,5京都2,小雨,10,京洛S(OP),,芝1200,17,良,1:07.4,33.4-34.0,ワキノブレイブ,浜中俊,[西]清水久詞,アルマリンピア,サカジロロイヤル
2014/11/08,5東京1,曇,11,京王杯2歳S(G2),,芝1400,12,良,1:21.5,35.4-34.1,セカンドテーブル,戸崎圭太,[西]崎山博樹,サフィロス,ニシノラッシュ
2014/11/08,5京都1,晴,11,KBSファンタジーS(G3),,芝1400,14,良,1:21.7,35.3-34.4,クールホタルビ,小牧太,[西]清水久詞,ダノングラシアス,ウインソワレ
2014/11/02,4東京9,晴,11,天皇賞(秋)(G1),,芝2000,18,良,1:59.7,36.4-34.6,スピルバーグ,北村宏司,[東]藤沢和雄,ジェンティルドンナ,イスラボニータ
2014/11/02,4京都9,曇,11,カシオペアS(OP),,芝1800,15,良,1:47.4,35.8-34.1,ウインフルブルーム,池添謙一,[西]宮本博,アズマシャトル,マックスドリーム
2014/11/01,4東京8,小雨,11,アルテミスS(G3),,芝1600,17,稍,1:34.4,35.8-34.6,ココロノアイ,横山典弘,[東]尾関知人,レッツゴードンキ,トーセンラーク
2014/11/01,4京都8,曇,9,萩S(OP),,芝1800,6,良,1:47.6,35.9-34.8,エイシンライダー,ブドー,[西]沖芳夫,ポルトドートウィユ,グァンチャーレ
2014/11/01,4京都8,曇,11,毎日放送賞スワンS(G2),,芝1400,13,良,1:20.3,35.1-33.9,ミッキーアイル,浜中俊,[西]音無秀孝,サンライズメジャー,フィエロ
2014/10/26,4京都7,晴,11,菊花賞(G1),,芝3000,18,良,3:01.0,37.0-34.9,トーホウジャッカル,酒井学,[西]谷潔,サウンズオブアース,ゴールドアクター
2014/10/25,4東京6,晴,9,アイビーS(OP),,芝1800,8,良,1:47.1,35.0-35.2,コスモナインボール,柴田大知,[東]和田雄二,スワーヴジョージ,ロジチャリス
2014/10/25,4東京6,晴,11,富士S(G3),,芝1600,16,良,1:33.2,35.6-33.8,ステファノス,戸崎圭太,[西]藤原英昭,シャイニープリンス,レッドアリオン
2014/10/19,3福島2,晴,11,福島民友C(OP),,芝1200,16,良,1:07.1,33.8-33.3,アンバルブライベン,田中健,[西]福島信晴,ルチャドルアスール,スギノエンデバー
