開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2017/06/24,1函館3,晴,10,湯川特別(500万下),,芝2000,14,良,2:00.4,35.5-34.9,アドマイヤメテオ,藤岡康太,[西]須貝尚介,フォーラウェイ,ロードキング
2017/06/24,1函館3,晴,11,大沼S(OP),,ダ1700,14,良,1:42.8,28.4-37.4,テイエムジンソク,古川吉洋,[西]木原一良,ダノングッド,メイショウスミトモ
2017/06/24,1函館3,晴,12,長万部特別(500万下),,芝1200,9,良,1:08.9,35.1-33.8,ミスドバウィ,吉田隼人,[東]斎藤誠,ポップシンガー,コロラトゥーレ
2017/06/24,3東京7,晴,1,2歳未勝利,,芝1600,9,良,1:36.4,37.1-33.8,マイネルキャドー,柴田大知,[東]矢野英一,サトノオンリーワン,トーセンアンバー
2017/06/24,3東京7,晴,2,3歳未勝利,,ダ1600,16,良,1:38.0,35.4-37.5,パルナッソス,丸田恭介,[東]高橋文雅,ディアライゼ,オウケンスターダム
2017/06/24,3東京7,晴,3,3歳未勝利,,ダ1400,16,良,1:25.7,35.7-37.4,フレンドパリ,柴田善臣,[東]南田美知,ヌンジュリエット,マヤノオラティオ
2017/06/24,3東京7,晴,4,3歳未勝利,,芝2400,18,良,2:26.6,36.2-35.0,インペリアルフィズ,田辺裕信,[東]小島太,ルーラーキング,フレスコパスト
2017/06/24,3東京7,晴,5,2歳新馬,,芝1600,16,良,1:35.9,36.5-35.3,マイネルサイルーン,津村明秀,[東]清水英克,ミュージアムヒル,スピリットワンベル
2017/06/24,3東京7,晴,6,3歳未勝利,,ダ1300,16,良,1:19.0,30.1-36.9,カネトシユキミ,武藤雅,[東]水野貴広,ジッテ,ペラッチ
2017/06/24,3東京7,晴,7,3歳以上500万下,,ダ1600,16,良,1:36.8,35.0-37.0,ノーブルサンズ,田辺裕信,[東]田村康仁,モリトシラユリ,サクレディーヴァ
2017/06/24,3東京7,晴,8,東京ジャンプS(J.G3),,障3110,9,良,3:27.9,103.0-0.0,シンキングダンサー,金子光希,[東]武市康男,グッドスカイ,ビットアレグロ
2017/06/24,3東京7,晴,9,日野特別(500万下),,ダ1400,16,良,1:23.7,35.3-36.6,メイプルキング,戸崎圭太,[東]高市圭二,ウィズエモーション,ケンコンイッテキ
2017/06/24,3東京7,晴,10,八ヶ岳特別(1000万下),,芝1800,11,良,1:46.1,36.6-34.3,リカビトス,戸崎圭太,[東]奥村武,ゴールドエッセンス,アーバンキッド
2017/06/24,3東京7,晴,11,夏至S(1600万下),,ダ1600,16,良,1:35.5,35.0-36.3,ルールソヴァール,大野拓弥,[東]高木登,レッドゲルニカ,シュナウザー
2017/06/24,3東京7,曇,12,3歳以上500万下,,芝1400,16,良,1:21.8,36.7-33.5,ショウナンアンセム,戸崎圭太,[東]田中剛,プラトリーナ,スターオブペルシャ
2017/06/24,3阪神7,晴,1,2歳未勝利,,芝1600,8,良,1:35.9,36.6-34.5,バイオレントブロー,和田竜二,[西]佐々木晶,ディバインブリーズ,セイウンフォーカス
2017/06/24,3阪神7,晴,2,3歳未勝利,,ダ1800,16,稍,1:54.7,37.7-38.0,アスターストーリー,幸英明,[西]湯窪幸雄,タマモエルドラド,ウイングルイーズ
2017/06/24,3阪神7,晴,3,3歳未勝利,,ダ1400,16,稍,1:24.9,35.3-37.1,メイショウヴォルガ,武豊,[西]本田優,タカノイダテン,ヤマカツバーバラ
2017/06/24,3阪神7,晴,4,3歳未勝利,,ダ2000,16,稍,2:06.9,35.7-39.6,ヒルノアトラーニ,福永祐一,[西]昆貢,ハイクアウト,ワンダーラジャ
2017/06/24,3阪神7,晴,5,2歳新馬,,芝1200,9,良,1:10.9,35.6-35.3,イイコトズクシ,福永祐一,[西]音無秀孝,メルティキャンディ,ジュンドリーム
