開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2018/11/04,5東京2,曇,10,晩秋S(1600万下),,ダ2100,11,良,2:11.7,31.3-36.8,ホーリーブレイズ,高倉稜,[西]高柳大輔,サトノティターン,デザートスネーク
2018/11/04,5東京2,曇,11,アルゼンチン共和国杯(G2),,芝2500,12,良,2:33.7,30.8-33.3,パフォーマプロミス,オドノヒ,[西]藤原英昭,ムイトオブリガード,マコトガラハッド
2018/11/04,5東京2,曇,12,3歳以上1000万下,,ダ1400,14,良,1:24.7,35.8-36.8,レッドオーガー,木幡育也,[東]藤沢和雄,サムシングフレア,ハルクンノテソーロ
2018/11/04,5京都2,曇,1,2歳未勝利,,芝1200,14,良,1:10.0,35.2-34.8,モノディアロゴス,福永祐一,[西]松下武士,コハルビヨリ,メジャーハリケーン
2018/11/04,5京都2,曇,2,2歳未勝利,,芝1800,15,良,1:50.0,35.8-35.3,メイショウクライム,藤岡佑介,[西]高橋亮,カフジローズ,バンクショット
2018/11/04,5京都2,曇,3,2歳未勝利,,ダ1400,10,良,1:26.5,35.7-38.4,コパノマーティン,戸崎圭太,[西]村山明,キョウワドリヴン,マイネルプリサイス
2018/11/04,5京都2,曇,4,2歳新馬,,芝1600,18,良,1:35.8,35.4-34.8,サヴォワールエメ,Ｍ．デム,[西]友道康夫,ハナイロコマチ,ブランシェット
2018/11/04,5京都2,曇,5,2歳新馬,,芝2000,8,良,2:04.7,39.3-34.7,アルクス,ルメール,[西]池江泰寿,グリッサード,アールコンセンサス
2018/11/04,5京都2,曇,6,3歳以上500万下,,芝2000,14,良,2:01.2,36.3-35.4,ハイヒール,Ｃ．デム,[西]清水久詞,インターセクション,リリーモントルー
2018/11/04,5京都2,曇,7,3歳以上1000万下,,ダ1800,10,良,1:53.3,39.0-36.8,タガノヴェローナ,幸英明,[西]中村均,グアン,スペクター
2018/11/04,5京都2,曇,8,醍醐特別(1000万下),,芝1200,18,良,1:08.5,34.4-34.1,イエローマリンバ,幸英明,[西]河内洋,エンゲルヘン,カッパツハッチ
2018/11/04,5京都2,曇,9,清水S(1600万下),,芝1600,8,良,1:34.9,36.7-34.1,フローレスマジック,ルメール,[東]木村哲也,シャルルマーニュ,ロライマ
2018/11/04,5京都2,曇,10,JBCスプリント(G1),,ダ1200,16,良,1:10.4,33.7-36.7,グレイスフルリープ,ルメール,[西]橋口慎介,マテラスカイ,キタサンミカヅキ
2018/11/04,5京都2,晴,11,JBCクラシック(G1),,ダ1900,16,良,1:56.7,30.2-38.1,ケイティブレイブ,福永祐一,[西]杉山晴紀,オメガパフューム,サンライズソア
2018/11/04,5京都2,晴,12,JBCレディスクラシ(G1),,ダ1800,16,良,1:50.4,35.5-37.8,アンジュデジール,横山典弘,[西]昆貢,ラビットラン,ファッショニスタ
2018/11/03,3福島1,晴,1,2歳未勝利,,ダ1700,14,良,1:49.9,30.7-39.1,ラテリシウス,津村明秀,[東]高橋祥泰,ベルキューズ,ミラクルチューン
2018/11/03,3福島1,晴,2,2歳未勝利,,芝1200,16,良,1:09.2,34.3-34.9,ナタラディーヴァ,津村明秀,[東]武藤善則,ドゥシャンパーニュ,モズベイビー
2018/11/03,3福島1,晴,3,3歳以上500万下,,ダ1700,11,良,1:45.8,29.5-38.3,ライトオブピース,鮫島克駿,[西]佐々木晶,シュプリームゾーン,フクキタル
2018/11/03,3福島1,晴,4,障害3歳以上OP,,障3350,14,良,3:40.5,103.0-0.0,シングンマイケル,金子光希,[東]高市圭二,テイエムオペラドン,ユウキビバワンダー
2018/11/03,3福島1,晴,5,障害3歳以上未勝利,,障2750,11,良,3:01.9,105.1-0.0,シンボリダルク,浜野谷憲,[東]浅野洋一,シゲルジャンボイモ,コウユーヌレエフ
