開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2009/06/21,2福島2,曇,8,3歳以上500万下,,ダ1700,14,重,1:44.4,29.1-38.9,タマモスクワート,吉田隼人,[東]中川公成,マルタカラッキー,シルクエンデバー,3:３歳以上,740.0
2009/06/21,2福島2,曇,9,雄国沼特別(1000万下),,芝1800,10,重,1:49.2,35.9-36.9,ドリームトレジャー,武士沢友,[東]阿部新生,スズジュピター,カレイジャスミン,3:３歳以上,1480.0
2009/06/21,2福島2,曇,10,横手特別(1000万下),,ダ1700,15,重,1:43.5,29.2-36.8,トシナギサ,松岡正海,[西]音無秀孝,ディオスクロイ,アワーオアシス,3:３歳以上,1480.0
2009/06/21,2福島2,曇,11,福島テレビOP(OP),,芝1800,15,重,1:48.9,35.7-36.5,トーホウレーサー,柴山雄一,[西]川村禎彦,ショウワモダン,フォルテベリーニ,3:３歳以上,2300.0
2009/06/21,2福島2,曇,12,3歳以上500万下,,芝1200,16,重,1:10.7,34.0-36.7,ステラーホープ,柴田善臣,[東]本間忍,メイプルストリート,コスモジャイロ,3:３歳以上,740.0
2009/06/21,3阪神2,小雨,1,3歳未勝利,,ダ1200,16,重,1:12.2,35.5-36.7,サクラナスカ,幸英明,[西]羽月友彦,ビバエルフ,モア,2:３歳,500.0
2009/06/21,3阪神2,曇,2,3歳未勝利,,ダ1800,14,重,1:53.3,37.0-38.5,ウイニングショット,上村洋行,[西]昆貢,オデットシチー,カセドラルパレス,2:３歳,500.0
2009/06/21,3阪神2,曇,3,障害3歳以上OP,,障3110,14,稍,3:26.6,106.0-0.0,ドングラシアス,熊沢重文,[西]柴田政見,タマモヴィグラス,ワンダーハヤブサ,3:３歳以上,1500.0
2009/06/21,3阪神2,曇,4,2歳新馬,,芝1600,8,良,1:39.4,37.4-35.3,ダノンパッション,武豊,[西]池江泰郎,シャイン,ポートサンダー,1:２歳,700.0
2009/06/21,3阪神2,曇,5,3歳未勝利,,ダ1800,15,稍,1:52.8,36.6-38.2,バイオレントナイト,松山弘平,[西]池添兼雄,ゴーアップドラゴン,ハジメレンジャー,2:３歳,500.0
2009/06/21,3阪神2,曇,6,3歳未勝利,,芝1600,18,良,1:35.8,35.2-35.7,マイネルボーデン,和田竜二,[西]宮徹,ワールドロレックス,パラディーゾ,2:３歳,500.0
2009/06/21,3阪神2,曇,7,3歳以上500万下,,ダ1400,16,稍,1:23.9,34.4-37.5,メイショウセンゴク,幸英明,[西]武田博,キアーロ,イースタンリバー,3:３歳以上,740.0
2009/06/21,3阪神2,曇,8,舞子特別(500万下),,芝1400,18,良,1:22.6,34.7-35.8,トシザコジーン,安藤勝己,[西]鮫島一歩,アイスカービング,ナリタスレンダー,3:３歳以上,1050.0
2009/06/21,3阪神2,曇,9,三木特別(1000万下),,芝1800,10,良,1:46.0,35.1-35.2,シルポート,福永祐一,[西]西園正都,ロードアリエス,サザンギャラクシー,3:３歳以上,1480.0
2009/06/21,3阪神2,晴,10,マーメイドS(G3),,芝2000,16,良,2:00.2,35.7-35.7,コスモプラチナ,和田竜二,[西]宮徹,ニシノブルームーン,リトルアマポーラ,3:３歳以上,3900.0
2009/06/21,3阪神2,晴,11,3歳以上500万下,,ダ1800,16,稍,1:51.5,36.0-38.0,マイエンブレム,武豊,[西]笹田和秀,アドマイヤアゲイン,メイショウロッコー,3:３歳以上,740.0
2009/06/21,3阪神2,晴,12,3歳以上500万下,,ダ1200,16,稍,1:10.7,34.1-36.6,エーシンブイムード,安藤勝己,[西]野中賢二,ハードリレー,ディアアゲイン,3:３歳以上,740.0
2009/06/20,1札幌1,曇,1,3歳未勝利,,ダ1700,13,良,1:47.0,30.4-38.1,キララチュール,池添謙一,[西]西浦勝一,レッドストリング,ジュモー,2:３歳,500.0
2009/06/20,1札幌1,曇,2,3歳未勝利,,ダ1000,12,良,0:59.1,35.9-35.1,コパノチカチャン,津村明秀,[東]上原博之,ホワイトクルーザー,コスモラピド,2:３歳,500.0
2009/06/20,1札幌1,曇,3,3歳未勝利,,ダ1700,13,良,1:47.8,30.5-36.9,モリトキボウ,中舘英二,[東]水野貴広,キングオブヘイロー,マラード,2:３歳,500.0
