開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2009/05/02,3京都3,晴,8,あやめ賞(500万下),,芝1200,15,良,1:09.1,34.7-34.4,エイシンフェアリー,四位洋文,[西]坂口正則,チャームポット,アルテマイスター
2009/05/02,3京都3,晴,9,與杼特別(1000万下),,ダ1400,16,良,1:24.5,35.1-37.5,ゲットクール,鮫島良太,[西]鮫島一歩,テイエムフルパワー,ニットウサラン
2009/05/02,3京都3,晴,10,朱雀S(1600万下),,芝1600,18,良,1:33.3,35.2-34.4,スズカコーズウェイ,武豊,[西]橋田満,ダンツホウテイ,タマモナイスプレイ
2009/05/02,3京都3,晴,11,4歳以上1000万下,,ダ1900,14,良,1:59.4,29.6-38.0,モチ,池添謙一,[西]田中章博,ウエスタンシーザー,ホーマンラフィット
2009/05/02,3京都3,晴,12,4歳以上500万下,,芝1800,14,良,1:49.2,36.0-34.3,ナミダガキラリ,武豊,[西]荒川義之,エーシンコンファー,クリールトルネード
2009/04/26,1福島6,小雨,1,3歳未勝利,,ダ1150,16,不,1:09.2,31.6-37.6,オーミレイライン,太宰啓介,[西]田島良保,バルバロッサ,ミッキーシュタルク
2009/04/26,1福島6,小雨,2,3歳未勝利,,ダ1700,14,不,1:47.9,29.4-38.9,シンワノジョケツ,中舘英二,[東]田村康仁,ユキノクイーン,メジロマリアン
2009/04/26,1福島6,小雨,3,3歳未勝利,,芝1800,14,不,1:54.2,36.4-38.7,キアラ,嘉藤貴行,[東]高橋義博,ナンヨーガール,セカンドフラッシュ
2009/04/26,1福島6,小雨,4,3歳未勝利,,ダ1700,13,不,1:46.6,29.0-40.2,シルバービート,北村友一,[西]岡田稲男,セイカドルチェ,シゲルサヌキフジ
2009/04/26,1福島6,曇,5,3歳未勝利,,芝1200,16,不,1:12.9,35.1-37.8,ポルタノーヴァ,小野寺祐,[東]後藤由之,フライングビーン,オンワードラート
2009/04/26,1福島6,曇,6,3歳未勝利,,芝2000,15,不,2:07.1,35.0-40.0,ウインヴェロシティ,赤木高太,[西]池江泰郎,ディアチェンジ,ゴールドウェーヴ
2009/04/26,1福島6,曇,7,4歳以上500万下,,ダ1150,16,重,1:09.2,31.2-38.0,シンボリシュタルク,中舘英二,[東]菊川正達,レインボールシファ,キンシニューストン
2009/04/26,1福島6,曇,8,4歳以上500万下,,芝1200,16,重,1:11.7,34.9-36.8,ストラテジー,石橋脩,[西]中竹和也,ベストロケーション,ノーブルマン
2009/04/26,1福島6,曇,9,4歳以上500万下,,ダ1700,15,重,1:46.0,29.9-38.2,プレンティスピード,木幡初広,[東]佐々木亜,コアグリーン,トランプ
2009/04/26,1福島6,曇,10,燧ヶ岳特別(500万下),,芝2600,14,重,2:47.4,38.2-39.1,エアクラマン,大野拓弥,[東]田中清隆,メジロレディー,スマートファントム
2009/04/26,1福島6,曇,11,福島中央テレビ杯(1000万下),,芝1200,16,重,1:11.9,35.8-36.1,テイクザホーク,菊沢隆徳,[東]鈴木康弘,スマートエッジ,テイエムカゲムシャ
2009/04/26,1福島6,雨,12,浄土平特別(500万下),,芝1800,16,重,1:52.3,36.4-37.0,マイネルフェスタ,木幡初広,[東]稲葉隆一,セイカカリンバ,サバース
2009/04/26,2東京2,晴,1,3歳未勝利,,ダ1600,16,不,1:38.9,35.6-38.6,ユングフラウヨシコ,蛯名正義,[東]鹿戸雄一,ムーンライトソング,マルターズクリス
2009/04/26,2東京2,晴,2,3歳未勝利,,ダ1300,16,不,1:18.1,28.5-38.1,ダノンマイスター,武豊,[東]加藤征弘,アントルシャカトル,ギンザフロンティア
2009/04/26,2東京2,晴,3,3歳未勝利,,ダ2100,9,不,2:14.3,32.4-38.8,フナベンケイ,左海誠二,[東]高橋義博,ウォーエレファント,ベルウッドローツェ
