開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1975/10/19,4京都6,曇,8,4歳以上300万下,,ダ1900,16,重,2:02.4,,ファインテル,佐野清広,瀬戸口勉,ユウイチロー,トウフクドレーク
1975/10/19,4京都6,曇,9,京都新聞杯(菊花賞ト(OP),,芝2000,12,不,2:06.2,,コクサイプリンス,井高淳一,稗田敏男,ロングホーク,エビスフォーラン
1975/10/19,4京都6,晴,10,比叡S(900万下),,芝1600,10,不,1:38.5,,エナージスター,武邦彦,小野留嘉,マイシャドー,オートミオー
1975/10/19,4京都6,曇,11,4歳以上500万下,,ダ1800,14,重,1:55.1,,ホマレフォーレル,南井克巳,工藤嘉見,フロリダホープ,マサエイザン
1975/10/18,2福島5,曇,1,3歳未勝利,,芝1000,7,良,1:00.4,,カズマ,花松進,坂本栄三郎,アイノハヤテ,ダイシーザー
1975/10/18,2福島5,曇,2,3歳未勝利,,芝1000,8,良,59.5,,ミホテッシュウ,徳吉一己,佐藤正二,マサノファイター,エバーモア
1975/10/18,2福島5,曇,3,3歳新馬,,芝1000,7,良,59.3,,カバリササキ,関口健太郎,小西喜蔵,メイジトレバー,タニアキ
1975/10/18,2福島5,小雨,4,4歳以上300万下,,芝1800,9,良,1:50.5,,ユウゲキ,坂本恒三,飯塚好次,フクミツチカラ,ダービープリンセス
1975/10/18,2福島5,小雨,5,4歳以上300万下,,芝1700,10,良,1:44.4,,フクヤナギ,千田能照,元石正雄,ホクトスター,シッテングブルー
1975/10/18,2福島5,小雨,6,4歳以上300万下,,芝1700,10,良,1:44.5,,タニシオン,今村倭夫,成宮明光,トップジョー,エリーゼターフ
1975/10/18,2福島5,小雨,7,プラタナス賞(300万下),,芝1000,7,良,58.3,,スノーショット,清水美波,藤本冨良,ホクエイフブキ,アローエンゼル
1975/10/18,2福島5,小雨,8,飯坂特別(500万下),,芝1800,10,良,1:49.2,,ハーディスイフト,坂本恒三,柄崎義信,カミノチカラ,キシュウブルーム
1975/10/18,2福島5,雨,9,4歳以上300万下,,芝1800,8,良,1:51.7,,ドウカンボーイ,山田要一,小林勘治郎,ミスチロル,ケイシュウマーシカ
1975/10/18,5東京5,雨,1,3歳未勝利,,ダ1200,7,不,1:13.2,,ウエスタンレッド,大崎昭一,柴田寛,トピートウコウ,オキノウズシオ
1975/10/18,5東京5,雨,2,3歳新馬,,ダ1200,11,不,1:14.1,,アカネリンドウ,小林常泰,橋本輝雄,イナリコウハク,ジャンボキング
1975/10/18,5東京5,雨,3,3歳300万下,,ダ1200,8,不,1:14.2,,シズノスガタ,増田久,橋本輝雄,アッシュール,トモエチドリ
1975/10/18,5東京5,雨,4,4歳以上300万下,,ダ1400,8,不,1:27.0,,モアースポート,矢野照正,鈴木勝太郎,チヨダタモン,スイートビルガ
1975/10/18,5東京5,雨,5,4歳以上,,障2700,8,不,3:00.2,,バローネターフ,三浦春美,矢野進,メジロオーサカ,ヒロサンダー
1975/10/18,5東京5,雨,6,4歳以上500万下,,ダ1700,6,不,1:46.1,,フクワールド,出口明見,稗田敏男,ビバリーヒル,メジロハルナ
1975/10/18,5東京5,雨,7,津久井特別(300万下),,芝1800,12,不,1:54.1,,ヒサカタ,増田久,山岡,アカツキチカラ,モンマルローン
