開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2005/03/19,2中山7,晴,2,3歳未勝利,,ダ1800,15,良,1:58.0,38.9-40.5,ケイアイリヴァー,石橋脩,[東]秋山雅一,メジロバーミューズ,ミヤビキララ
2005/03/19,2中山7,晴,3,3歳未勝利,,ダ1200,16,良,1:13.6,34.2-39.4,トーセンマリノス,水出大介,[東]平井雄二,ミヤビパーフェクト,ケイアイマウント
2005/03/19,2中山7,晴,4,3歳未勝利,,ダ1800,15,良,1:57.0,37.4-40.1,マイネルアルクス,北村宏司,[東]藤沢和雄,レフォルマ,ゲットマイウェイ
2005/03/19,2中山7,晴,5,3歳未勝利,,芝1600,16,良,1:36.9,36.2-36.1,ダイワヴィヴィアン,田中勝春,[東]増沢末夫,トーセンビューティ,クイーンズルビー
2005/03/19,2中山7,晴,6,3歳新馬,,ダ1200,16,良,1:14.6,34.2-40.4,カラーガード,南田雅昭,[東]岩戸孝樹,リンクスクイン,オイワケシンドウ
2005/03/19,2中山7,晴,7,3歳500万下,,ダ1800,13,良,1:54.2,37.7-38.1,ブレイクオブドーン,蛯名正義,[東]藤原辰雄,ウルフボーイ,シュウザンイーグル
2005/03/19,2中山7,晴,8,4歳以上500万下,,ダ1200,16,良,1:12.3,34.4-37.9,ベガスナイト,柴田善臣,[東]加藤征弘,ダイワエスケープ,ミオラシオン
2005/03/19,2中山7,晴,9,館山特別(1000万下),,芝2000,15,良,1:59.4,35.8-35.4,シェイクマイハート,蛯名正義,[東]二ノ宮敬,トムディアマンテ,マイジョーカー
2005/03/19,2中山7,晴,10,アイルランド大統領賞(1600万下),,ダ1200,15,良,1:11.1,34.1-37.0,ケージーアジュデ,福永祐一,[西]梅内忍,ミリオンベル,ワイルドシャウト
2005/03/19,2中山7,晴,11,時事通信杯フラワーC(G3),,芝1800,14,良,1:49.0,37.4-34.6,シーザリオ,福永祐一,[西]角居勝彦,スルーレート,アルフォンシーヌ
2005/03/19,2中山7,晴,12,4歳以上500万下,,芝2000,16,良,2:02.7,36.8-35.1,シルクエフォート,横山典弘,[東]池上昌弘,ドリームパートナー,トウカイルックス
2005/03/19,1中京5,晴,1,3歳未勝利,,ダ1000,12,良,1:01.8,36.3-38.0,マッキーゴッテス,畑端省吾,[西]梅田康雄,ゴーストシチー,リッカドリムオ
2005/03/19,1中京5,晴,2,3歳未勝利,,ダ1700,12,良,1:48.2,30.0-38.6,ワイルドライフ,藤岡佑介,[西]坂口正大,シーキングダム,ジランドール
2005/03/19,1中京5,晴,3,3歳未勝利,,芝1200,16,良,1:10.6,34.4-36.2,コイセヨオトメ,柴山雄一,[西]古川平,コッパーフィールド,アースシャープ
2005/03/19,1中京5,晴,4,3歳未勝利,,芝2000,16,良,2:02.2,34.3-37.5,サンデープラチナム,鹿戸雄一,[東]藤沢和雄,ブロードキャスター,ランドフラッグ
2005/03/19,1中京5,晴,5,4歳以上500万下,,ダ1000,14,良,0:59.6,35.1-36.5,スペシャライズ,柴山雄一,[東]畠山吉宏,シアトルビューティ,モアマイガール
2005/03/19,1中京5,晴,6,4歳以上500万下,,ダ1700,14,良,1:47.5,29.4-38.6,ワンダーホープ,藤岡佑介,[西]梅内忍,ムソウジョー,メイショウハヤオウ
2005/03/19,1中京5,晴,7,4歳以上500万下,,ダ1000,13,良,0:59.6,35.0-36.5,ヤマノルドルフ,中舘英二,[東]相沢郁,ブルージェネラル,ライズサウンド
2005/03/19,1中京5,晴,8,4歳以上500万下,,ダ1700,13,良,1:48.1,30.1-37.5,カネスエスポワール,津村明秀,[東]根本康広,シークルーザー,メイショウフレンド
2005/03/19,1中京5,晴,9,4歳以上500万下,,ダ1700,15,良,1:47.3,30.6-38.3,クーフーリン,藤岡佑介,[西]加藤敬二,ロードブリット,エイシンテングサン
