開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2021/09/12,5中京2,曇,1,2歳未勝利,,ダ1400,12,良,1:24.6,35.2-37.5,レイワホマレ,松山弘平,[西]高柳大輔,タイセイフェイバー,アカノストロング
2021/09/12,5中京2,曇,2,2歳未勝利,,芝1400,15,良,1:21.4,34.0-35.6,デヴィルズマーブル,岩田望来,[西]斉藤崇史,ダノンアーリー,ゴーウィズフェイス
2021/09/12,5中京2,曇,3,2歳新馬,,ダ1800,11,良,1:52.9,37.4-38.3,アイスジャイアント,ルメール,[東]高柳瑞樹,ヘラルドバローズ,コノリー
2021/09/12,5中京2,曇,4,3歳以上1勝クラス,,ダ1200,12,良,1:10.6,34.3-36.3,カモントゥミー,富田暁,[西]牧田和弥,ランドボルケーノ,エナジーロッソ
2021/09/12,5中京2,曇,5,2歳新馬,,芝2000,5,良,2:02.3,38.2-34.4,ジャスティンパレス,ルメール,[西]杉山晴紀,アカデミー,ヴィクトールドパリ
2021/09/12,5中京2,曇,6,3歳以上1勝クラス,,ダ1400,16,良,1:23.7,34.3-37.5,ヴァーチャリティ,酒井学,[西]庄野靖志,ハートウォーミング,ダイヤレイジング
2021/09/12,5中京2,曇,7,3歳以上1勝クラス,,ダ1800,11,良,1:51.4,37.1-38.3,メイショウミカワ,武豊,[西]南井克巳,キースローガン,メイショウオキビ
2021/09/12,5中京2,小雨,8,3歳以上2勝クラス,,ダ1800,7,良,1:51.3,36.9-37.3,キムケンドリーム,小沢大仁,[西]西村真幸,ダンツチョイス,アドマイヤビーナス
2021/09/12,5中京2,小雨,9,長久手特別(2勝クラス),,芝2000,8,良,2:00.4,37.7-34.6,ロバートソンキー,福永祐一,[東]林徹,ノースザワールド,ホウオウエクレール
2021/09/12,5中京2,曇,10,浜松S(3勝クラス),,ダ1200,16,良,1:10.2,34.3-35.9,エンプティチェア,松山弘平,[西]音無秀孝,ミスズグランドオー,ボンボンショコラ
2021/09/12,5中京2,曇,11,産経賞セントウルS(G2),,芝1200,17,良,1:07.2,32.9-34.3,レシステンシア,ルメール,[西]松下武士,ピクシーナイト,クリノガウディー
2021/09/12,5中京2,曇,12,3歳以上1勝クラス,,芝1400,18,良,1:21.1,34.5-34.8,エルカスティージョ,Ｍ．デム,[西]斉藤崇史,ミッドサマーハウス,ジュノー
2021/09/11,4中山1,曇,1,障害3歳以上未勝利,,障2880,11,良,3:12.5,106.0-0.0,クラウンディバイダ,伴啓太,[東]天間昭一,テイエムディラン,ブルーノジュネス
2021/09/11,4中山1,曇,2,2歳未勝利,,芝1600,16,良,1:34.6,35.2-35.6,モンタナアゲート,津村明秀,[東]和田正一,サンクション,バオバブスピリット
2021/09/11,4中山1,曇,3,2歳未勝利,,ダ1800,16,稍,1:54.9,36.3-40.1,セイルオンセイラー,木幡巧也,[東]田中博康,セイカフォルゴーレ,ウィンターアゲイン
2021/09/11,4中山1,曇,4,2歳新馬,,ダ1200,15,稍,1:12.6,34.7-37.9,モナルヒ,ルメール,[西]小崎憲,アスターモノゴン,オードゥメール
2021/09/11,4中山1,曇,5,2歳新馬,,芝2000,12,良,2:04.2,38.0-34.5,オニャンコポン,菅原明良,[東]小島茂之,スリーエクスプレス,エンギダルマ
2021/09/11,4中山1,曇,6,3歳以上1勝クラス,,ダ1200,16,稍,1:11.1,33.8-37.3,クロノフルール,戸崎圭太,[東]高柳瑞樹,マリーアミノル,マイステージ
2021/09/11,4中山1,晴,7,3歳以上1勝クラス,,芝1800,13,良,1:46.6,36.3-34.3,アールバロン,三浦皇成,[東]伊藤大士,アンダープロット,サンズオブタイム
2021/09/11,4中山1,晴,8,3歳以上1勝クラス,,ダ1800,16,良,1:53.6,36.2-39.6,ホウオウセレシオン,ルメール,[東]奥村武,ヴィクトリーレーン,スズカキングボス
