開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2021/09/05,2札幌8,晴,5,3歳未勝利,,ダ1700,14,稍,1:46.3,30.4-38.4,シルミーヌ,丹内祐次,[東]田中剛,ラフルオリータ,ゼータ
2021/09/05,2札幌8,晴,6,3歳以上1勝クラス,,芝1200,16,稍,1:10.2,35.0-35.2,カシノフォワード,秋山稔樹,[東]蛯名利弘,マウンテンムスメ,レコレータ
2021/09/05,2札幌8,晴,7,3歳以上1勝クラス,,ダ1700,14,稍,1:45.3,29.9-38.4,エクレルシー,ルメール,[東]栗田徹,アミュリオン,ラルフ
2021/09/05,2札幌8,晴,8,3歳以上1勝クラス,,芝1800,14,稍,1:51.3,37.4-36.5,ペドラフォルカ,大野拓弥,[西]上村洋行,ミツルハピネス,タウゼントシェーン
2021/09/05,2札幌8,晴,9,3歳以上2勝クラス,,ダ1700,14,稍,1:45.6,30.3-37.7,スカーレットスカイ,国分恭介,[西]岡田稲男,コスモセイリュウ,ピクトルテソーロ
2021/09/05,2札幌8,晴,10,すずらん賞(OP),,芝1200,9,良,1:11.0,34.8-36.2,ヴィアドロローサ,ルメール,[東]加藤征弘,ポメランチェ,リトス
2021/09/05,2札幌8,晴,11,丹頂S(OP),,芝2600,10,良,2:44.3,38.3-36.2,カウディーリョ,大野拓弥,[東]堀宣行,ボスジラ,ゴースト
2021/09/05,2札幌8,晴,12,釧路湿原特別(2勝クラス),,芝2000,13,良,2:03.1,36.2-37.0,ミスミルドレッド,亀田温心,[東]小島茂之,プラチナトレジャー,モリノカンナチャン
2021/09/05,4新潟8,曇,1,2歳未勝利,,芝1200,17,良,1:10.7,34.9-35.8,ドリップ,小林脩斗,[東]稲垣幸雄,ディージェーサン,レッツリブオン
2021/09/05,4新潟8,曇,2,2歳未勝利,,芝2000,10,良,2:03.1,36.6-36.0,タミオスター,田辺裕信,[東]斎藤誠,エルゲルージ,モネータドーロ
2021/09/05,4新潟8,曇,3,3歳未勝利,,ダ1800,15,稍,1:53.5,35.3-39.6,テイエムアトム,丸田恭介,[東]石栗龍彦,アシュラム,セバスチャン
2021/09/05,4新潟8,曇,4,3歳未勝利,,芝2200,18,良,2:14.3,34.6-36.7,ボーンジーニアス,Ｍ．デム,[東]小西一男,マイネルグロン,ブルーローズシップ
2021/09/05,4新潟8,晴,5,2歳新馬,,芝1800,10,良,1:50.1,36.9-34.3,トーセンシュシュ,三浦皇成,[東]田村康仁,サトノアヴァロン,オンザロード
2021/09/05,4新潟8,晴,6,2歳新馬,,芝1400,18,良,1:24.0,34.7-37.2,カールスモーキー,永野猛蔵,[東]和田勇介,シェヴロンケリー,リアルジョージ
2021/09/05,4新潟8,晴,7,3歳未勝利,,ダ1200,15,良,1:10.6,34.0-36.6,マイヨアポア,小林脩斗,[東]和田正一,リネンデザイン,レーヴドモンド
2021/09/05,4新潟8,晴,8,3歳以上1勝クラス,,ダ1800,15,良,1:52.1,36.1-37.2,パワポケプリメーロ,木幡育也,[東]新開幸一,ウォーロード,シュルードアイズ
2021/09/05,4新潟8,晴,9,飯豊特別(2勝クラス),,芝1200,14,良,1:09.8,34.9-34.9,エムオーシャトル,木幡初也,[東]鹿戸雄一,アヴェラーレ,ダノンボヌール
2021/09/05,4新潟8,晴,10,両津湾特別(2勝クラス),,ダ1800,15,良,1:51.5,35.7-37.5,ゴールドレガシー,戸崎圭太,[西]平田修,ラブリーエンジェル,ベルジュネス
2021/09/05,4新潟8,晴,11,新潟記念(G3),,芝2000,17,良,1:58.4,35.3-34.4,マイネルファンロン,Ｍ．デム,[東]手塚貴久,トーセンスーリヤ,クラヴェル
2021/09/05,4新潟8,晴,12,雷光特別(1勝クラス),,芝1000,17,良,0:54.7,32.0-33.0,ニルカンタテソーロ,原優介,[東]小手川準,トミケンルーア,ストレガ
