開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1998/07/19,4阪神2,曇,8,4歳以上500万下,,ダ1400,15,良,1:25.6,36.3-37.1,オブラマエストラ,河内洋,[西]清水出美,ダッシュホーラー,サンアマツカゼ
1998/07/19,4阪神2,曇,9,香住特別(500万下),,芝2200,14,良,2:15.1,35.3-36.4,タイビート,飯田祐史,[西]吉岡八郎,ブレイブハンター,ステートフェロー
1998/07/19,4阪神2,雨,10,城崎特別(900万下),,芝1400,14,良,1:22.7,34.6-36.3,ゼンノモトーレ,土肥幸広,[西]島崎宏,マチカネエンムスビ,エルウェーサージュ
1998/07/19,4阪神2,曇,11,KBC杯(OP),,ダ1400,12,良,1:23.7,35.0-36.6,マコトライデン,福永祐一,[西]橋本寿正,センタームービング,レインボードリーム
1998/07/19,4阪神2,曇,12,4歳以上500万下,,ダ1800,13,良,1:53.5,37.0-38.2,ウイナーステイツ,高橋亮,[西]上田三千,レイホーテースト,メイショウワカシオ
1998/07/18,2函館3,曇,1,3歳未勝利,,ダ1000,10,良,1:01.3,35.8-37.4,アドマイヤゴールド,横山典弘,[西]荻野光男,ライセンスシチー,マイネルスペクター
1998/07/18,2函館3,曇,2,4歳未勝利,,ダ1000,10,良,1:01.9,36.0-38.1,スカボロフェア,田中勝春,[東]高市圭二,エッコ,アカバラジョウ
1998/07/18,2函館3,曇,3,4歳未勝利,,ダ1700,12,良,1:50.6,30.4-40.3,ステートリーシチー,加藤和宏,[東]田村康仁,トウショウティガー,エイユースナイパー
1998/07/18,2函館3,曇,4,4歳未勝利,,芝1800,14,良,1:51.4,37.0-35.3,ミスズシャルダン,横山典弘,[西]加藤敬二,ニッポーキャプテン,シルクガーランド
1998/07/18,2函館3,曇,5,3歳新馬,,芝1000,7,良,0:58.7,34.9-35.4,ラバーズミス,太宰啓介,[西]太宰義人,パーフェクトキス,ヤマトキャスト
1998/07/18,2函館3,晴,6,3歳新馬,,芝1200,9,良,1:12.0,34.9-37.1,マジックサークル,本田優,[西]斉藤義美,キングストリオ,フェスティブタイム
1998/07/18,2函館3,晴,7,4歳以上500万下,,ダ1700,13,良,1:48.6,31.0-39.4,ウォーターブランカ,本田優,[西]田所秀孝,アブクマライアン,テイエムラシアン
1998/07/18,2函館3,晴,8,4歳以上500万下,,芝1200,16,良,1:10.5,34.4-36.1,サンエムショウリ,小池隆生,[西]松田正弘,エアカボッション,ケイエスコート
1998/07/18,2函館3,晴,9,ラベンダー賞(OP),,芝1200,11,良,1:10.3,34.4-35.9,タヤスブルーム,松永幹夫,[西]山内研二,ガンバリーノ,アイアイロベルト
1998/07/18,2函館3,晴,10,八甲田山特別(500万下),,芝2600,11,良,2:44.3,39.2-36.4,ランドパワー,田島裕和,[西]福島勝,ボヘミアンチェリー,タイカラムーン
1998/07/18,2函館3,晴,11,津軽海峡特別(900万下),,ダ1700,13,良,1:46.8,30.2-37.9,シロヤマランディ,岡部幸雄,[東]藤沢和雄,アールニセイ,サンライトガッツ
1998/07/18,2函館3,晴,12,4歳以上500万下,,ダ1000,12,良,0:59.6,35.2-36.2,サザンカ,横山賀一,[東]奥平真治,シンコウカリビアン,タイキラビリンス
1998/07/18,2新潟1,晴,1,4歳未勝利,,ダ1000,12,良,1:01.3,36.5-37.0,シロヤマブレイズ,西田雄一,[東]小林常泰,エイシンコサージュ,レイクコロナ
1998/07/18,2新潟1,晴,2,4歳未勝利,,芝1200,15,良,1:09.3,34.2-35.1,ウメノバイブル,江田照男,[東]田子冬樹,アグネスボーイング,ダイワキュート
1998/07/18,2新潟1,晴,3,4歳未勝利,,ダ1700,11,良,1:49.3,31.4-39.0,ブライアンガール,蛯名正義,[西]中尾正,マイネリーベ,ケンセツクィーン
