開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
1976/02/01,2東京2,曇,5,5歳以上300万下,,障2820,8,良,3:08.2,,リバースポート,平井雄二,仲住達弥,マツノスガタ,メジロチクマ,4:４歳以上,700.0
1976/02/01,2東京2,曇,6,5歳以上600万下,,ダ1700,8,良,1:45.7,,ビバリーヒル,中島啓之,奥平真治,アヤグモ,ソーダライト,4:４歳以上,780.0
1976/02/01,2東京2,曇,7,アラブS(OP),,ダ1700,8,良,1:49.3,,アイノハヤテ,今村倭夫,成宮明光,エンザンオー,タイガーピット,3:３歳以上,560.0
1976/02/01,2東京2,曇,8,5歳以上,,ダ1600,10,良,1:38.7,,ニッショウ,飯島和美,田中朋次郎,カネオオエ,シカゴ,4:４歳以上,880.0
1976/02/01,2東京2,曇,9,節分賞(600万下),,ダ2100,12,良,2:13.0,,カミノミノル,田村正光,梶与四松,スズリュウマ,モンテダイオー,4:４歳以上,700.0
1976/02/01,2東京2,曇,10,うぐいす賞(300万下),,ダ1400,16,良,1:26.2,,ホクエイフブキ,柴田政人,久恒久夫,ヒダテスコ,サクラサンドア,2:３歳,500.0
1976/02/01,2東京2,曇,11,5歳以上300万下,,ダ1600,20,良,1:39.7,,エリモガーネット,加藤和宏,中尾銑治,ミノルトウコウ,シップウ,4:４歳以上,400.0
1976/02/01,1中京6,晴,1,4歳未勝利,,ダ1700,10,良,1:51.9,,ダイリンオーザ,中野栄治,野平好男,モリデンロック,イサミベビー,2:３歳,160.0
1976/02/01,1中京6,晴,2,4歳以上,,ダ1600,7,良,1:42.1,,ポットグリン,武田悟,夏村辰男,シンイチラッキー,ジーエムクイン,3:３歳以上,420.0
1976/02/01,1中京6,晴,3,4歳未勝利,,ダ1600,9,良,1:43.4,,ムーンエキスプレス,佐々木昭次,田中康三,キョウワタイショウ,ニホンピロバージ,2:３歳,210.0
1976/02/01,1中京6,晴,4,4歳未勝利,,ダ1600,9,良,1:43.1,,アシタカヤマ,矢野一博,尾形藤吉,イセオーカン,ヒノレンジャー,2:３歳,210.0
1976/02/01,1中京6,晴,5,4歳未勝利,,ダ1600,10,良,1:42.0,,ヤマニキング,佐々木晶三,中村武志,スズチドリ,タマウッド,2:３歳,210.0
1976/02/01,1中京6,晴,6,4歳短距離特別(300万下),,芝1000,15,良,0:57.7,,ユザワジョウ,小林常泰,田中和一郎,ラッキーバーバー,キヨワカタカ,2:３歳,500.0
1976/02/01,1中京6,晴,7,5歳以上300万下,,ダ1600,13,良,1:42.2,,イシノレイバン,小林常泰,勝又忠,デリーソブリンパス,セントスイン,4:４歳以上,400.0
1976/02/01,1中京6,晴,8,中日新聞杯(OP),,芝1800,11,良,1:48.3,,スリーヨーク,出口隆義,諏訪佐市,ケイリュウシンゲキ,エビスフォーラン,4:４歳以上,1500.0
1976/02/01,1中京6,晴,9,下呂特別(300万下),,ダ1600,9,良,1:41.0,,ニシヤマキング,河内洋,松元正雄,カクノヤシマ,シーベスト,4:４歳以上,540.0
1976/02/01,1中京6,晴,10,5歳以上600万下,,ダ1700,8,良,1:47.0,,バンブーロイヤル,河内洋,武田作十郎,グラモンテ,マルミアーダバン,4:４歳以上,520.0
1976/02/01,2京都2,晴,1,4歳未勝利,,ダ1400,8,良,1:29.2,,ヤマサンターセル,柴田光陽,清田十一,サントサ,エゾスズサン,2:３歳,210.0
1976/02/01,2京都2,晴,2,4歳未勝利,,ダ1700,8,良,1:49.6,,ノボルハッピー,新川恵,布施正,ファインカップ,オサイチプリンス,2:３歳,210.0
1976/02/01,2京都2,晴,3,4歳未勝利,,ダ1800,8,良,1:56.3,,ニホンピロエルザー,鹿戸幸治,小川佐助,ミスライモン,フロリーホープ,2:３歳,210.0
