開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1992/09/26,2函館7,曇,10,4歳以上500万下,,芝1800,12,重,1:55.2,35.6-41.1,ダイゴカメリア,南井克巳,[西]大沢真,ノースソロモン,ヤマショウラッキー
1992/09/26,4中山5,雨,1,3歳未勝利,,ダ1200,13,不,1:15.4,35.6-39.8,キングタートル,本間忍,[東]中野渡清,ガバナーファイター,セイユウダンディ
1992/09/26,4中山5,雨,2,3歳未勝利,,芝1200,8,稍,1:11.6,34.1-37.5,ミミオブラッキー,柴田政人,[東]西塚安夫,ホコタレディ,セントラルマドンナ
1992/09/26,4中山5,雨,3,4歳未勝利,,芝2000,10,稍,2:04.2,36.9-37.9,ダーリングエスパー,岡部幸雄,[東]内藤一雄,キョウエイグリント,ユーワバロン
1992/09/26,4中山5,曇,4,3歳新馬,,芝1600,10,稍,1:37.8,36.4-36.7,シュアリーウィン,小島貞博,[西]戸山為夫,ハヤチャンプ,ジングウグレイス
1992/09/26,4中山5,曇,5,障害4歳以上未勝利,,障2700,6,稍,3:02.3,109.0-0.0,タケリボン,水流添久,[東]平井雄二,マイネルアデル,ブリッジヘッド
1992/09/26,4中山5,曇,6,4歳未勝利,,ダ1800,8,不,1:58.7,38.5-41.2,グランレーブ,杉浦宏昭,[東]二本柳俊,キョウエイブリッジ,レインボーテンザン
1992/09/26,4中山5,曇,7,4歳未勝利,,芝2000,11,稍,2:03.5,37.0-37.6,タヤスロータリー,蛯名正義,[東]久保田敏,メジロオンタケ,セントカリム
1992/09/26,4中山5,曇,8,4歳以上500万下,,芝1200,13,稍,1:10.4,33.9-36.5,レディクロケット,大塚栄三,[東]八木沢勝,ミスダンネブロー,パリゼット
1992/09/26,4中山5,曇,9,芙蓉S(OP),,芝1600,9,稍,1:36.3,36.0-36.9,マリアキラメキ,吉沢宗一,[東]稗田研二,マイネルリマーク,ガレオン
1992/09/26,4中山5,曇,10,上総特別(900万下),,芝1200,13,稍,1:09.7,33.1-36.6,ワイエムタイホウ,武藤善則,[東]秋山史郎,ミスババロア,ユウキサンボーイ
1992/09/26,4中山5,曇,11,セプテンバーS(1500万下),,芝1800,14,稍,1:48.5,36.6-36.1,ゴールドストリート,大崎昭一,[西]橋口弘次,イブキリセス,キングオブトラック
1992/09/26,4中山5,曇,12,4歳以上500万下,,芝2200,12,稍,2:16.7,36.4-38.2,パーフュームソロン,水野貴広,[東]飯塚好次,トウショウジェラス,フェアリーズン
1992/09/26,4阪神5,晴,1,3歳未勝利,,ダ1400,8,稍,1:31.5,37.1-41.7,オンリーロンリー,中竹和也,[西]土門一美,ナラライジング,テスタロッサトップ
1992/09/26,4阪神5,晴,2,3歳未勝利,,ダ1200,7,稍,1:16.0,38.1-37.9,ショウザンダイヤ,上村洋行,[西]飯田明弘,スズカチャンプ,カツラギフラッシュ
1992/09/26,4阪神5,晴,3,4歳未勝利,,ダ1800,8,稍,1:58.6,37.5-41.0,ニシノアレッジ,河内洋,[西]長浜博之,ダイヤモンドリング,イブキオーロラ
1992/09/26,4阪神5,晴,4,4歳未勝利,,芝2200,8,良,2:20.2,38.4-37.3,ハヤテディマンシュ,岡潤一郎,[西]安藤正敏,ミスティーグリーン,ゴルデンイメージ
1992/09/26,4阪神5,晴,5,障害4歳以上未勝利,,障3000,6,良,3:20.8,106.0-0.0,フジノルパン,村山明,[西]伊藤修司,マチカネカゼソヨグ,カイソクロード
1992/09/26,4阪神5,晴,6,3歳新馬,,芝1400,9,良,1:26.3,35.1-39.4,リワードプランダー,岡潤一郎,[西]鶴留明雄,タイチェスナット,テイエムシンザン
1992/09/26,4阪神5,晴,7,4歳未勝利,,芝2200,8,良,2:22.4,39.9-37.4,ビワユウザン,岸滋彦,[西]野村彰彦,シービーランド,ウインメッセージ
