開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1992/12/27,5中山8,晴,1,3歳未勝利,,ダ1800,16,良,1:57.8,37.7-39.2,マルブツセカイオー,大崎昭一,[西]白井寿昭,ユージョウヒット,メジロデューラー
1992/12/27,5中山8,晴,2,3歳新馬,,ダ1200,16,良,1:15.1,35.3-39.8,ダイワマタドール,寺島祐治,[東]大久保勝,トモエアゼリア,ステージテンプター
1992/12/27,5中山8,晴,3,3歳新馬,,芝1600,16,良,1:37.0,35.6-36.9,ビクトリークエスト,水流添久,[東]平井雄二,ユーワクリーク,シービーソヴリン
1992/12/27,5中山8,晴,4,4歳以上500万下,,ダ1800,16,良,1:56.2,37.9-39.5,エーピースイート,中舘英二,[東]加藤修甫,トーアメルヘン,チャオバンビーナ
1992/12/27,5中山8,晴,5,グッドラックH(900万下),,芝2500,14,良,2:34.2,30.1-38.0,ダイワジェームス,大塚栄三,[東]秋山史郎,キヌノカガヤキ,ロクサーヌ
1992/12/27,5中山8,晴,6,ホープフルS(OP),,芝2000,7,良,2:02.3,36.0-35.2,ウイニングチケット,柴田政人,[西]伊藤雄二,マイヨジョンヌ,シュアリーウィン
1992/12/27,5中山8,晴,7,ジョッキーズG.P.(900万下),,芝1800,12,良,1:50.0,37.0-35.9,マルブツパワフル,田原成貴,[西]白井寿昭,スノートリリオ,ニフティダンサー
1992/12/27,5中山8,晴,8,’92フェアウェルS(1500万下),,芝2000,12,良,2:00.6,35.3-36.5,シンボリダンサー,蛯名正義,[東]畠山重則,シャンソニエール,マルブツサンキスト
1992/12/27,5中山8,晴,9,有馬記念(G1),,芝2500,16,良,2:33.5,30.8-37.3,メジロパーマー,山田泰誠,[西]大久保正,レガシーワールド,ナイスネイチャ
1992/12/27,5中山8,晴,10,4歳以上500万下,,ダ1200,16,良,1:13.3,34.8-38.5,メジロダイセン,横山賀一,[東]大久保洋,セントマグナム,メリーサンライズ
1992/12/27,5阪神8,晴,1,3歳未勝利,,ダ1800,15,良,1:57.0,38.3-38.9,クリスタルブラボー,猿橋重利,[西]高橋隆,キョウエイスパート,マルタカルーブル
1992/12/27,5阪神8,晴,2,3歳未勝利,,芝1200,15,良,1:13.4,35.4-38.0,ニホンピロローラン,上村洋行,[西]田中耕太,カガミアスカ,テルノアマゾン
1992/12/27,5阪神8,晴,3,3歳新馬,,芝2000,16,良,2:09.3,38.3-38.7,ヤマニンファントム,西浦勝一,[西]橋本寿正,チョウカイマドンナ,ランガリバー
1992/12/27,5阪神8,晴,4,4歳以上500万下,,ダ1800,10,良,1:53.8,37.4-38.2,グリーマン,菅谷正巳,[西]菅谷禎高,リュウフィニッシュ,アフロリュウース
1992/12/27,5阪神8,晴,5,障害4歳以上400万下,,障3000,9,良,3:19.5,106.0-0.0,ランドパーシァ,大森勇一,[西]福島勝,ビックフォルテ,ロングアタック
1992/12/27,5阪神8,晴,6,4歳以上500万下,,ダ1200,10,良,1:13.9,35.7-38.2,オスカーピーク,高橋康之,[西]鹿戸明,ヒラマツカゼ,ラッキーファルコン
1992/12/27,5阪神8,晴,7,4歳以上900万下,,芝1400,10,良,1:25.4,34.6-38.9,キクノミンストレル,岡潤一郎,[西]安藤正敏,フリークフィールド,テイールーパス
1992/12/27,5阪神8,晴,8,4歳以上900万下,,ダ1800,16,良,1:53.3,37.5-37.7,ロングタックル,角田晃一,[西]佐山優,モンド,マルブツミラクル
1992/12/27,5阪神8,晴,9,さざんか賞(500万下),,ダ1400,16,良,1:26.6,35.5-38.8,キョウエイヨシノ,田島裕和,[西]新井仁,セントミサイル,スギノキング
1992/12/27,5阪神8,曇,10,千種川特別(900万下),,芝2000,12,良,2:06.1,38.4-37.6,ツルマルテイオー,土肥幸広,[西]二分久男,マチカネツラヌキ,スピードグッド
