開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2012/03/10,2中山5,雨,3,3歳未勝利,,ダ1800,15,不,1:54.7,37.4-39.0,オータムカラー,蛯名正義,[東]小島茂之,クリティカルヒット,ディアスピリトゥス
2012/03/10,2中山5,雨,4,3歳新馬,,ダ1200,16,不,1:11.6,34.6-37.0,ナムラハヤテ,後藤浩輝,[西]牧浦充徳,デプロマトウショウ,オフショア
2012/03/10,2中山5,雨,5,3歳未勝利,,芝2000,16,不,2:10.0,37.3-38.9,ロジサンデー,内田博幸,[東]古賀慎明,ロンギングダンサー,ダイワアクシス
2012/03/10,2中山5,雨,6,3歳新馬,,ダ1800,16,不,1:57.3,39.3-38.4,グランラファル,後藤浩輝,[東]伊藤大士,サルゴン,ヴィガネッラ
2012/03/10,2中山5,雨,7,3歳500万下,,芝1200,16,不,1:12.8,34.8-38.0,マスイデア,江田照男,[東]中野栄治,ウィナーズマックス,サウスビクトル
2012/03/10,2中山5,雨,8,3歳500万下,,ダ1200,16,不,1:10.3,34.0-36.3,サトノインスパイア,岩田康誠,[西]村山明,カフェシュプリーム,ダブルスター
2012/03/10,2中山5,曇,9,館山特別(1000万下),,芝2000,9,不,2:08.9,38.5-37.6,アドマイヤラクティ,岩田康誠,[西]梅田智之,サトノエンペラー,ナンデヤネン
2012/03/10,2中山5,曇,10,サンシャインS(1600万下),,芝2500,13,不,2:41.4,31.2-38.4,エーシンミラージュ,岩田康誠,[西]坂口正則,セタガヤフラッグ,エナージバイオ
2012/03/10,2中山5,曇,11,アネモネS(OP),,芝1600,16,不,1:39.6,35.9-38.2,パララサルー,北村宏司,[東]国枝栄,マイネエポナ,クッカーニャ
2012/03/10,2中山5,曇,12,4歳以上500万下,,ダ1200,16,不,1:10.3,33.6-36.7,エイコオウイング,横山典弘,[東]天間昭一,デイブレイク,テンエイエスプリ
2012/03/10,1中京3,曇,1,3歳未勝利,,ダ1200,16,不,1:12.5,35.4-37.1,キタサンウンリュー,武幸四郎,[西]河内洋,クラウンカイザー,ドラゴンエッグ
2012/03/10,1中京3,曇,2,3歳未勝利,,ダ1800,16,不,1:54.9,37.2-38.2,アムールクエスト,北村友一,[西]佐藤正雄,トウカイマルシェ,キングスバーン
2012/03/10,1中京3,曇,3,3歳未勝利,,ダ1400,16,不,1:25.9,35.2-38.5,バルスピュール,大野拓弥,[東]菊川正達,パスパルトゥー,ヒシアート
2012/03/10,1中京3,曇,4,3歳未勝利,,芝1400,18,稍,1:25.8,35.6-37.4,ロマンスリップ,宮崎北斗,[西]牧浦充徳,テムジン,コンパティビリティ
2012/03/10,1中京3,曇,5,3歳未勝利,,芝2000,18,稍,2:06.7,37.4-36.3,カポーティスター,高倉稜,[西]矢作芳人,ハギノウィッシュ,ヘリオスフィア
2012/03/10,1中京3,曇,6,4歳以上500万下,,ダ1800,10,重,1:53.1,36.7-37.2,レジアーネ,四位洋文,[東]尾関知人,オーヴァージョイド,マイネルラピド
2012/03/10,1中京3,曇,7,4歳以上500万下,,ダ1400,15,重,1:24.1,35.1-37.0,スズカセクレターボ,藤岡康太,[西]橋田満,ラッシュザワーク,オリジン
2012/03/10,1中京3,曇,8,4歳以上500万下,,芝1400,18,良,1:23.9,35.0-36.5,ラストメッセージ,柴山雄一,[東]久保田貴,エトピリカ,クロンドローリエ
2012/03/10,1中京3,曇,9,4歳以上500万下,,ダ1800,12,重,1:52.8,36.6-38.1,レオネプチューン,村田一誠,[東]萱野浩二,シルクプラズマ,ナムラグーテン
2012/03/10,1中京3,晴,10,熊野特別(500万下),,芝2000,18,良,2:05.1,36.5-36.6,クイーンオリーブ,的場勇人,[東]牧光二,ゴールデングローブ,タガノイノセンス
