開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1992/11/14,5京都3,晴,3,3歳新馬,,芝1600,10,良,1:35.8,35.8-36.0,トーヨーリファール,松永昌博,[西]松永善晴,キングファラオ,インターマナスル
1992/11/14,5京都3,晴,4,4歳以上500万下,,芝1200,18,良,1:09.7,34.8-34.9,オースミゴールド,武豊,[西]中尾正,ホットショット,メイショウライジン
1992/11/14,5京都3,晴,5,障害4歳以上未勝利,,障3000,7,良,3:18.4,106.0-0.0,ロンググレート,北村卓士,[西]宇田明彦,ビックフォルテ,テイエムチカラ
1992/11/14,5京都3,晴,6,4歳以上500万下,,ダ1800,13,良,1:53.5,37.2-37.9,インターパワフル,岡潤一郎,[西]安藤正敏,ビコーライザン,チョウエツ
1992/11/14,5京都3,晴,7,4歳以上500万下,,芝1200,18,良,1:09.9,34.4-35.5,ニホンピロプリンス,本田優,[西]目野哲也,ネーハイエンペラー,タニノヒスイ
1992/11/14,5京都3,晴,8,4歳以上900万下,,ダ1800,10,良,1:55.0,38.6-36.0,ワイドイットウ,田原成貴,[西]吉永猛,インターエトワール,アイノエイション
1992/11/14,5京都3,晴,9,白菊賞(500万下),,芝1600,14,良,1:35.4,35.0-36.5,インターピレネー,岸滋彦,[西]坪憲章,ドミナスクリスタル,マルカカルメン
1992/11/14,5京都3,晴,10,高雄S(1500万下),,芝1200,14,良,1:09.1,33.9-35.2,トーワディステニー,岡潤一郎,[西]橋田満,アクションシーン,シーズアウーマン
1992/11/14,5京都3,晴,11,アンドロメダS(OP),,ダ1800,11,良,1:50.6,36.8-36.4,ミスタートウジン,村本善之,[西]福島信晴,コウエイダッシュ,アメリカンシチー
1992/11/14,5京都3,晴,12,4歳以上900万下,,芝1800,8,良,1:47.7,35.6-36.0,ヤマニンフォックス,山田和広,[西]坪正直,タマモベイジュ,メイショウレグナム
1992/11/08,3福島4,晴,1,3歳未勝利,,芝1200,10,良,1:13.7,35.1-38.6,ジョウテンダイヤ,谷中公一,[東]阿部新生,セイユウダンディ,ギャクテンランナー
1992/11/08,3福島4,晴,2,3歳新馬,,芝1200,10,良,1:12.3,34.2-38.1,ファイブヤシマ,横山義行,[東]和田正道,トウトフラッシュ,シンボリレンジャー
1992/11/08,3福島4,曇,3,4歳未勝利,,ダ1000,12,良,1:02.3,35.7-38.6,マウントダイナー,小野次郎,[東]中野隆良,ロングマサユメ,アイリスデイズ
1992/11/08,3福島4,曇,4,4歳未勝利,,芝1800,14,良,1:51.8,37.2-36.3,フェイヴァーワン,内山正博,[西]新川恵,シャーペンガール,キャスリーン
1992/11/08,3福島4,曇,5,4歳未勝利,,ダ1700,12,良,1:52.1,31.0-40.9,ハードタテヤマ,梅野信一,[西]安田伊佐,ヒミノダンディー,クインテセンス
1992/11/08,3福島4,曇,6,4歳未勝利,,芝2000,14,良,2:04.9,35.4-39.4,グラスライン,大西直宏,[東]矢野幸夫,オギスプレンダー,ギンジロウ
1992/11/08,3福島4,晴,7,4歳未勝利,,芝2000,14,良,2:04.5,35.5-37.2,ローズムーン,津曲幸夫,[東]田村駿仁,ダービージョイ,ユーモレスク
1992/11/08,3福島4,曇,8,4歳未勝利,,芝1800,14,良,1:52.4,36.7-38.0,カタトラバロン,吉沢宗一,[東]古山良司,アイエスタイガー,チアズセンチュリー
1992/11/08,3福島4,曇,9,原町特別(500万下),,ダ1700,10,良,1:50.3,30.1-41.6,モンド,柴田善臣,[西]荻野光男,スーパーギャラント,ボルチモアシチー
1992/11/08,3福島4,曇,10,奥只見特別(500万下),,芝2000,8,良,2:04.4,36.5-37.8,ナカハマフォード,小林淳一,[東]佐藤林次,ホクセイストーク,シュウザンアンバー
