開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1996/10/26,4新潟1,雨,1,3歳未勝利,,芝1600,15,不,1:38.9,35.6-37.7,フジヤマボーイ,田村真来,[東]内藤一雄,バリッドペニー,イイデヒーロー
1996/10/26,4新潟1,雨,2,4歳未勝利,,ダ1700,12,不,1:48.5,30.4-39.4,ダイワリズ,沢昭典,[東]尾形充弘,ロイヤルロマン,キシュウスパイシー
1996/10/26,4新潟1,小雨,3,4歳未勝利,,ダ1000,12,不,1:00.2,36.4-36.2,アイアムファースト,古川寛和,[東]二本柳俊,タイキジェネラル,フェアリーショール
1996/10/26,4新潟1,小雨,4,4歳未勝利,,ダ1200,12,不,1:13.8,35.5-38.3,オールマイティサン,小林淳一,[東]田村駿仁,ミステリーシップ,ミホグランプリ
1996/10/26,4新潟1,小雨,5,4歳未勝利,,芝2000,14,不,2:05.1,35.2-37.5,テークアフライト,原昌久,[東]畠山重則,スズノパール,カバリセリエ
1996/10/26,4新潟1,小雨,6,4歳未勝利,,ダ1700,12,不,1:50.1,30.8-40.2,ヤシマスキー,土谷智紀,[東]佐々木亜,サンピラー,セントエンパシー
1996/10/26,4新潟1,曇,7,4歳未勝利,,芝1600,15,不,1:36.9,36.2-35.9,ディキシーシー,菊地昇吾,[西]清水出美,ダイワオリジン,ヒハカイパーソナル
1996/10/26,4新潟1,曇,8,4歳未勝利,,芝2200,14,不,2:18.2,37.4-37.3,エルウェーウディー,菊地昇吾,[西]坪憲章,ポットベルーシー,マイネルトム
1996/10/26,4新潟1,曇,9,湯之谷特別(500万下),,ダ1200,12,不,1:12.8,34.5-38.3,スパイシーレディー,小野次郎,[東]中野隆良,クリヤーキング,ローレンシア
1996/10/26,4新潟1,曇,10,小千谷特別(500万下),,芝1200,14,不,1:10.6,34.7-35.9,リンガスドリーム,西田雄一,[東]谷原義明,メイショウオスカー,クレバーウーマン
1996/10/26,4新潟1,曇,11,浦佐特別(500万下),,芝2000,9,不,2:05.2,39.0-35.0,キクノビオレッテ,橋本広喜,[西]安藤正敏,ブランドペギー,メイリーバンブー
1996/10/26,4新潟1,曇,12,4歳未勝利,,芝1200,14,不,1:11.6,35.6-36.0,ダイセツランド,佐伯清久,[西]高橋成忠,ベイパンサー,エーピープリンス
1996/10/26,5東京7,晴,1,3歳未勝利,,ダ1400,8,良,1:27.8,36.8-37.9,エスパーダシチー,木幡初広,[東]嶋田功,サーストンチエ,マイネルユーベル
1996/10/26,5東京7,晴,2,3歳新馬,,ダ1400,8,良,1:27.6,35.0-40.1,フェイマスケイ,中舘英二,[東]嶋田潤,ダイワカオス,ムーンライトクイン
1996/10/26,5東京7,晴,3,3歳新馬,,ダ1400,9,良,1:26.9,34.9-39.7,トキオリアリティー,吉田豊,[東]古賀史生,スギノフェアリー,ルクソールクレン
1996/10/26,5東京7,晴,4,3歳新馬,,芝1400,13,良,1:23.5,35.0-36.4,スターマイサドル,柴田善臣,[東]清水利章,アイロニックマン,キョウエイスピーチ
1996/10/26,5東京7,曇,5,障害4歳以上未勝利,,障3100,5,良,3:32.7,108.0-0.0,スニークプレビュー,矢原洋一,[東]奥平真治,スーパーマロン,ブルートライアンフ
1996/10/26,5東京7,曇,6,4歳以上500万下,,ダ1600,11,良,1:38.7,36.0-38.1,マイファースト,田中勝春,[東]藤原辰雄,ハマノドルフィン,シークレットローズ
1996/10/26,5東京7,曇,7,4歳以上500万下,,ダ1400,14,良,1:25.4,35.9-37.2,ハートマン,加藤和宏,[東]南田美知,マイネルノルデン,ウォルトンエース
1996/10/26,5東京7,曇,8,4歳以上500万下,,芝1800,12,良,1:47.6,35.5-36.1,グリーンフォルス,村山明,[西]松元省一,タヤストップ,ムンテルゲニー
