開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1995/04/30,5京都4,曇,1,4歳未勝利,,ダ1800,13,重,1:53.1,37.0-37.7,ダイイチリュー,渡辺薫彦,[西]沖芳夫,ノースミラクル,エーケーアロング
1995/04/30,5京都4,曇,2,4歳未勝利,,ダ1400,14,重,1:25.6,35.2-38.1,メガミゲラン,内山正博,[西]小野幸治,コトニソロン,ヤマニンタンドゥル
1995/04/30,5京都4,曇,3,4歳未勝利,,ダ1400,15,重,1:25.4,35.8-37.2,レガシーブリット,田原成貴,[西]坂口正大,ナムラモンジロウ,エムアイブラン
1995/04/30,5京都4,曇,4,4歳未勝利,,ダ1800,14,重,1:52.9,36.8-37.4,アイシンミサイル,熊沢重文,[西]坂田正行,タニノゴーサイン,トウカイメルシー
1995/04/30,5京都4,曇,5,障害4歳以上未勝利,,障2910,12,稍,3:13.8,107.0-0.0,フジヤマダイセン,林満明,[西]坪憲章,サミットアロー,スギノキング
1995/04/30,5京都4,曇,6,4歳500万下,,ダ1800,8,稍,1:52.0,36.9-37.3,インタータイムリー,本田優,[西]星川薫,ゼニスブルー,ワールドハンサム
1995/04/30,5京都4,曇,7,4歳以上500万下,,ダ1200,16,稍,1:11.9,35.3-36.6,ロイヤルモナーク,石橋守,[西]梅田康雄,ダイハードローマン,ニシノフジミネ
1995/04/30,5京都4,曇,8,ムーニーバレーRC賞(500万下),,芝2000,11,良,2:01.3,36.6-36.3,サウンドバリヤー,河北通,[西]小野幸治,スターレセプション,テイエムストーン
1995/04/30,5京都4,曇,9,シドニーT(900万下),,芝1600,11,良,1:34.1,35.8-35.1,ファンドリリヴリア,村本善之,[西]高橋成忠,シャイニンレーサー,ツルマルテイオー
1995/04/30,5京都4,曇,10,メルボルンT(1500万下),,芝2400,9,良,2:26.2,35.5-34.8,ヴァルケイノウ,四位洋文,[西]田中章博,ハヤテディマンシュ,プレイリークイーン
1995/04/30,5京都4,曇,11,オーストラリアT(OP),,芝1800,11,良,1:46.7,36.2-34.2,ダンツシアトル,村本善之,[西]山内研二,アロートゥスズカ,ヤマニンバイタル
1995/04/30,5京都4,曇,12,4歳以上900万下,,ダ1200,14,稍,1:11.2,34.8-36.4,ビッグガビー,塩村克己,[西]中尾正,クニノサンキュー,タニノアトラテック
1995/04/29,1福島3,晴,1,4歳以上OP,,ダ1700,11,良,1:49.3,29.9-41.0,エスエムファイヤー,原田聖二,[西]福島信晴,ディレッタント,トーワホマレ
1995/04/29,1福島3,晴,2,4歳未出走,,芝1200,14,良,1:11.6,34.5-37.1,ギャロップイン,坂本勝美,[東]藤沢和雄,イブキピンクレディ,キャロルダンサー
1995/04/29,1福島3,晴,3,4歳未出走,,芝2000,14,良,2:03.9,36.5-37.3,スリリングアワー,佐藤哲三,[西]白井寿昭,エアフェニックス,バーテンダー
1995/04/29,1福島3,晴,4,4歳未勝利,,芝1200,14,良,1:10.3,34.4-35.9,アンバーユー,大西直宏,[東]田中清隆,ワンダーレジーナ,ブランドランセル
1995/04/29,1福島3,晴,5,4歳未勝利,,芝1800,14,良,1:52.2,36.6-38.1,イブキハイリーダー,小谷内秀,[西]高橋隆,タイビスマルク,ウェディングビュー
1995/04/29,1福島3,晴,6,4歳未勝利,,芝1800,14,良,1:52.0,36.0-38.4,ファストハーベスト,小林久晃,[東]高橋祥泰,ユーターン,ネフティス
1995/04/29,1福島3,晴,7,4歳未勝利,,芝2000,14,良,2:05.5,36.0-38.8,ナスケンパワー,酒井健二,[東]鈴木康弘,シンワティターン,ピカドール
1995/04/29,1福島3,晴,8,4歳以上500万下,,ダ1000,12,良,0:59.7,34.6-36.6,マチカネコンサート,佐藤哲三,[西]清水出美,マルモレディー,ホーリーパス
