開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2010/03/06,1阪神3,曇,7,3歳500万下,,ダ1800,15,不,1:52.6,37.3-38.2,ローレルレヴァータ,松山弘平,[西]加用正,アドマイヤプレミア,スーサンストリーム
2010/03/06,1阪神3,曇,8,4歳以上500万下,,ダ1200,16,不,1:11.4,34.5-36.9,ドキャーレ,小牧太,[西]大橋勇樹,キクノフレヴァン,グリッターアイス
2010/03/06,1阪神3,曇,9,丹波特別(1000万下),,芝1600,13,重,1:37.7,38.0-34.9,ハウオリ,武豊,[西]角居勝彦,アルーリングムーン,ショウリュウアクト
2010/03/06,1阪神3,曇,10,仁川S(OP),,ダ2000,13,不,2:04.8,36.2-36.9,モンテクリスエス,川田将雅,[西]松田国英,インバルコ,シビルウォー
2010/03/06,1阪神3,曇,11,チューリップ賞(G3),,芝1600,16,重,1:36.1,36.0-35.3,ショウリュウムーン,木村健,[西]佐々木晶,アパパネ,エーシンリターンズ
2010/03/06,1阪神3,曇,12,4歳以上1000万下,,ダ1800,14,不,1:52.2,38.3-37.0,ウィッシュビーワン,小牧太,[西]中竹和也,バトルブリンディス,キャプテンマジン
2010/02/28,2中山2,雨,1,3歳未勝利,,ダ1200,16,不,1:12.0,34.1-37.9,ニシノフェミニン,佐藤哲三,[東]尾形充弘,タンジブルアセット,センジンジョー
2010/02/28,2中山2,雨,2,3歳未勝利,,ダ1800,16,不,1:55.2,36.7-40.5,カトルズラパン,後藤浩輝,[東]杉浦宏昭,レッドガルーダ,ヤブサメ
2010/02/28,2中山2,雨,3,3歳未勝利,,ダ1800,15,不,1:55.2,37.4-39.5,アルジェンテウス,横山典弘,[東]堀宣行,ブラックバニヤン,ジンデンバルト
2010/02/28,2中山2,雨,4,3歳新馬,,ダ1200,15,不,1:13.5,35.1-38.4,トーセンチドリアシ,横山典弘,[東]鈴木康弘,セイウンスマイル,ユキノフジヤマ
2010/02/28,2中山2,雨,5,3歳未勝利,,芝2000,16,不,2:08.7,37.1-38.9,メジロムーア,松岡正海,[東]相沢郁,マイネルウーノ,マイネルグート
2010/02/28,2中山2,小雨,6,3歳500万下,,ダ1800,13,不,1:54.1,37.5-38.4,タイムカード,戸崎圭太,[東]清水英克,ガッツボーイ,アポロノサムライ
2010/02/28,2中山2,曇,7,3歳500万下,,芝1600,16,不,1:40.2,37.1-37.4,アンシェルブルー,内田博幸,[東]田中清隆,パーカッショニスト,オメガブルーライン
2010/02/28,2中山2,晴,8,4歳以上500万下,,芝2200,16,不,2:22.5,36.7-39.4,ビンテージチャート,戸崎圭太,[東]上原博之,レジームチェンジ,ネコパンチ
2010/02/28,2中山2,晴,9,潮来特別(1000万下),,芝2500,15,不,2:39.6,30.8-37.5,マゼラン,武豊,[西]角居勝彦,クロカンブッシュ,ジェイケイラン
2010/02/28,2中山2,晴,10,両国S(1600万下),,ダ1800,13,不,1:51.1,36.4-37.9,アルトップラン,武豊,[西]矢作芳人,スタッドジェルラン,エアマックール
2010/02/28,2中山2,晴,11,中山記念(G2),,芝1800,16,不,1:51.7,36.6-38.2,トーセンクラウン,江田照男,[東]菅原泰夫,テイエムアンコール,ショウワモダン
2010/02/28,2中山2,晴,12,4歳以上1000万下,,ダ1200,16,不,1:10.3,33.2-37.1,モアザンスマート,三浦皇成,[東]伊藤圭三,エビスオール,チャンピオンラブ
2010/02/28,1阪神2,晴,1,3歳未勝利,,ダ1200,16,重,1:12.8,35.1-37.7,ワイキキブリーズ,川島信二,[西]田島良保,アルーリングライフ,ベリーフ
2010/02/28,1阪神2,晴,2,3歳未勝利,,ダ1800,16,重,1:54.7,36.9-38.8,メイショウエバモア,池添謙一,[西]池添兼雄,ジョープライド,プリサイスドリーム
