開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2010/12/11,5中山3,晴,2,2歳未勝利,,ダ1800,16,良,1:57.4,37.7-38.1,アウトストラーダ,蛯名正義,[東]田村康仁,バトルヴァイヤマン,マイネルソラーナ,1:２歳,500.0
2010/12/11,5中山3,晴,3,2歳未勝利,,芝1800,16,良,1:50.1,36.5-35.7,ジャービス,横山典弘,[東]藤沢和雄,オールヴォアール,ツインエンジェルズ,1:２歳,500.0
2010/12/11,5中山3,晴,4,2歳新馬,,ダ1200,16,良,1:14.4,35.9-38.5,トーセンエトワール,内田博幸,[東]鈴木康弘,ニシノカーリー,ブラックオーキッド,1:２歳,700.0
2010/12/11,5中山3,晴,5,2歳新馬,,芝1600,15,良,1:36.7,36.2-36.1,ベリアル,柴山雄一,[東]斎藤誠,アサクサドラゴン,ルシエルクレール,1:２歳,700.0
2010/12/11,5中山3,晴,6,3歳以上500万下,,ダ1200,16,良,1:12.7,35.1-37.6,ゴールドバシリスク,柴田善臣,[東]古賀慎明,アドバンスピール,クルンプホルツ,3:３歳以上,740.0
2010/12/11,5中山3,晴,7,3歳以上1000万下,,ダ2400,11,良,2:36.2,37.6-39.0,レッドアイ,松岡正海,[西]安田隆行,ジーガートップ,アルファオリオン,3:３歳以上,1050.0
2010/12/11,5中山3,晴,8,3歳以上1000万下,,ダ1200,15,良,1:11.4,34.3-37.1,モアザンスマート,柴田善臣,[東]伊藤圭三,グローリールピナス,センジンジョー,3:３歳以上,1050.0
2010/12/11,5中山3,晴,9,ひいらぎ賞(500万下),,芝1600,16,良,1:35.2,35.5-35.8,フレンチカクタス,北村宏司,[東]大竹正博,デルマドゥルガー,ショウナンカライス,1:２歳,1000.0
2010/12/11,5中山3,晴,10,北総S(1600万下),,ダ1800,16,良,1:53.1,37.5-36.9,オウロプレット,木幡初広,[東]久保田貴,オメガファルコン,プレシャスジェムズ,3:３歳以上,1780.0
2010/12/11,5中山3,晴,11,ラピスラズリS(OP),,芝1200,14,良,1:07.3,33.2-34.1,ジョーカプチーノ,吉田豊,[西]中竹和也,ベストロケーション,メイビリーヴ,3:３歳以上,2200.0
2010/12/11,5中山3,晴,12,3歳以上1000万下,,芝2000,10,良,1:59.9,35.1-36.1,タカラサンデー,内田博幸,[東]国枝栄,ネコパンチ,アイアイレインボー,3:３歳以上,1050.0
2010/12/11,5阪神3,曇,1,2歳未勝利,,ダ1800,8,良,1:56.3,39.5-37.2,グランス,安藤勝己,[西]橋口弘次,カネトシリープイン,アースワンマンボ,1:２歳,500.0
2010/12/11,5阪神3,曇,2,2歳未勝利,,ダ1400,11,良,1:26.2,35.3-38.5,サーランスロット,藤田伸二,[西]松永幹夫,スーサングリーン,ブライ,1:２歳,500.0
2010/12/11,5阪神3,曇,3,2歳未勝利,,芝1600,16,良,1:36.4,36.5-34.6,ボウシュウローズ,安藤勝己,[西]須貝尚介,カルドブレッサ,サウンドボルケーノ,1:２歳,500.0
2010/12/11,5阪神3,曇,4,2歳未勝利,,芝1800,13,良,1:48.1,35.8-35.0,アドマイヤラクティ,岩田康誠,[西]梅田智之,スーサングレート,ファタモルガーナ,1:２歳,500.0
2010/12/11,5阪神3,曇,5,2歳新馬,,芝1600,10,良,1:36.8,36.8-34.5,マルセリーナ,安藤勝己,[西]松田博資,アイアムアクトレス,タマモマーブル,1:２歳,700.0
2010/12/11,5阪神3,曇,6,2歳500万下,,芝1400,14,良,1:21.9,34.9-35.3,エイシンオスマン,後藤浩輝,[西]松永昌博,シャイニーホーク,キョウワジャンヌ,1:２歳,700.0
2010/12/11,5阪神3,曇,7,3歳以上500万下,,ダ1400,16,良,1:25.4,35.4-37.7,ドクターラオウ,佐藤哲三,[西]西園正都,エアインシャラー,フローズンタイム,3:３歳以上,740.0
2010/12/11,5阪神3,小雨,8,三木ホースランドJS(OP),,障3900,10,良,4:23.7,107.0-0.0,ダノンバッカス,西谷誠,[西]小崎憲,マイネルアルセーヌ,ドングラシアス,3:３歳以上,1700.0
2010/12/11,5阪神3,小雨,9,境港特別(1000万下),,芝2200,10,良,2:14.9,37.7-34.7,キタサンアミーゴ,川田将雅,[西]松田博資,マイネルシュトルム,タニノエポレット,3:３歳以上,1480.0
