開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1982/05/02,1新潟4,曇,9,清津峡特別(800万下),,芝2000,10,重,2:04.2,,フジノブルース,増沢末夫,尾形盛次,トキノフオーラ,ランカスターロード
1982/05/02,1新潟4,曇,10,谷川岳S(OP),,芝1600,11,重,1:34.9,,タクラマカン,大崎昭一,松山康久,サニーシプレー,ミホバルカン
1982/05/02,1新潟4,曇,11,5歳以上400万下,,芝2000,12,重,2:05.3,,ヤマノドリーマー,大崎昭一,野元昭,カツシンザン,オキノサキガケ
1982/05/02,2東京4,曇,1,4歳未勝利,,ダ1600,13,良,1:39.1,,イエローソロナ,岡部幸雄,高橋英夫,フリートジュピター,ナカノエース
1982/05/02,2東京4,曇,2,4歳未勝利,,ダ1400,16,良,1:26.5,,シュンファースト,嶋田功,田中和一郎,ビゼンムラマサ,ミスユキフク
1982/05/02,2東京4,曇,3,4歳未勝利,,ダ1600,11,良,1:39.1,,ブルーサンシャイン,中野栄治,富田六郎,スズハーレー,ミヨシオー
1982/05/02,2東京4,晴,4,4歳400万下,,ダ1700,7,良,1:45.6,,ガーベラターフ,平目孝志,二本柳一馬,クリスタルバージ,ダイドウボーイ
1982/05/02,2東京4,曇,5,4歳400万下,,ダ1700,7,良,1:45.4,,ペテカリ,加藤和宏,二本柳俊夫,モダンシロー,ポアロ
1982/05/02,2東京4,曇,6,4歳未勝利,,ダ1600,11,良,1:39.9,,エクセルスワロー,柴田政人,石栗龍雄,コーウンタイセイ,マルゼンエース
1982/05/02,2東京4,曇,7,5歳以上800万下,,ダ1200,7,良,1:11.2,,スノートキング,嶋田功,藤本冨良,トーアリュウオー,シゲルジンデン
1982/05/02,2東京4,曇,8,5歳以上400万下,,ダ1400,9,良,1:26.1,,グロリアウエーブ,安田富男,加藤修甫,トリプルエル,ミヤコロリエ
1982/05/02,2東京4,曇,9,府中障害S(OP),,障3300,8,良,3:41.1,,クリーンファミリー,菅沼輝正,本郷重彦,サクラホッカイ,フィールドリック
1982/05/02,2東京4,曇,10,晩春特別(1300万下),,芝2400,9,良,2:27.7,,シルクリキオー,伊藤清章,伊藤修司,サクラオーセイ,グレートファミリー
1982/05/02,2東京4,曇,11,4歳牝馬特別(OP),,芝1800,17,良,1:50.3,,リーゼングロス,清水英次,新関力,ユーセコクイン,スイートヘッド
1982/05/02,2東京4,雨,12,5歳以上800万下,,ダ2100,11,良,2:10.9,,ハローゴージャス,蛯沢誠治,大和田稔,ビゼンオウリュウ,ダイシンナイト
1982/05/02,3京都4,雨,1,4歳以上,,ダ1700,5,不,1:47.7,,ヒミノタカ,東田幸男,松永善晴,スズカタケル,センシュウダンサー
1982/05/02,3京都4,雨,2,4歳未勝利,,ダ1700,12,不,1:46.5,,キャンプローズ,武邦彦,工藤嘉見,ダイナサッシュ,アローコロネット
1982/05/02,3京都4,雨,3,4歳未勝利,,芝1200,11,不,1:12.1,,ソアラエース,飯田明弘,小林勘治郎,フジヤマレディー,ミズホナギサ
1982/05/02,3京都4,雨,4,4歳未勝利,,芝1200,12,不,1:12.3,,オテロ,田原成貴,谷栄次郎,センシューブリニス,キンセンマリー
1982/05/02,3京都4,曇,5,5歳以上未勝利,,障3000,12,不,3:27.3,,ミヤジヒロー,古小路重男,夏村辰男,エスティタロー,ツキムーン
