開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1990/08/04,1函館1,晴,8,陸奥湾特別(500万下),,ダ1700,12,良,1:49.0,29.8-41.2,ハグミートウショウ,柴田政人,[東]高松邦男,エドノアラシ,クリスホマレ
1990/08/04,1函館1,晴,9,津軽海峡特別(900万下),,芝1200,7,良,1:09.2,33.8-35.4,トウホーサリー,松永幹夫,[西]山本正司,ミスシリネラ,ナイキアロー
1990/08/04,1函館1,晴,10,4歳以上500万下,,芝1800,10,良,1:48.4,35.7-36.0,フォーティマイルズ,柴田政人,[東]矢野進,ティランナ,ヌエボトウショウ
1990/08/04,1新潟7,晴,1,3歳未勝利,,芝1200,9,良,1:12.5,35.1-37.4,クインドマーニ,増沢末夫,[東]嶋田潤,エイコーパシオン,ハナリュウセイ
1990/08/04,1新潟7,晴,2,4歳未勝利,,ダ1700,9,良,1:52.6,31.1-43.0,ユーワラムジェット,星野忍,[東]佐々木亜,タマフル,イチキョウメガミ
1990/08/04,1新潟7,晴,3,4歳未勝利,,ダ1700,10,良,1:52.1,31.4-41.7,マルサンリード,伊藤栄,[東]中村広,ユーワアトラス,オンワードコイン
1990/08/04,1新潟7,晴,4,3歳新馬,,芝1200,10,良,1:10.2,34.0-36.2,ランニングサン,菅原泰夫,[東]本郷一彦,セイント,マイネルゲビン
1990/08/04,1新潟7,晴,5,障害4歳以上400万下,,障2800,5,良,3:05.4,106.0-0.0,コックロビン,大江原哲,[東]奥平真治,リビングストン,ストロングフォモサ
1990/08/04,1新潟7,晴,6,4歳未勝利,,芝1200,18,良,1:10.4,34.3-36.1,クラシックダンサー,蛯名正義,[東]高橋祥泰,グリーンコメット,ブランドコロナ
1990/08/04,1新潟7,晴,7,4歳未勝利,,芝2000,11,良,2:03.3,37.4-37.2,オンワードナレル,寺島祐治,[東]沢峰次,ダーツ,ジャックダイオー
1990/08/04,1新潟7,晴,8,4歳以上500万下,,芝1600,15,良,1:35.0,33.5-37.6,ハイアロー,寺島祐治,[東]佐藤全弘,モガミノルウェー,マイフェイバリット
1990/08/04,1新潟7,晴,9,出雲崎特別(500万下),,ダ1200,12,良,1:13.2,33.9-39.3,ニフティニース,竹原啓二,[東]松山康久,イヨコマチ,ヘイアンブレベスト
1990/08/04,1新潟7,晴,10,笹山特別(500万下),,芝1800,10,良,1:49.4,35.8-37.2,レッドペリオン,菅原泰夫,[東]飯塚好次,カシマライコー,チヨノタカラ
1990/08/04,1新潟7,晴,11,五頭連峰特別(900万下),,芝1200,8,良,1:08.6,33.2-35.4,アヤノロマン,原昌久,[東]鈴木清,サンシャインレット,マドモアゼルナワ
1990/08/04,1新潟7,晴,12,4歳以上500万下,,芝2200,10,良,2:14.8,34.8-38.0,カムイサンダー,中舘英二,[東]加藤修甫,トモエアレックス,メガスター
1990/08/04,2小倉7,晴,1,3歳未勝利,,ダ1000,9,良,1:04.1,37.5-39.2,タニビックガール,蛯名信広,[東]西塚十勝,デーエスセンジュウ,カルストンマジック
1990/08/04,2小倉7,晴,2,4歳未勝利,,芝2000,10,良,2:03.7,36.6-36.7,サンルーブル,安田隆行,[西]田中良平,エンパイアサン,ホクエツスイート
1990/08/04,2小倉7,晴,3,4歳未勝利,,芝1800,10,良,1:51.0,38.0-36.3,ファンドリワイス,南井克巳,[西]岩元市三,アルバーレディ,タマモエルフ
1990/08/04,2小倉7,晴,4,4歳未勝利,,芝1200,13,良,1:10.5,33.5-37.0,オースミナイト,上野清章,[西]崎山博樹,マルカリバー,ワンダーブレビット
1990/08/04,2小倉7,晴,5,障害4歳以上400万下,,障2950,7,良,3:14.2,104.0-0.0,ピアドール,熊沢重文,[西]内藤繁春,フレッシュナムラ,ナカトップマーチ
