開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1990/04/22,1福島2,小雨,11,やまびこS(OP),,芝1800,12,稍,1:50.6,34.8-38.6,カッスルキング,柴崎勇,[東]野平富久,レディゴシップ,スイートダイアナ
1990/04/22,1福島2,小雨,12,4歳以上500万下,,芝1200,14,稍,1:12.2,34.8-37.4,スペインランド,久保田敏,[西]高橋成忠,シゲルモンテ,ジョーオビト
1990/04/22,2東京2,曇,1,4歳未勝利,,ダ1200,11,不,1:13.7,35.9-37.8,セントサクソン,菅原泰夫,[東]嶋田潤,スティールプライド,モガミスーダン
1990/04/22,2東京2,曇,2,4歳未勝利,,ダ1600,12,不,1:38.8,35.0-38.9,アインマール,菅原泰夫,[東]本郷一彦,ディープポケット,サファリフブキ
1990/04/22,2東京2,曇,3,4歳未勝利,,芝1800,13,不,1:52.7,36.8-37.7,コクサイホープ,岡部幸雄,[東]西塚安夫,ツジノコイン,アトリー
1990/04/22,2東京2,曇,4,4歳未勝利,,芝1400,13,不,1:25.9,35.3-38.7,フラワーアモン,中舘英二,[東]松山吉三,スワローロック,タイフウゼット
1990/04/22,2東京2,曇,5,障害4歳以上400万下,,障3100,9,不,3:35.8,114.0-0.0,オンワードネバダ,成田均,[東]二本柳俊,ウインプレジデント,コクサイブライト
1990/04/22,2東京2,小雨,6,4歳500万下,,芝1600,7,重,1:37.5,35.2-37.7,ユーワゴッド,岡部幸雄,[東]藤原敏文,ユースフルトライ,アンダースタディ
1990/04/22,2東京2,小雨,7,4歳500万下,,ダ1400,7,重,1:24.0,35.3-36.7,レオシャトル,江田照男,[東]田子冬樹,ミュージックタイム,マルゴスイング
1990/04/22,2東京2,小雨,8,4歳以上500万下,,芝2200,13,重,2:16.9,36.9-36.7,エリジアム,横山典弘,[東]古賀史生,メイクセンス,チョウカイビート
1990/04/22,2東京2,小雨,9,金峰山特別(900万下),,芝1600,9,重,1:36.8,36.1-36.3,セントビッド,的場均,[東]飯塚好次,パワーウイナー,ドロテアス
1990/04/22,2東京2,小雨,10,晩春S(1500万下),,芝1800,12,重,1:50.8,36.5-37.2,シローメリー,佐藤照雄,[東]田中和夫,タブロバーネ,ビューチフルロマン
1990/04/22,2東京2,小雨,11,京王杯スプリングC(G2),,芝1400,18,重,1:23.3,34.1-37.5,シンウインド,南井克巳,[西]二分久男,コガネターボ,アドバンスモア
1990/04/22,2東京2,小雨,12,4歳以上500万下,,芝2200,14,不,2:19.1,36.5-38.6,テネシーモーリー,横田雅博,[東]秋山史郎,ツクバエース,アフターサイレンス
1990/04/22,2京都2,曇,1,4歳未勝利,,ダ1800,15,良,1:55.7,37.5-40.1,ヤマニンシールド,安田隆行,[西]沖芳夫,アンクラウディー,エスジーラッシュ
1990/04/22,2京都2,曇,2,4歳未勝利,,ダ1400,16,良,1:26.6,34.3-40.2,ダイタクアルテミス,岸滋彦,[西]梅田康雄,ホクセイトム,ニホンピロフラワー
1990/04/22,2京都2,曇,3,4歳未勝利,,芝2000,16,良,2:06.0,36.1-39.3,エイワイジー,岡潤一郎,[西]安藤正敏,エリモフェロー,グランドルーブル
1990/04/22,2京都2,曇,4,4歳未勝利,,芝1600,13,良,1:37.4,35.2-38.7,マチカネアマツカゼ,千田輝彦,[西]伊藤雄二,タイトップガン,ダイコウキ
1990/04/22,2京都2,曇,5,障害4歳以上未勝利,,障3000,13,良,3:21.4,107.0-0.0,マルカレットボーイ,熊沢重文,[西]内藤繁春,アツムテキ,ナカトップマーチ
1990/04/22,2京都2,曇,6,4歳未勝利,,芝1600,14,良,1:37.8,35.7-37.4,インターダイレクト,田島良保,[西]福島勝,ロングファイター,ダイタクデパーテル
