開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
1994/03/19,1中京7,晴,8,4歳以上500万下,,ダ1700,13,良,1:47.9,30.4-38.7,サンエムスイセイ,田原成貴,[西]松田正弘,ザオーセイシュン,ヤマフエスパシオン,3:３歳以上,730.0
1994/03/19,1中京7,晴,9,沈丁花賞(500万下),,芝1800,16,良,1:51.5,36.9-36.6,シュラインロード,南井克巳,[西]瀬戸口勉,ワンダフルタイム,ヤエノリネカー,2:３歳,930.0
1994/03/19,1中京7,晴,10,熱田特別(900万下),,芝2000,10,良,2:05.2,38.2-35.0,チアズセンチュリー,武豊,[西]小林稔,スプリングバンブー,ファンタジースズカ,3:３歳以上,1370.0
1994/03/19,1中京7,晴,11,コーラルS(OP),,芝1200,15,良,1:09.5,33.5-36.0,ユキミザケ,上籠勝仁,[西]星川薫,ビコーアルファー,ヤマニンミラクル,3:３歳以上,2300.0
1994/03/19,1中京7,晴,12,4歳以上900万下,,ダ1600,14,良,1:40.9,36.8-39.4,ラックダイヤモンド,上村洋行,[西]柳田次男,エイシンマーチン,エイシンライトオー,3:３歳以上,1000.0
1994/03/19,2小倉7,晴,1,4歳未出走,,芝1200,12,良,1:10.9,34.4-36.5,アンデントルート,上野清章,[西]武田博,テクノクラシー,ミルフォードケント,2:３歳,500.0
1994/03/19,2小倉7,晴,2,4歳未勝利,,ダ1000,12,良,1:02.0,36.4-37.9,ドンペリピンク,小林久晃,[東]高橋英夫,ヌーベルヨーロッパ,レッドデュー,2:３歳,500.0
1994/03/19,2小倉7,晴,3,4歳未勝利,,芝2000,16,良,2:05.1,35.3-39.2,スイートタイム,津曲幸夫,[東]田村駿仁,カルラ,セイカブリスク,2:３歳,500.0
1994/03/19,2小倉7,晴,4,4歳以上500万下,,ダ1700,10,良,1:50.2,30.3-40.4,キョウワジュエリー,佐藤哲三,[西]吉岡八郎,ハクアイジョオー,ワカペルセ,3:３歳以上,730.0
1994/03/19,2小倉7,晴,5,4歳以上500万下,,芝2600,14,良,2:43.9,36.8-38.0,キョウエイグリント,中野栄治,[東]尾形盛次,ヤマニンマーク,タマモグラントム,3:３歳以上,730.0
1994/03/19,2小倉7,晴,6,4歳以上500万下,,ダ1000,12,良,1:01.2,36.4-36.9,ヒロホルダー,藤井正輝,[東]鈴木勝美,アマミハリケーン,タハラマドンナ,3:３歳以上,730.0
1994/03/19,2小倉7,晴,7,4歳以上500万下,,芝1800,14,良,1:50.4,36.4-36.7,ノーザンスクリーン,芹沢純一,[西]中村均,ウメノレインボー,インターミリタント,3:３歳以上,730.0
1994/03/19,2小倉7,晴,8,4歳以上500万下,,ダ1700,13,良,1:49.8,31.0-39.9,フジノスクリーン,小原義之,[西]小原伊佐,ハードタテヤマ,シアトルダンディー,3:３歳以上,730.0
1994/03/19,2小倉7,晴,9,アラブスプリントS(OP),,芝1200,14,良,1:11.4,35.1-36.3,マリンワン,角田晃一,[西]渡辺栄,リマーカブル,マッケンドリーム,3:３歳以上,1550.0
1994/03/19,2小倉7,晴,10,フリージア賞(500万下),,芝2000,15,良,2:04.2,35.8-38.1,バンブーフェリーニ,小谷内秀,[西]田島良保,ゴーゴーゼット,プリママテリア,2:３歳,930.0
1994/03/19,2小倉7,晴,11,日豊特別(900万下),,芝1800,11,良,1:50.0,36.1-37.4,ネーハイエンペラー,芹沢純一,[西]新川恵,スナークミラクル,シンムーンライト,3:３歳以上,1370.0
1994/03/19,2小倉7,晴,12,4歳以上500万下,,芝1800,14,良,1:52.6,37.3-37.9,ダイイチヨシノ,橋本美純,[西]松田博資,ワンダーワイル,ヒノデクロスオー,3:３歳以上,730.0
1994/03/13,2中山6,曇,1,4歳未勝利,,ダ1800,16,稍,1:57.0,37.0-41.6,デンマークシチー,橋本広喜,[東]蛯名信広,マルスパーク,サウスピアリス,2:３歳,500.0
1994/03/13,2中山6,曇,2,4歳未勝利,,ダ1200,16,稍,1:12.8,34.5-38.3,カネツクロス,柴田政人,[東]西塚安夫,ピュアローズ,エニータイム,2:３歳,500.0
1994/03/13,2中山6,曇,3,4歳未勝利,,ダ1800,16,稍,1:55.0,38.4-39.1,サイキョウ,柴田政人,[東]稗田研二,ハリケーンシンボリ,バトルデューク,2:３歳,500.0
