開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2001/05/04,3京都5,晴,6,3歳500万下,,ダ1800,11,重,1:51.9,37.0-37.5,ブラックタイガー,熊沢重文,[西]湯窪幸雄,キュロドティグレ,セトエモーション
2001/05/04,3京都5,晴,7,4歳以上500万下,,芝2400,12,良,2:26.0,34.7-36.3,シースルオール,幸英明,[西]石坂正,ゼンノスウィング,サウンドオブアース
2001/05/04,3京都5,晴,8,4歳以上900万下,,芝1800,12,良,1:46.6,34.6-36.1,ミツワトップレディ,角田晃一,[西]渡辺栄,アサカグローリー,プレイザフィールド
2001/05/04,3京都5,晴,9,あずさ賞(500万下),,芝1600,18,良,1:34.7,34.8-36.0,ソレイユダンス,秋山真一,[西]坂田正行,シーセモア,ビリーヴ
2001/05/04,3京都5,晴,10,上賀茂S(1600万下),,ダ1800,10,稍,1:50.0,36.6-36.8,ミラクルオペラ,幸英明,[西]領家政蔵,サクセスソーサー,タガノサンデー
2001/05/04,3京都5,晴,11,京都新聞杯(G2),,芝2000,17,良,1:59.8,34.7-36.5,テンザンセイザ,幸英明,[西]藤原英昭,エイシンスペンサー,オースミステイヤー
2001/05/04,3京都5,晴,12,4歳以上900万下,,ダ1400,16,稍,1:23.5,34.4-37.4,ゼンノドライバー,小原義之,[西]小原伊佐,シャンハイエース,ミカズキーボー
2001/04/29,1福島4,晴,1,3歳未出走,,ダ1700,13,良,1:49.2,30.5-39.6,ワンダーヴィボ,千田輝彦,[西]藤岡範士,カズサキャニオン,メイショウホーマー
2001/04/29,1福島4,晴,2,3歳未出走,,芝1200,16,良,1:12.5,35.0-37.5,ミキノフォーエバー,蓑島靖典,[東]西塚安夫,シルキーウイッシュ,イーグリット
2001/04/29,1福島4,晴,3,3歳未出走,,芝1800,16,良,1:52.3,37.1-36.3,レディフェスタ,芹沢純一,[西]森秀行,ビルアンドクー,クリスマスリース
2001/04/29,1福島4,晴,4,3歳未勝利,,ダ1700,13,良,1:47.7,29.7-39.9,イクスカーション,大西直宏,[東]宗像義忠,サントシエロ,マストビーエンゼル
2001/04/29,1福島4,晴,5,3歳未勝利,,芝1200,16,良,1:11.3,34.2-37.1,スピードアトラス,秋山真一,[東]和田正道,ファンキーチャチャ,ダイショウフローラ
2001/04/29,1福島4,晴,6,3歳未勝利,,芝1700,14,良,1:44.4,29.3-37.2,ニシノブリッツ,二本柳壮,[東]本郷一彦,ミスズカントリー,アリシバファイブ
2001/04/29,1福島4,晴,7,4歳以上500万下,,ダ1000,12,良,1:00.5,35.0-37.1,コウユーラヴ,畑端省吾,[西]領家政蔵,ミサワワールド,ミラクルダムール
2001/04/29,1福島4,晴,8,4歳以上500万下,,ダ1700,13,良,1:47.2,30.2-38.6,リンガスオーカン,中舘英二,[東]境征勝,コウエイシャープ,エアノートリアス
2001/04/29,1福島4,晴,9,栗駒特別(500万下),,芝1800,16,良,1:49.9,36.1-36.1,ストリートダンス,大西直宏,[東]松永勇,ミスイザベラ,バンダムタイクーン
2001/04/29,1福島4,曇,10,気仙沼特別(500万下),,芝1200,14,良,1:10.5,33.9-36.6,ユーワレジェンド,田村宏之,[東]秋山雅一,アグネステンオー,サイレントクルーズ
2001/04/29,1福島4,曇,11,みちのくS(1600万下),,ダ1700,13,良,1:45.2,29.4-37.1,アッミラーレ,二本柳壮,[東]鈴木康弘,エイシンクリバーン,テイエムサンデー
2001/04/29,1福島4,曇,12,4歳以上500万下,,芝2000,16,良,2:03.5,36.0-37.8,シロキタキング,小林慎一,[西]中尾謙太,フィールドルーラー,エアデロリアン
2001/04/29,2東京4,曇,1,3歳未勝利,,ダ1400,14,良,1:25.1,34.9-38.2,トーセンノースラン,村田一誠,[東]稗田研二,ノボアイルランド,マイネルミラージュ
