開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2015/11/07,3福島3,曇,11,フルーツラインC(1000万下),,芝2600,16,良,2:39.7,37.3-36.9,ヤマニンボワラクテ,藤懸貴志,[西]松永幹夫,ディスキーダンス,レイトライザー
2015/11/07,3福島3,曇,12,相馬特別(500万下),,芝1200,15,良,1:08.6,33.1-35.5,ゴールドシャンティ,丸山元気,[東]和田雄二,グレイトチャーター,オートクレール
2015/11/07,5東京1,晴,1,2歳未勝利,,ダ1400,14,良,1:27.2,36.0-38.4,トモジャポルックス,柴田善臣,[東]鈴木伸尋,スプリングガール,カラクプア
2015/11/07,5東京1,晴,2,2歳未勝利,,ダ1300,14,良,1:19.3,29.6-37.1,スリラーインマニラ,石川裕紀,[東]武井亮,シゲルヒラマサ,タイガーヴォーグ
2015/11/07,5東京1,晴,3,2歳未勝利,,芝1600,12,良,1:35.5,36.3-34.7,シーブリーズラブ,横山典弘,[東]池上昌和,イチゴアミーラ,カトルラポール
2015/11/07,5東京1,晴,4,2歳未勝利,,芝1800,9,良,1:49.9,37.9-34.4,ダイチラディウス,石川裕紀,[東]和田雄二,キングオブアームズ,エンジニア
2015/11/07,5東京1,晴,5,2歳新馬,,芝1400,18,良,1:24.2,37.0-34.5,レッドエトワール,田辺裕信,[東]久保田貴,シャララ,ショコラーチ
2015/11/07,5東京1,晴,6,2歳新馬,,ダ1600,14,良,1:39.1,36.0-36.8,アルーアキャロル,大野拓弥,[東]新開幸一,モンスターキング,ナンヨーアーミー
2015/11/07,5東京1,曇,7,3歳以上500万下,,ダ1300,16,良,1:18.8,29.8-36.4,スモーダリング,戸崎圭太,[東]高柳瑞樹,ウェイトアンドシー,ナンヨーアイリッド
2015/11/07,5東京1,曇,8,3歳以上500万下,,ダ1600,16,良,1:37.6,35.8-36.9,アナザーバージョン,Ｃ．デム,[東]久保田貴,ブラゾンドゥリス,ルヴァンカー
2015/11/07,5東京1,曇,9,立冬特別(1000万下),,芝1600,14,良,1:34.3,35.8-33.8,レッドライジェル,柴田善臣,[東]藤沢和雄,ゴットフリート,ストリートキャップ
2015/11/07,5東京1,曇,10,ノベンバーS(1600万下),,芝2000,10,良,2:00.0,37.0-34.0,ショウナンバッハ,田辺裕信,[東]上原博之,マテンロウボス,カムフィー
2015/11/07,5東京1,曇,11,京王杯2歳S(G2),,芝1400,18,良,1:22.6,36.5-33.5,ボールライトニング,蛯名正義,[西]宮本博,アドマイヤモラール,シャドウアプローチ
2015/11/07,5東京1,曇,12,3歳以上1000万下,,ダ2100,12,良,2:12.1,30.0-37.8,アポロケンタッキー,戸崎圭太,[西]山内研二,ステージジャンプ,マトリョーシカ
2015/11/07,5京都1,曇,1,2歳未勝利,,ダ1400,14,良,1:24.8,35.0-37.3,ドライヴナイト,北村友一,[西]奥村豊,メイショウノボサン,ヒロブレイブ
2015/11/07,5京都1,曇,2,2歳未勝利,,芝1600,10,良,1:34.9,35.3-35.2,ウェーブヒーロー,川田将雅,[西]平田修,ディープエクシード,レッドヴェルサス
2015/11/07,5京都1,曇,3,2歳未勝利,,ダ1800,11,良,1:54.8,36.1-39.7,ダイナミックアロー,秋山真一,[西]目野哲也,カフジキング,トウケイワラウカド
2015/11/07,5京都1,曇,4,2歳未勝利,,芝2000,10,良,2:02.1,36.7-35.3,ファスナハト,ルメール,[西]庄野靖志,ケンホファヴァルト,ヴァンキッシュラン
2015/11/07,5京都1,曇,5,2歳新馬,,芝1400,14,良,1:23.0,35.2-35.8,ゼンノトライブ,田中健,[西]浅見秀一,ハリー,カイ
2015/11/07,5京都1,曇,6,2歳新馬,,芝1600,17,良,1:35.4,36.0-34.2,ラルク,武豊,[西]松永幹夫,パローマ,タガノガンチャン
