開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2015/11/01,4東京9,晴,3,2歳未勝利,,ダ1400,16,良,1:26.6,36.2-37.5,ウィズエモーション,柴山雄一,[東]栗田博憲,トモトモリバー,メイショウトビザル
2015/11/01,4東京9,晴,4,2歳新馬,,芝1600,16,良,1:36.7,37.2-34.8,ルフォール,岩田康誠,[東]堀宣行,ブレイクマイハート,インペラトーレ
2015/11/01,4東京9,晴,5,2歳新馬,,芝1800,11,良,1:50.7,38.5-34.3,ブラックプラチナム,蛯名正義,[東]栗田博憲,クラウニングフレア,ルミナリースピン
2015/11/01,4東京9,晴,6,3歳以上500万下,,芝1400,18,良,1:21.4,35.2-34.4,チョコレートバイン,ルメール,[東]加藤征弘,ニシノクラッチ,ロンバルディア
2015/11/01,4東京9,晴,7,3歳以上500万下,,ダ1600,13,良,1:38.3,36.8-36.6,アルファアリエス,田辺裕信,[東]小西一男,ファドーグ,サマーラヴ
2015/11/01,4東京9,晴,8,河口湖特別(1000万下),,ダ1400,16,良,1:24.7,36.1-36.6,ミヤジマッキー,戸崎圭太,[西]牧田和弥,トーセンマイティ,リアルプロジェクト
2015/11/01,4東京9,晴,9,精進湖特別(1000万下),,芝2000,17,良,1:59.8,36.4-35.3,ブリュネット,Ｍ．デム,[西]千田輝彦,マイネグレヴィル,コスモグレースフル
2015/11/01,4東京9,晴,10,紅葉S(1600万下),,芝1600,17,良,1:32.9,35.4-34.2,ダッシングブレイズ,浜中俊,[西]吉村圭司,オコレマルーナ,マイネルメリエンダ
2015/11/01,4東京9,晴,11,天皇賞(秋)(G1),,芝2000,18,良,1:58.4,36.4-34.0,ラブリーデイ,浜中俊,[西]池江泰寿,ステファノス,イスラボニータ
2015/11/01,4東京9,晴,12,三峰山特別(1000万下),,ダ1600,16,良,1:38.0,36.4-35.9,アールプロセス,田辺裕信,[東]萩原清,マッチレスヒーロー,スマートラファエル
2015/11/01,4京都9,晴,1,2歳未勝利,,ダ1200,9,良,1:13.3,36.5-36.8,ヒロノフェロー,藤岡康太,[西]庄野靖志,ナナパンチ,ヨシオ
2015/11/01,4京都9,晴,2,2歳未勝利,,芝1600,15,良,1:34.8,34.7-35.8,スマートスペクター,幸英明,[西]池添学,マテラアリオン,イリデッセンス
2015/11/01,4京都9,晴,3,2歳未勝利,,芝2000,12,良,2:01.6,36.4-36.0,サトノエトワール,秋山真一,[西]角居勝彦,ヤマニンシルフ,アイファープリティ
2015/11/01,4京都9,晴,4,2歳新馬,,ダ1200,15,良,1:13.3,36.1-37.2,エルフィンコーブ,松山弘平,[西]池添学,トップノート,エイシンシエル
2015/11/01,4京都9,晴,5,2歳新馬,,芝1800,14,良,1:52.9,37.9-34.8,ダノンシャルマン,松山弘平,[西]池江泰寿,ピッツィカート,ホットメッセージ
2015/11/01,4京都9,晴,6,2歳500万下,,芝1200,11,良,1:09.5,34.3-35.2,ジェントルハート,藤岡康太,[西]佐々木晶,プリンシパルスター,ジェスロ
2015/11/01,4京都9,晴,7,3歳以上500万下,,ダ1800,9,良,1:52.7,37.7-37.1,メジャーシップ,高倉稜,[西]崎山博樹,ニシオボヌール,タイマツリ
2015/11/01,4京都9,晴,8,3歳以上500万下,,芝1600,18,良,1:34.1,35.1-35.1,ネオスターダム,秋山真一,[西]石坂正,イレイション,アルパーシャン
2015/11/01,4京都9,晴,9,北國新聞杯(1000万下),,ダ1800,16,良,1:51.6,36.5-37.5,メイショウウタゲ,武幸四郎,[西]安達昭夫,ブチコ,トウケイウイン
2015/11/01,4京都9,曇,10,渡月橋S(1600万下),,ダ1400,16,良,1:22.6,34.3-36.7,スーサンジョイ,和田竜二,[西]岩元市三,メイショウオセアン,エリアコンプリート
