開催日,レース名,距離,地肌,クラス,通時
2021/12/25,2歳未勝利,1600,芝,未勝利,o.未勝利
2021/12/25,2歳新馬,1800,芝,新馬,o.未勝利
2021/12/25,2歳新馬,1400,ダ,新馬,o.未勝利
2021/12/25,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/25,3歳以上1勝クラス,1200,ダ,1勝,9.1勝
2021/12/25,万両賞(1勝クラス),1400,芝,1勝,9.1勝
2021/12/25,摩耶S(3勝クラス),1800,ダ,3勝,7.3勝
2021/12/25,阪神C(G2),1400,芝,G2,2.G2
2021/12/25,3歳以上2勝クラス,1400,ダ,2勝,8.2勝
2021/12/19,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/19,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/19,2歳未勝利,1800,芝,未勝利,o.未勝利
2021/12/19,障害3歳以上未勝利,2880,障,未勝利,o.未勝利
2021/12/19,2歳新馬,1600,芝,新馬,o.未勝利
2021/12/19,2歳新馬,1200,ダ,新馬,o.未勝利
2021/12/19,2歳未勝利,1600,芝,未勝利,o.未勝利
2021/12/19,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/19,舞浜特別(2勝クラス),1200,ダ,2勝,8.2勝
2021/12/19,北総S(3勝クラス),1800,ダ,3勝,7.3勝
2021/12/19,ディセンバーS(L),1800,芝,(L),5.(L)
2021/12/19,3歳以上1勝クラス,2500,芝,1勝,9.1勝
2021/12/19,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/19,3歳以上1勝クラス,1400,ダ,1勝,9.1勝
2021/12/19,3歳以上1勝クラス,1900,ダ,1勝,9.1勝
2021/12/19,2歳未勝利,1400,芝,未勝利,o.未勝利
2021/12/19,2歳新馬,1400,芝,新馬,o.未勝利
2021/12/19,3歳以上1勝クラス,1200,ダ,1勝,9.1勝
2021/12/19,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/19,3歳以上1勝クラス,1600,芝,1勝,9.1勝
2021/12/19,3歳以上1勝クラス,2000,芝,1勝,9.1勝
2021/12/19,寒椿賞(1勝クラス),1400,ダ,1勝,9.1勝
2021/12/19,三河S(3勝クラス),1800,ダ,3勝,7.3勝
2021/12/19,尾張特別(2勝クラス),2200,芝,2勝,8.2勝
2021/12/19,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/19,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/19,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/19,2歳未勝利,1600,芝,未勝利,o.未勝利
2021/12/19,2歳新馬,2000,芝,新馬,o.未勝利
2021/12/19,2歳新馬,1800,ダ,新馬,o.未勝利
2021/12/19,3歳以上1勝クラス,1800,芝,1勝,9.1勝
2021/12/19,3歳以上2勝クラス,1800,ダ,2勝,8.2勝
2021/12/19,高砂特別(2勝クラス),1200,ダ,2勝,8.2勝
2021/12/19,六甲アイランドS(3勝クラス),1400,芝,3勝,7.3勝
2021/12/19,朝日フューチュリティ(G1),1600,芝,G1,1.G1
2021/12/19,御影S(3勝クラス),1400,ダ,3勝,7.3勝
2021/12/18,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/18,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/18,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/18,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/18,2歳新馬,2000,芝,新馬,o.未勝利
2021/12/18,2歳新馬,1800,ダ,新馬,o.未勝利
2021/12/18,2歳未勝利,2000,芝,未勝利,o.未勝利
2021/12/18,3歳以上1勝クラス,1200,ダ,1勝,9.1勝
2021/12/18,ひいらぎ賞(1勝クラス),1600,芝,1勝,9.1勝
2021/12/18,香取特別(2勝クラス),2400,ダ,2勝,8.2勝
2021/12/18,ターコイズS(G3),1600,芝,G3,3.G3
2021/12/18,3歳以上2勝クラス,1800,芝,2勝,8.2勝
2021/12/18,2歳未勝利,1400,ダ,未勝利,o.未勝利
2021/12/18,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/18,3歳以上1勝クラス,1400,ダ,1勝,9.1勝
2021/12/18,2歳未勝利,2000,芝,未勝利,o.未勝利
2021/12/18,2歳新馬,1800,ダ,新馬,o.未勝利
2021/12/18,3歳以上1勝クラス,1200,ダ,1勝,9.1勝
2021/12/18,3歳以上1勝クラス,1400,芝,1勝,9.1勝
2021/12/18,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/18,3歳以上1勝クラス,2200,芝,1勝,9.1勝
2021/12/18,報知杯中京2歳S(OP),1200,芝,OP,6.OP
2021/12/18,有松特別(2勝クラス),1200,芝,2勝,8.2勝
2021/12/18,大須特別(2勝クラス),1400,ダ,2勝,8.2勝
2021/12/18,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/18,2歳未勝利,1800,芝,未勝利,o.未勝利
2021/12/18,2歳未勝利,1400,ダ,未勝利,o.未勝利
2021/12/18,障害3歳以上OP,3110,障,OP,6.OP
2021/12/18,2歳新馬,1400,芝,新馬,o.未勝利
2021/12/18,2歳新馬,1200,ダ,新馬,o.未勝利
2021/12/18,2歳未勝利,2000,芝,未勝利,o.未勝利
2021/12/18,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/18,赤穂特別(2勝クラス),1800,ダ,2勝,8.2勝
2021/12/18,甲東特別(2勝クラス),1600,芝,2勝,8.2勝
2021/12/18,タンザナイトS(OP),1200,芝,OP,6.OP
2021/12/18,3歳以上1勝クラス,1400,ダ,1勝,9.1勝
2021/12/12,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/12,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/12,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/12,障害3歳以上未勝利,2880,障,未勝利,o.未勝利
2021/12/12,2歳新馬,1600,芝,新馬,o.未勝利
2021/12/12,2歳未勝利,2000,芝,未勝利,o.未勝利
2021/12/12,2歳1勝クラス,1800,ダ,1勝,9.1勝
2021/12/12,3歳以上1勝クラス,1800,芝,1勝,9.1勝
2021/12/12,チバテレ杯(2勝クラス),1800,ダ,2勝,8.2勝
2021/12/12,常総S(3勝クラス),1800,芝,3勝,7.3勝
2021/12/12,カペラS(G3),1200,ダ,G3,3.G3
2021/12/12,3歳以上2勝クラス,1600,芝,2勝,8.2勝
2021/12/12,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/12,2歳未勝利,1400,ダ,未勝利,o.未勝利
2021/12/12,3歳以上1勝クラス,1200,ダ,1勝,9.1勝
2021/12/12,2歳未勝利,2000,芝,未勝利,o.未勝利
2021/12/12,3歳以上1勝クラス,1400,ダ,1勝,9.1勝
2021/12/12,3歳以上1勝クラス,1900,ダ,1勝,9.1勝
2021/12/12,3歳以上1勝クラス,1600,芝,1勝,9.1勝
2021/12/12,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/12,3歳以上1勝クラス,1200,ダ,1勝,9.1勝
2021/12/12,つわぶき賞(1勝クラス),1400,芝,1勝,9.1勝
2021/12/12,知立S(3勝クラス),1200,芝,3勝,7.3勝
2021/12/12,名古屋日刊スポーツ杯(2勝クラス),2000,芝,2勝,8.2勝
2021/12/12,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/12,2歳未勝利,1400,ダ,未勝利,o.未勝利
2021/12/12,2歳未勝利,2000,芝,未勝利,o.未勝利
2021/12/12,2歳新馬,1800,ダ,新馬,o.未勝利
2021/12/12,2歳新馬,1600,芝,新馬,o.未勝利
2021/12/12,2歳1勝クラス,1200,ダ,1勝,9.1勝
2021/12/12,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/12,3歳以上2勝クラス,1200,芝,2勝,8.2勝
2021/12/12,オリオンS(3勝クラス),2200,芝,3勝,7.3勝
2021/12/12,竹田城S(3勝クラス),2000,ダ,3勝,7.3勝
2021/12/12,阪神ジュベナイルF(G1),1600,芝,G1,1.G1
2021/12/12,夙川特別(2勝クラス),1400,ダ,2勝,8.2勝
2021/12/11,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/11,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/11,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/11,2歳未勝利,1200,芝,未勝利,o.未勝利
2021/12/11,2歳新馬,1800,芝,新馬,o.未勝利
2021/12/11,2歳新馬,1800,ダ,新馬,o.未勝利
2021/12/11,2歳未勝利,1800,芝,未勝利,o.未勝利
2021/12/11,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/11,黒松賞(1勝クラス),1200,芝,1勝,9.1勝
2021/12/11,アクアラインS(3勝クラス),1200,ダ,3勝,7.3勝
2021/12/11,師走S(L),1800,ダ,(L),5.(L)
2021/12/11,3歳以上2勝クラス,2000,芝,2勝,8.2勝
2021/12/11,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/11,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/11,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/11,2歳未勝利,1600,芝,未勝利,o.未勝利
2021/12/11,2歳新馬,1400,ダ,新馬,o.未勝利
2021/12/11,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/11,3歳以上1勝クラス,1400,ダ,1勝,9.1勝
2021/12/11,3歳以上1勝クラス,1200,芝,1勝,9.1勝
2021/12/11,3歳以上1勝クラス,2000,芝,1勝,9.1勝
2021/12/11,犬山特別(2勝クラス),1900,ダ,2勝,8.2勝
2021/12/11,中日新聞杯(G3),2000,芝,G3,3.G3
2021/12/11,豊川特別(2勝クラス),1200,ダ,2勝,8.2勝
2021/12/11,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/11,2歳未勝利,1400,芝,未勝利,o.未勝利
2021/12/11,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/11,障害3歳以上OP,3110,障,OP,6.OP
2021/12/11,障害3歳以上未勝利,2970,障,未勝利,o.未勝利
2021/12/11,2歳新馬,2000,芝,新馬,o.未勝利
2021/12/11,2歳新馬,1400,ダ,新馬,o.未勝利
2021/12/11,3歳以上2勝クラス,1800,ダ,2勝,8.2勝
2021/12/11,エリカ賞(1勝クラス),2000,芝,1勝,9.1勝
2021/12/11,境港特別(2勝クラス),2400,芝,2勝,8.2勝
2021/12/11,リゲルS(L),1600,芝,(L),5.(L)
2021/12/11,3歳以上1勝クラス,1200,ダ,1勝,9.1勝
2021/12/05,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/05,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/05,2歳未勝利,1600,芝,未勝利,o.未勝利
2021/12/05,2歳新馬,1200,ダ,新馬,o.未勝利
2021/12/05,2歳新馬,2000,芝,新馬,o.未勝利
2021/12/05,2歳1勝クラス,1200,ダ,1勝,9.1勝
2021/12/05,3歳以上1勝クラス,2500,ダ,1勝,9.1勝
2021/12/05,3歳以上2勝クラス,1800,ダ,2勝,8.2勝
2021/12/05,南総S(3勝クラス),1200,芝,3勝,7.3勝
2021/12/05,市川S(3勝クラス),1800,ダ,3勝,7.3勝
2021/12/05,ラピスラズリS(L),1200,芝,(L),5.(L)
2021/12/05,3歳以上2勝クラス,2500,芝,2勝,8.2勝
2021/12/05,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/05,3歳以上1勝クラス,1200,ダ,1勝,9.1勝
2021/12/05,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/05,2歳未勝利,1400,芝,未勝利,o.未勝利
2021/12/05,2歳新馬,2000,芝,新馬,o.未勝利
2021/12/05,3歳以上1勝クラス,1400,ダ,1勝,9.1勝
2021/12/05,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/05,3歳以上1勝クラス,2200,芝,1勝,9.1勝
2021/12/05,こうやまき賞(1勝クラス),1600,芝,1勝,9.1勝
2021/12/05,中京日経賞(2勝クラス),1600,芝,2勝,8.2勝
2021/12/05,チャンピオンズC(G1),1800,ダ,G1,1.G1
2021/12/05,鳴海特別(2勝クラス),1400,ダ,2勝,8.2勝
2021/12/05,2歳未勝利,1400,ダ,未勝利,o.未勝利
2021/12/05,2歳未勝利,1800,芝,未勝利,o.未勝利
2021/12/05,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/05,障害3歳以上未勝利,2970,障,未勝利,o.未勝利
2021/12/05,2歳新馬,1200,芝,新馬,o.未勝利
2021/12/05,2歳新馬,1800,ダ,新馬,o.未勝利
2021/12/05,3歳以上1勝クラス,1400,ダ,1勝,9.1勝
2021/12/05,3歳以上2勝クラス,2000,ダ,2勝,8.2勝
2021/12/05,さざんか賞(1勝クラス),1200,芝,1勝,9.1勝
2021/12/05,逆瀬川S(3勝クラス),1800,芝,3勝,7.3勝
2021/12/05,ギャラクシーS(OP),1400,ダ,OP,6.OP
2021/12/05,3歳以上2勝クラス,1400,芝,2勝,8.2勝
2021/12/04,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/04,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/04,2歳未勝利,2000,芝,未勝利,o.未勝利
2021/12/04,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/04,2歳新馬,1200,芝,新馬,o.未勝利
2021/12/04,2歳新馬,1800,ダ,新馬,o.未勝利
2021/12/04,3歳以上1勝クラス,1200,ダ,1勝,9.1勝
2021/12/04,イルミネーションJS(OP),3570,障,OP,6.OP
2021/12/04,葉牡丹賞(1勝クラス),2000,芝,1勝,9.1勝
2021/12/04,鹿島特別(2勝クラス),1200,ダ,2勝,8.2勝
2021/12/04,ステイヤーズS(G2),3600,芝,G2,2.G2
2021/12/04,3歳以上2勝クラス,1200,芝,2勝,8.2勝
2021/12/04,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/12/04,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/04,3歳以上1勝クラス,1400,ダ,1勝,9.1勝
2021/12/04,2歳未勝利,1600,芝,未勝利,o.未勝利
2021/12/04,3歳以上1勝クラス,1200,ダ,1勝,9.1勝
2021/12/04,3歳以上1勝クラス,1900,ダ,1勝,9.1勝
2021/12/04,3歳以上1勝クラス,1400,芝,1勝,9.1勝
2021/12/04,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/12/04,3歳以上1勝クラス,1600,芝,1勝,9.1勝
2021/12/04,中京スポニチ賞(2勝クラス),1800,ダ,2勝,8.2勝
2021/12/04,飛騨S(3勝クラス),1400,芝,3勝,7.3勝
2021/12/04,栄特別(1勝クラス),2000,芝,1勝,9.1勝
2021/12/04,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/04,2歳未勝利,1400,ダ,未勝利,o.未勝利
2021/12/04,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/12/04,2歳未勝利,1200,芝,未勝利,o.未勝利
2021/12/04,2歳新馬,1800,芝,新馬,o.未勝利
2021/12/04,2歳新馬,1400,ダ,新馬,o.未勝利
2021/12/04,2歳未勝利,1600,芝,未勝利,o.未勝利
2021/12/04,3歳以上1勝クラス,2000,ダ,1勝,9.1勝
2021/12/04,再度山特別(2勝クラス),1800,芝,2勝,8.2勝
2021/12/04,妙見山S(3勝クラス),1200,ダ,3勝,7.3勝
2021/12/04,チャレンジC(G3),2000,芝,G3,3.G3
2021/12/04,3歳以上2勝クラス,1400,ダ,2勝,8.2勝
2021/11/28,2歳未勝利,1400,ダ,未勝利,o.未勝利
2021/11/28,2歳未勝利,1600,芝,未勝利,o.未勝利
2021/11/28,2歳未勝利,1600,ダ,未勝利,o.未勝利
2021/11/28,2歳未勝利,2000,芝,未勝利,o.未勝利
2021/11/28,3歳以上1勝クラス,1600,ダ,1勝,9.1勝
2021/11/28,2歳新馬,1800,芝,新馬,o.未勝利
2021/11/28,3歳以上1勝クラス,1400,ダ,1勝,9.1勝
2021/11/28,ベゴニア賞(1勝クラス),1600,芝,1勝,9.1勝
2021/11/28,オリエンタル賞(2勝クラス),2000,芝,2勝,8.2勝
2021/11/28,アプローズ賞(2勝クラス),1600,ダ,2勝,8.2勝
2021/11/28,ウェルカムS(3勝クラス),2000,芝,3勝,7.3勝
2021/11/28,ジャパンC(G1),2400,芝,G1,1.G1
2021/11/28,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/11/28,2歳未勝利,1400,ダ,未勝利,o.未勝利
2021/11/28,2歳未勝利,2000,芝,未勝利,o.未勝利
2021/11/28,2歳新馬,1200,ダ,新馬,o.未勝利
2021/11/28,障害3歳以上未勝利,2970,障,未勝利,o.未勝利
2021/11/28,2歳新馬,2000,芝,新馬,o.未勝利
2021/11/28,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/11/28,3歳以上2勝クラス,1400,ダ,2勝,8.2勝
2021/11/28,白菊賞(1勝クラス),1600,芝,1勝,9.1勝
2021/11/28,立雲峡S(3勝クラス),1600,芝,3勝,7.3勝
2021/11/28,カノープスS(OP),2000,ダ,OP,6.OP
2021/11/28,京阪杯(G3),1200,芝,G3,3.G3
2021/11/27,2歳未勝利,1600,ダ,未勝利,o.未勝利
2021/11/27,2歳未勝利,1400,芝,未勝利,o.未勝利
2021/11/27,2歳未勝利,1800,芝,未勝利,o.未勝利
2021/11/27,障害3歳以上未勝利,3000,障,未勝利,o.未勝利
2021/11/27,2歳新馬,1600,芝,新馬,o.未勝利
2021/11/27,2歳新馬,1600,ダ,新馬,o.未勝利
2021/11/27,3歳以上1勝クラス,2400,芝,1勝,9.1勝
2021/11/27,3歳以上2勝クラス,1400,ダ,2勝,8.2勝
2021/11/27,カトレアS(OP),1600,ダ,OP,6.OP
2021/11/27,シャングリラS(3勝クラス),1400,ダ,3勝,7.3勝
2021/11/27,キャピタルS(L),1600,芝,(L),5.(L)
2021/11/27,3歳以上2勝クラス,1600,芝,2勝,8.2勝
2021/11/27,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/11/27,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/11/27,2歳未勝利,1600,芝,未勝利,o.未勝利
2021/11/27,2歳未勝利,1400,芝,未勝利,o.未勝利
2021/11/27,2歳新馬,1600,芝,新馬,o.未勝利
2021/11/27,2歳新馬,1800,ダ,新馬,o.未勝利
2021/11/27,3歳以上1勝クラス,1200,ダ,1勝,9.1勝
2021/11/27,3歳以上2勝クラス,1800,ダ,2勝,8.2勝
2021/11/27,江坂特別(2勝クラス),2600,芝,2勝,8.2勝
2021/11/27,茨木S(3勝クラス),1800,ダ,3勝,7.3勝
2021/11/27,ラジオN杯京都2歳S(G3),2000,芝,G3,3.G3
2021/11/27,3歳以上2勝クラス,1200,芝,2勝,8.2勝
2021/11/21,2歳未勝利,1150,ダ,未勝利,o.未勝利
2021/11/21,2歳未勝利,1700,ダ,未勝利,o.未勝利
2021/11/21,3歳以上1勝クラス,2400,ダ,1勝,9.1勝
2021/11/21,障害3歳以上未勝利,2770,障,未勝利,o.未勝利
2021/11/21,障害3歳以上未勝利,2770,障,未勝利,o.未勝利
2021/11/21,2歳新馬,1700,ダ,新馬,o.未勝利
2021/11/21,3歳以上1勝クラス,2000,芝,1勝,9.1勝
2021/11/21,3歳以上1勝クラス,1150,ダ,1勝,9.1勝
2021/11/21,3歳以上1勝クラス,1800,芝,1勝,9.1勝
2021/11/21,二本松特別(1勝クラス),1200,芝,1勝,9.1勝
2021/11/21,福島民友C(L),1700,ダ,(L),5.(L)
2021/11/21,五色沼特別(2勝クラス),1800,芝,2勝,8.2勝
2021/11/21,2歳未勝利,1400,ダ,未勝利,o.未勝利
2021/11/21,2歳未勝利,1600,芝,未勝利,o.未勝利
2021/11/21,2歳未勝利,1800,芝,未勝利,o.未勝利
2021/11/21,2歳新馬,1400,芝,新馬,o.未勝利
2021/11/21,2歳未勝利,1600,ダ,未勝利,o.未勝利
2021/11/21,2歳新馬,2000,芝,新馬,o.未勝利
2021/11/21,3歳以上1勝クラス,1600,ダ,1勝,9.1勝
2021/11/21,3歳以上2勝クラス,2100,ダ,2勝,8.2勝
2021/11/21,赤松賞(1勝クラス),1600,芝,1勝,9.1勝
2021/11/21,南武特別(2勝クラス),2400,芝,2勝,8.2勝
2021/11/21,霜月S(OP),1400,ダ,OP,6.OP
2021/11/21,3歳以上2勝クラス,1400,芝,2勝,8.2勝
2021/11/21,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/11/21,2歳未勝利,1200,ダ,未勝利,o.未勝利
2021/11/21,2歳未勝利,2000,芝,未勝利,o.未勝利
2021/11/21,2歳新馬,1600,芝,新馬,o.未勝利
2021/11/21,2歳新馬,2000,芝,新馬,o.未勝利
2021/11/21,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/11/21,3歳以上1勝クラス,1400,ダ,1勝,9.1勝
2021/11/21,3歳以上2勝クラス,1800,ダ,2勝,8.2勝
2021/11/21,秋明菊賞(1勝クラス),1400,芝,1勝,9.1勝
2021/11/21,武田尾特別(2勝クラス),1800,芝,2勝,8.2勝
2021/11/21,マイルチャンピオンS(G1),1600,芝,G1,1.G1
2021/11/21,姫路S(3勝クラス),1400,ダ,3勝,7.3勝
2021/11/20,2歳未勝利,1700,ダ,未勝利,o.未勝利
2021/11/20,3歳以上1勝クラス,1700,ダ,1勝,9.1勝
2021/11/20,2歳未勝利,1800,芝,未勝利,o.未勝利
2021/11/20,2歳未勝利,1200,芝,未勝利,o.未勝利
2021/11/20,2歳新馬,1800,芝,新馬,o.未勝利
2021/11/20,3歳以上1勝クラス,1700,ダ,1勝,9.1勝
2021/11/20,3歳以上1勝クラス,2600,芝,1勝,9.1勝
2021/11/20,3歳以上1勝クラス,1200,芝,1勝,9.1勝
2021/11/20,3歳以上1勝クラス,1150,ダ,1勝,9.1勝
2021/11/20,三春駒特別(1勝クラス),1800,芝,1勝,9.1勝
2021/11/20,みちのくS(3勝クラス),1200,芝,3勝,7.3勝
2021/11/20,西郷特別(2勝クラス),1150,ダ,2勝,8.2勝
2021/11/20,2歳未勝利,1300,ダ,未勝利,o.未勝利
2021/11/20,2歳未勝利,2000,芝,未勝利,o.未勝利
2021/11/20,2歳未勝利,1600,ダ,未勝利,o.未勝利
2021/11/20,2歳新馬,1400,ダ,新馬,o.未勝利
2021/11/20,2歳新馬,1600,芝,新馬,o.未勝利
2021/11/20,2歳1勝クラス,1400,芝,1勝,9.1勝
2021/11/20,3歳以上2勝クラス,1400,ダ,2勝,8.2勝
2021/11/20,秋陽ジャンプS(OP),3110,障,OP,6.OP
2021/11/20,晩秋S(3勝クラス),2100,ダ,3勝,7.3勝
2021/11/20,秋色S(3勝クラス),1600,芝,3勝,7.3勝
2021/11/20,東京スポーツ杯2歳S(G2),1800,芝,G2,2.G2
2021/11/20,3歳以上1勝クラス,1600,芝,1勝,9.1勝
2021/11/20,2歳未勝利,1400,ダ,未勝利,o.未勝利
2021/11/20,2歳未勝利,1800,ダ,未勝利,o.未勝利
2021/11/20,2歳未勝利,1200,芝,未勝利,o.未勝利
2021/11/20,2歳未勝利,1800,芝,未勝利,o.未勝利
2021/11/20,2歳新馬,1400,芝,新馬,o.未勝利
2021/11/20,2歳新馬,1400,ダ,新馬,o.未勝利
2021/11/20,3歳以上1勝クラス,1800,ダ,1勝,9.1勝
2021/11/20,3歳以上1勝クラス,1400,芝,1勝,9.1勝
