開催日,レース名,距離,年齢制限,一着賞金,地肌,クラス,通時,適性
2001/12/23,2歳未勝利,1800,1:２歳,510.0,ダ,未勝利,o.未勝利,5.砂 マイル
2001/12/23,2歳新馬,1800,1:２歳,600.0,ダ,新馬,o.未勝利,5.砂 マイル
2001/12/23,2歳新馬,1600,1:２歳,600.0,芝,新馬,o.未勝利,2.芝 マイル
2001/12/23,3歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2001/12/23,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2001/12/23,グッドラックH(1000万下),2500,3:３歳以上,1450.0,芝,1000万,8.2勝,3.芝 中以遠
2001/12/23,ホープフルS(OP),2000,1:２歳,1600.0,芝,OP,6.OP,3.芝 中以遠
2001/12/23,フェアウェルS(1600万下),1800,3:３歳以上,1800.0,ダ,1600万,7.3勝,5.砂 マイル
2001/12/23,有馬記念(G1),2500,3:３歳以上,18000.0,芝,G1,1.G1,3.芝 中以遠
2001/12/23,ハッピーエンドC(1000万下),1200,3:３歳以上,1450.0,ダ,1000万,8.2勝,4.砂 短距離
2001/12/23,2歳未勝利,1200,1:２歳,510.0,ダ,未勝利,o.未勝利,4.砂 短距離
2001/12/23,2歳未勝利,1200,1:２歳,510.0,芝,未勝利,o.未勝利,1.芝 短距離
2001/12/23,2歳新馬,1800,1:２歳,600.0,ダ,新馬,o.未勝利,5.砂 マイル
2001/12/23,2歳新馬,1400,1:２歳,600.0,芝,新馬,o.未勝利,1.芝 短距離
2001/12/23,2歳500万下,1200,1:２歳,700.0,芝,500万,9.1勝,1.芝 短距離
2001/12/23,3歳以上500万下,1400,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2001/12/23,3歳以上1000万下,1800,3:３歳以上,1050.0,ダ,1000万,8.2勝,5.砂 マイル
2001/12/23,3歳以上1000万下,1200,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2001/12/23,三木ホースランドJS(OP),3900,3:３歳以上,1800.0,障,OP,6.OP,7.障害
2001/12/23,江坂特別(1000万下),2500,3:３歳以上,1450.0,芝,1000万,8.2勝,3.芝 中以遠
2001/12/23,クリスマスキャロルH(1600万下),2200,3:３歳以上,1800.0,芝,1600万,7.3勝,3.芝 中以遠
2001/12/23,2001ファイナルS(OP),1600,3:３歳以上,2400.0,芝,OP,6.OP,2.芝 マイル
2001/12/22,2歳未勝利,1200,1:２歳,510.0,ダ,未勝利,o.未勝利,4.砂 短距離
2001/12/22,2歳未勝利,1600,1:２歳,510.0,芝,未勝利,o.未勝利,2.芝 マイル
2001/12/22,2歳新馬,1200,1:２歳,600.0,ダ,新馬,o.未勝利,4.砂 短距離
2001/12/22,2歳新馬,1200,1:２歳,600.0,芝,新馬,o.未勝利,1.芝 短距離
2001/12/22,2歳新馬,2000,1:２歳,600.0,芝,新馬,o.未勝利,3.芝 中以遠
2001/12/22,2歳500万下,1200,1:２歳,700.0,ダ,500万,9.1勝,4.砂 短距離
2001/12/22,3歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2001/12/22,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2001/12/22,袖ケ浦特別(1000万下),1600,3:３歳以上,1450.0,芝,1000万,8.2勝,2.芝 マイル
2001/12/22,中山大障害(J.G1),4100,3:３歳以上,8000.0,障,G1,1.G1,7.障害
2001/12/22,クリスマスC(1600万下),1200,3:３歳以上,1800.0,芝,1600万,7.3勝,1.芝 短距離
2001/12/22,霞ケ浦特別(1000万下),1800,3:３歳以上,1450.0,ダ,1000万,8.2勝,5.砂 マイル
2001/12/22,2歳未勝利,1200,1:２歳,510.0,ダ,未勝利,o.未勝利,4.砂 短距離
2001/12/22,2歳未勝利,1800,1:２歳,510.0,ダ,未勝利,o.未勝利,5.砂 マイル
2001/12/22,2歳未勝利,1600,1:２歳,510.0,芝,未勝利,o.未勝利,2.芝 マイル
2001/12/22,2歳新馬,2000,1:２歳,600.0,芝,新馬,o.未勝利,3.芝 中以遠
2001/12/22,障害3歳以上未勝利,3000,3:３歳以上,950.0,障,未勝利,o.未勝利,7.障害
2001/12/22,2歳新馬,1600,1:２歳,600.0,芝,新馬,o.未勝利,2.芝 マイル
2001/12/22,3歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2001/12/22,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2001/12/22,サンタクロースH(1000万下),1400,3:３歳以上,1450.0,芝,1000万,8.2勝,1.芝 短距離
2001/12/22,ベテルギウスS(OP),1800,3:３歳以上,2400.0,ダ,OP,6.OP,5.砂 マイル
2001/12/22,ラジオたんぱ杯2歳S(G3),2000,1:２歳,3200.0,芝,G3,3.G3,3.芝 中以遠
2001/12/22,3歳以上1000万下,1400,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2001/12/16,2歳未勝利,1200,1:２歳,510.0,ダ,未勝利,o.未勝利,4.砂 短距離
2001/12/16,2歳未勝利,1200,1:２歳,510.0,芝,未勝利,o.未勝利,1.芝 短距離
2001/12/16,2歳新馬,1600,1:２歳,600.0,芝,新馬,o.未勝利,2.芝 マイル
2001/12/16,2歳500万下,1800,1:２歳,700.0,ダ,500万,9.1勝,5.砂 マイル
2001/12/16,障害3歳以上未勝利,2700,3:３歳以上,950.0,障,未勝利,o.未勝利,7.障害
2001/12/16,3歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2001/12/16,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2001/12/16,3歳以上1000万下,2000,3:３歳以上,1050.0,芝,1000万,8.2勝,3.芝 中以遠
2001/12/16,冬至S(1600万下),2500,3:３歳以上,1800.0,芝,1600万,7.3勝,3.芝 中以遠
2001/12/16,千葉テレビ杯(1000万下),1600,3:３歳以上,1450.0,芝,1000万,8.2勝,2.芝 マイル
2001/12/16,フェアリーS(G3),1200,1:２歳,3200.0,芝,G3,3.G3,1.芝 短距離
2001/12/16,3歳以上1000万下,1200,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2001/12/16,2歳未勝利,1600,1:２歳,510.0,ダ,未勝利,o.未勝利,5.砂 マイル
2001/12/16,2歳新馬,2000,1:２歳,600.0,芝,新馬,o.未勝利,3.芝 中以遠
2001/12/16,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2001/12/16,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2001/12/16,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2001/12/16,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2001/12/16,3歳以上500万下,2500,3:３歳以上,750.0,芝,500万,9.1勝,3.芝 中以遠
2001/12/16,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2001/12/16,清洲特別(500万下),1200,3:３歳以上,1050.0,芝,500万,9.1勝,1.芝 短距離
2001/12/16,報知杯中京2歳S(OP),1800,1:２歳,1600.0,芝,OP,6.OP,2.芝 マイル
2001/12/16,尾張特別(1000万下),1700,3:３歳以上,1450.0,ダ,1000万,8.2勝,5.砂 マイル
2001/12/16,3歳以上500万下,1800,3:３歳以上,750.0,芝,500万,9.1勝,2.芝 マイル
2001/12/16,2歳未勝利,1200,1:２歳,510.0,ダ,未勝利,o.未勝利,4.砂 短距離
