開催日,レース名,距離,地肌,クラス,通時,適性
2010/12/26,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/26,3歳以上500万下,2400,ダ,500万,9.1勝,6.砂 中以遠
2010/12/26,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2010/12/26,八女特別(1000万下),1700,ダ,1000万,8.2勝,5.砂 マイル
2010/12/26,筥崎特別(1000万下),1800,芝,1000万,8.2勝,2.芝 マイル
2010/12/26,2010アンコールS(OP),1200,芝,OP,6.OP,1.芝 短距離
2010/12/25,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/25,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2010/12/25,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2010/12/25,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2010/12/25,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2010/12/25,2歳500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2010/12/25,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2010/12/25,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2010/12/25,ノエル賞(1000万下),1600,芝,1000万,8.2勝,2.芝 マイル
2010/12/25,中山大障害(J.G1),4100,障,G1,1.G1,7.障害
2010/12/25,師走S(OP),1800,ダ,OP,6.OP,5.砂 マイル
2010/12/25,グレイトフルS(1600万下),2200,芝,1600万,7.3勝,3.芝 中以遠
2010/12/25,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/25,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/25,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/25,障害3歳以上未勝利,2970,障,未勝利,o.未勝利,7.障害
2010/12/25,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/25,2歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
2010/12/25,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2010/12/25,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2010/12/25,摂津特別(1000万下),1600,芝,1000万,8.2勝,2.芝 マイル
2010/12/25,元町S(1600万下),2000,芝,1600万,7.3勝,3.芝 中以遠
2010/12/25,ラジオNIKKEI杯(G3),2000,芝,G3,3.G3,3.芝 中以遠
2010/12/25,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2010/12/25,2歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/25,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/25,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2010/12/25,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/25,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/25,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/25,3歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
2010/12/25,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/25,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2010/12/25,樅の木賞(500万下),1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/25,宗像特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2010/12/25,沖の島特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2010/12/19,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/19,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/19,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/19,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/19,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2010/12/19,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2010/12/19,2歳500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2010/12/19,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2010/12/19,千葉テレビ杯(1000万下),1800,芝,1000万,8.2勝,2.芝 マイル
2010/12/19,仲冬S(1600万下),1200,ダ,1600万,7.3勝,4.砂 短距離
2010/12/19,朝日フューチュリティ(G1),1600,芝,G1,1.G1,2.芝 マイル
2010/12/19,中山ウインターP(1600万下),1200,芝,1600万,7.3勝,1.芝 短距離
2010/12/19,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/19,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/19,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2010/12/19,障害3歳以上未勝利,2970,障,未勝利,o.未勝利,7.障害
2010/12/19,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2010/12/19,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2010/12/19,2歳500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2010/12/19,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2010/12/19,クリスマスキャロル賞(1000万下),1400,芝,1000万,8.2勝,1.芝 短距離
2010/12/19,尼崎S(1600万下),1600,芝,1600万,7.3勝,2.芝 マイル
2010/12/19,ギャラクシーS(OP),1400,ダ,OP,6.OP,4.砂 短距離
2010/12/19,3歳以上500万下,2400,芝,500万,9.1勝,3.芝 中以遠
2010/12/19,2歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/19,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/19,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/19,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2010/12/19,3歳以上500万下,2400,ダ,500万,9.1勝,6.砂 中以遠
2010/12/19,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/19,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/19,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2010/12/19,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/19,名古屋日刊スポーツ杯(1000万下),2600,芝,1000万,8.2勝,3.芝 中以遠
2010/12/19,愛知杯(G3),2000,芝,G3,3.G3,3.芝 中以遠
2010/12/19,九重特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2010/12/18,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/18,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/18,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2010/12/18,障害3歳以上未勝利,2880,障,未勝利,o.未勝利,7.障害
2010/12/18,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2010/12/18,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2010/12/18,3歳以上500万下,2500,ダ,500万,9.1勝,6.砂 中以遠
2010/12/18,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2010/12/18,黒松賞(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2010/12/18,香取特別(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2010/12/18,ディセンバーS(OP),1800,芝,OP,6.OP,2.芝 マイル
2010/12/18,3歳以上1000万下,1600,芝,1000万,8.2勝,2.芝 マイル
2010/12/18,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/18,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/18,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2010/12/18,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/18,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/18,2歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
2010/12/18,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2010/12/18,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2010/12/18,猪名川特別(1000万下),2000,芝,1000万,8.2勝,3.芝 中以遠
2010/12/18,サンタクロースS(1600万下),1800,ダ,1600万,7.3勝,5.砂 マイル
2010/12/18,阪神C(G2),1400,芝,G2,2.G2,1.芝 短距離
2010/12/18,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2010/12/18,2歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/18,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/18,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2010/12/18,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/18,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/18,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/18,3歳以上500万下,2600,芝,500万,9.1勝,3.芝 中以遠
2010/12/18,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/18,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2010/12/18,つわぶき賞(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2010/12/18,豊明特別(1000万下),1700,ダ,1000万,8.2勝,5.砂 マイル
2010/12/18,志賀島特別(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2010/12/12,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/12,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2010/12/12,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/12,障害3歳以上未勝利,2880,障,未勝利,o.未勝利,7.障害
2010/12/12,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2010/12/12,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2010/12/12,2歳500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2010/12/12,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2010/12/12,舞浜特別(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2010/12/12,美浦S(1600万下),1800,芝,1600万,7.3勝,2.芝 マイル
2010/12/12,カペラS(G3),1200,ダ,G3,3.G3,4.砂 短距離
2010/12/12,3歳以上1000万下,1200,芝,1000万,8.2勝,1.芝 短距離
2010/12/12,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/12,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/12,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2010/12/12,2歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
2010/12/12,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2010/12/12,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2010/12/12,3歳以上1000万下,1600,芝,1000万,8.2勝,2.芝 マイル
2010/12/12,3歳以上1000万下,1400,ダ,1000万,8.2勝,4.砂 短距離
2010/12/12,エリカ賞(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2010/12/12,オリオンS(1600万下),2400,芝,1600万,7.3勝,3.芝 中以遠
2010/12/12,阪神ジュベナイルF(G1),1600,芝,G1,1.G1,2.芝 マイル
2010/12/12,阪神ウインターP(1600万下),1400,ダ,1600万,7.3勝,4.砂 短距離
2010/12/12,2歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/12,2歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/12,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2010/12/12,2歳新馬,1700,ダ,新馬,o.未勝利,5.砂 マイル
2010/12/12,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2010/12/12,3歳以上500万下,1700,芝,500万,9.1勝,2.芝 マイル
2010/12/12,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/12,3歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
2010/12/12,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/12,彦島特別(500万下),2600,芝,500万,9.1勝,3.芝 中以遠
2010/12/12,報知杯雲仙特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2010/12/12,企救丘特別(500万下),1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/11,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/11,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/11,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/11,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2010/12/11,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2010/12/11,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2010/12/11,3歳以上1000万下,2400,ダ,1000万,8.2勝,6.砂 中以遠
2010/12/11,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2010/12/11,ひいらぎ賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2010/12/11,北総S(1600万下),1800,ダ,1600万,7.3勝,5.砂 マイル
2010/12/11,ラピスラズリS(OP),1200,芝,OP,6.OP,1.芝 短距離
2010/12/11,3歳以上1000万下,2000,芝,1000万,8.2勝,3.芝 中以遠
2010/12/11,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/11,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/11,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/11,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/11,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2010/12/11,2歳500万下,1400,芝,500万,9.1勝,1.芝 短距離
2010/12/11,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2010/12/11,三木ホースランドJS(OP),3900,障,OP,6.OP,7.障害
2010/12/11,境港特別(1000万下),2200,芝,1000万,8.2勝,3.芝 中以遠
2010/12/11,六甲アイランドS(1600万下),1400,芝,1600万,7.3勝,1.芝 短距離
2010/12/11,ベテルギウスS(OP),2000,ダ,OP,6.OP,6.砂 中以遠
2010/12/11,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2010/12/11,2歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/11,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/11,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2010/12/11,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2010/12/11,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/11,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/11,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2010/12/11,3歳以上500万下,2400,ダ,500万,9.1勝,6.砂 中以遠
2010/12/11,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/11,田川特別(1000万下),1700,ダ,1000万,8.2勝,5.砂 マイル
2010/12/11,中日新聞杯(G3),2000,芝,G3,3.G3,3.芝 中以遠
2010/12/11,鞍手特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2010/12/05,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/05,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/05,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2010/12/05,障害3歳以上未勝利,2880,障,未勝利,o.未勝利,7.障害
2010/12/05,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2010/12/05,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2010/12/05,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2010/12/05,3歳以上1000万下,2500,芝,1000万,8.2勝,3.芝 中以遠
2010/12/05,クリスマスローズS(OP),1200,芝,OP,6.OP,1.芝 短距離
2010/12/05,アクアラインS(1600万下),1200,ダ,1600万,7.3勝,4.砂 短距離
2010/12/05,ターコイズS(OP),1600,芝,OP,6.OP,2.芝 マイル
2010/12/05,3歳以上1000万下,1600,芝,1000万,8.2勝,2.芝 マイル
2010/12/05,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/05,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/05,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2010/12/05,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2010/12/05,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2010/12/05,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2010/12/05,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2010/12/05,3歳以上1000万下,2000,ダ,1000万,8.2勝,6.砂 中以遠
2010/12/05,千両賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2010/12/05,逆瀬川S(1600万下),1800,芝,1600万,7.3勝,2.芝 マイル
2010/12/05,ジャパンカップダート(G1),1800,ダ,G1,1.G1,5.砂 マイル
2010/12/05,阪神ウェルカムP(1000万下),1200,ダ,1000万,8.2勝,4.砂 短距離
2010/12/05,2歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/05,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/05,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/05,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2010/12/05,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/05,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/05,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/05,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2010/12/05,3歳以上500万下,2400,ダ,500万,9.1勝,6.砂 中以遠
2010/12/05,岩国特別(1000万下),1700,ダ,1000万,8.2勝,5.砂 マイル
2010/12/05,下関S(1600万下),1200,芝,1600万,7.3勝,1.芝 短距離
2010/12/05,三萩野特別(500万下),1800,芝,500万,9.1勝,2.芝 マイル
2010/12/04,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/04,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/04,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/04,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/04,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2010/12/04,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2010/12/04,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2010/12/04,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2010/12/04,イルミネーションJS(OP),3570,障,OP,6.OP,7.障害
2010/12/04,葉牡丹賞(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2010/12/04,ステイヤーズS(G2),3600,芝,G2,2.G2,3.芝 中以遠
2010/12/04,市川S(1600万下),1600,芝,1600万,7.3勝,2.芝 マイル
2010/12/04,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/04,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2010/12/04,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2010/12/04,障害3歳以上未勝利,2970,障,未勝利,o.未勝利,7.障害
2010/12/04,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2010/12/04,2歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
2010/12/04,2歳500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2010/12/04,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2010/12/04,再度山特別(1000万下),1800,芝,1000万,8.2勝,2.芝 マイル
2010/12/04,堺S(1600万下),1800,ダ,1600万,7.3勝,5.砂 マイル
2010/12/04,鳴尾記念(G3),1800,芝,G3,3.G3,2.芝 マイル
2010/12/04,3歳以上1000万下,1400,芝,1000万,8.2勝,1.芝 短距離
2010/12/04,2歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
2010/12/04,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/04,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2010/12/04,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/04,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2010/12/04,3歳以上500万下,2600,芝,500万,9.1勝,3.芝 中以遠
2010/12/04,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/04,3歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
2010/12/04,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2010/12/04,耶馬渓特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2010/12/04,柳川特別(1000万下),2000,芝,1000万,8.2勝,3.芝 中以遠
2010/12/04,小月特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2010/11/28,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2010/11/28,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2010/11/28,2歳未勝利,1600,ダ,未勝利,o.未勝利,5.砂 マイル
2010/11/28,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2010/11/28,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2010/11/28,3歳以上500万下,2400,芝,500万,9.1勝,3.芝 中以遠
2010/11/28,ベゴニア賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2010/11/28,シャングリラ賞(1000万下),1600,ダ,1000万,8.2勝,5.砂 マイル
2010/11/28,キャピタルS(OP),1600,芝,OP,6.OP,2.芝 マイル
2010/11/28,ジャパンC(G1),2400,芝,G1,1.G1,3.芝 中以遠
2010/11/28,東京ウェルカムP(1000万下),2000,芝,1000万,8.2勝,3.芝 中以遠
2010/11/28,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2010/11/28,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2010/11/28,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2010/11/28,障害3歳以上OP,3170,障,OP,6.OP,7.障害
2010/11/28,2歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
2010/11/28,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2010/11/28,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2010/11/28,3歳以上1000万下,2400,芝,1000万,8.2勝,3.芝 中以遠
2010/11/28,白菊賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2010/11/28,北國新聞杯(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2010/11/28,太秦S(OP),1200,ダ,OP,6.OP,4.砂 短距離
2010/11/28,3歳以上1000万下,1200,芝,1000万,8.2勝,1.芝 短距離
2010/11/27,2歳未勝利,1600,ダ,未勝利,o.未勝利,5.砂 マイル
2010/11/27,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2010/11/27,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2010/11/27,障害3歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
2010/11/27,2歳新馬,1600,ダ,新馬,o.未勝利,5.砂 マイル
2010/11/27,2歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
2010/11/27,2歳500万下,1600,ダ,500万,9.1勝,5.砂 マイル
2010/11/27,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2010/11/27,ファンタスティッJT(1600万下),1600,ダ,1600万,7.3勝,5.砂 マイル
2010/11/27,アプローズ賞(1000万下),1400,ダ,1000万,8.2勝,4.砂 短距離
2010/11/27,プロミネントJT(1600万下),2000,芝,1600万,7.3勝,3.芝 中以遠
2010/11/27,エクセレントJT(1000万下),1600,芝,1000万,8.2勝,2.芝 マイル
2010/11/27,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2010/11/27,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2010/11/27,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2010/11/27,障害3歳以上未勝利,2910,障,未勝利,o.未勝利,7.障害
2010/11/27,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2010/11/27,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2010/11/27,3歳以上500万下,2200,芝,500万,9.1勝,3.芝 中以遠
2010/11/27,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2010/11/27,京都2歳S(OP),2000,芝,OP,6.OP,3.芝 中以遠
