開催日,レース名,距離,地肌,クラス
2013/12/08,2歳未勝利,1200,ダ,未勝利
2013/12/08,2歳未勝利,1800,芝,未勝利
2013/12/08,2歳未勝利,1400,芝,未勝利
2013/12/08,2歳新馬,1800,芝,新馬
2013/12/08,2歳新馬,1200,ダ,新馬
2013/12/08,3歳以上500万下,1800,ダ,500万
2013/12/08,3歳以上1000万下,1400,ダ,1000万
2013/12/08,摂津特別(1000万下),1600,芝,1000万
2013/12/08,オリオンS(1600万下),2400,芝,1600万
2013/12/08,阪神ジュベナイルF(G1),1600,芝,G1
2013/12/08,御影S(1600万下),1400,ダ,1600万
2013/12/07,2歳未勝利,1200,ダ,未勝利
2013/12/07,2歳未勝利,1800,ダ,未勝利
2013/12/07,2歳未勝利,1600,芝,未勝利
2013/12/07,2歳未勝利,2000,芝,未勝利
2013/12/07,2歳新馬,1800,ダ,新馬
2013/12/07,2歳新馬,1200,ダ,新馬
2013/12/07,2歳新馬,1600,芝,新馬
2013/12/07,3歳以上1000万下,2400,ダ,1000万
2013/12/07,黒松賞(500万下),1200,芝,500万
2013/12/07,幕張特別(1000万下),1800,芝,1000万
2013/12/07,北総S(1600万下),1800,ダ,1600万
2013/12/07,3歳以上500万下,1800,芝,500万
2013/12/07,2歳未勝利,1200,ダ,未勝利
2013/12/07,3歳以上500万下,1800,ダ,500万
2013/12/07,3歳以上500万下,1400,ダ,500万
2013/12/07,2歳未勝利,1200,芝,未勝利
2013/12/07,2歳未勝利,2000,芝,未勝利
2013/12/07,3歳以上500万下,1800,ダ,500万
2013/12/07,3歳以上500万下,2000,芝,500万
2013/12/07,3歳以上500万下,1900,ダ,500万
2013/12/07,3歳以上500万下,1200,ダ,500万
2013/12/07,浜名湖特別(1000万下),1800,ダ,1000万
2013/12/07,浜松S(1600万下),1400,芝,1600万
2013/12/07,三方ヶ原特別(500万下),1600,芝,500万
2013/12/07,2歳未勝利,1800,ダ,未勝利
2013/12/07,2歳未勝利,1400,ダ,未勝利
2013/12/07,2歳未勝利,1600,芝,未勝利
2013/12/07,障害3歳以上未勝利,2970,障,未勝利
2013/12/07,2歳新馬,1200,芝,新馬
2013/12/07,2歳新馬,1800,ダ,新馬
2013/12/07,3歳以上500万下,1800,芝,500万
2013/12/07,3歳以上500万下,1200,ダ,500万
2013/12/07,エリカ賞(500万下),2000,芝,500万
2013/12/07,境港特別(1000万下),2200,芝,1000万
2013/12/07,朝日チャレンジC(G3),1800,芝,G3
2013/12/07,3歳以上1000万下,1800,ダ,1000万
2013/12/01,2歳未勝利,1200,ダ,未勝利
2013/12/01,2歳未勝利,1800,ダ,未勝利
2013/12/01,2歳未勝利,2000,芝,未勝利
2013/12/01,障害3歳以上未勝利,2880,障,未勝利
2013/12/01,2歳新馬,1200,芝,新馬
2013/12/01,2歳新馬,1800,ダ,新馬
2013/12/01,2歳500万下,1200,ダ,500万
2013/12/01,3歳以上500万下,1200,ダ,500万
2013/12/01,霞ヶ浦特別(1000万下),1800,ダ,1000万
2013/12/01,市川S(1600万下),1200,芝,1600万
2013/12/01,ターコイズS(OP),1600,芝,OP
2013/12/01,3歳以上1000万下,2500,芝,1000万
2013/12/01,2歳未勝利,1400,ダ,未勝利
2013/12/01,3歳以上500万下,1200,ダ,500万
2013/12/01,3歳以上500万下,1800,ダ,500万
2013/12/01,2歳未勝利,1600,芝,未勝利
2013/12/01,2歳未勝利,2000,芝,未勝利
2013/12/01,3歳以上500万下,1900,ダ,500万
2013/12/01,3歳以上500万下,2000,芝,500万
2013/12/01,3歳以上500万下,1800,ダ,500万
2013/12/01,3歳以上500万下,1400,ダ,500万
2013/12/01,長良川特別(500万下),2200,芝,500万
2013/12/01,鳥羽特別(1000万下),1200,芝,1000万
2013/12/01,犬山特別(500万下),1400,芝,500万
2013/12/01,2歳未勝利,1200,ダ,未勝利
2013/12/01,2歳未勝利,1800,ダ,未勝利
2013/12/01,2歳未勝利,1600,芝,未勝利
2013/12/01,2歳未勝利,1800,芝,未勝利
2013/12/01,2歳新馬,2000,芝,新馬
2013/12/01,2歳新馬,1400,芝,新馬
2013/12/01,3歳以上500万下,1400,ダ,500万
2013/12/01,3歳以上1000万下,1800,ダ,1000万
2013/12/01,ポインセチア賞(500万下),1400,ダ,500万
2013/12/01,ゴールデンブーツT(1000万下),2000,芝,1000万
2013/12/01,ジャパンカップダート(G1),1800,ダ,G1
2013/12/01,ゴールデンホイップT(1600万下),1600,芝,1600万
2013/11/30,2歳未勝利,1200,ダ,未勝利
2013/11/30,2歳未勝利,1800,ダ,未勝利
2013/11/30,2歳未勝利,1200,芝,未勝利
2013/11/30,2歳新馬,1200,ダ,新馬
2013/11/30,2歳新馬,1800,芝,新馬
2013/11/30,3歳以上500万下,1800,ダ,500万
2013/11/30,3歳以上1000万下,1200,ダ,1000万
2013/11/30,イルミネーションJS(OP),3570,障,OP
2013/11/30,葉牡丹賞(500万下),2000,芝,500万
2013/11/30,アクアラインS(1600万下),1200,ダ,1600万
2013/11/30,ステイヤーズS(G2),3600,芝,G2
2013/11/30,3歳以上1000万下,1200,芝,1000万
2013/11/30,2歳未勝利,1800,ダ,未勝利
2013/11/30,3歳以上500万下,1200,ダ,500万
2013/11/30,3歳以上500万下,1400,ダ,500万
2013/11/30,2歳未勝利,1400,芝,未勝利
2013/11/30,2歳新馬,1800,ダ,新馬
2013/11/30,3歳以上500万下,1200,ダ,500万
2013/11/30,3歳以上500万下,1800,ダ,500万
2013/11/30,3歳以上500万下,2000,芝,500万
2013/11/30,3歳以上500万下,1600,芝,500万
2013/11/30,鳴海特別(1000万下),1400,ダ,1000万
2013/11/30,金鯱賞(G2),2000,芝,G2
2013/11/30,桑名特別(500万下),1200,芝,500万
2013/11/30,2歳未勝利,1400,ダ,未勝利
2013/11/30,2歳未勝利,1800,ダ,未勝利
2013/11/30,2歳未勝利,1400,芝,未勝利
2013/11/30,障害3歳以上未勝利,2970,障,未勝利
2013/11/30,2歳未勝利,2000,芝,未勝利
2013/11/30,2歳新馬,1400,ダ,新馬
2013/11/30,2歳新馬,1600,芝,新馬
2013/11/30,3歳以上500万下,2000,ダ,500万
2013/11/30,ゴールデンサドルT(1000万下),1400,芝,1000万
2013/11/30,千両賞(500万下),1600,芝,500万
2013/11/30,GブライドルT(1600万下),1800,ダ,1600万
2013/11/30,3歳以上1000万下,1200,ダ,1000万
2013/11/24,2歳未勝利,1600,ダ,未勝利
2013/11/24,2歳未勝利,1400,ダ,未勝利
2013/11/24,2歳未勝利,1800,芝,未勝利
2013/11/24,2歳新馬,2000,芝,新馬
2013/11/24,2歳新馬,1600,ダ,新馬
2013/11/24,3歳以上500万下,2400,芝,500万
2013/11/24,ベゴニア賞(500万下),1600,芝,500万
2013/11/24,シャングリラ賞(1000万下),1400,ダ,1000万
2013/11/24,アプローズ賞(1000万下),1600,芝,1000万
2013/11/24,ウェルカムS(1600万下),2000,芝,1600万
2013/11/24,ジャパンC(G1),2400,芝,G1
2013/11/24,2歳未勝利,1400,ダ,未勝利
2013/11/24,2歳未勝利,1600,芝,未勝利
2013/11/24,2歳未勝利,1800,ダ,未勝利
2013/11/24,障害3歳以上OP,3170,障,OP
2013/11/24,2歳新馬,2000,芝,新馬
2013/11/24,2歳新馬,1400,芝,新馬
2013/11/24,3歳以上500万下,1400,ダ,500万
2013/11/24,3歳以上500万下,1800,ダ,500万
2013/11/24,3歳以上1000万下,1200,芝,1000万
2013/11/24,白菊賞(500万下),1600,芝,500万
2013/11/24,醍醐S(1600万下),1200,芝,1600万
2013/11/24,京都オータムリーフP(OP),1400,ダ,OP
2013/11/23,2歳未勝利,1600,ダ,未勝利
2013/11/23,2歳未勝利,1400,芝,未勝利
2013/11/23,2歳未勝利,2000,芝,未勝利
2013/11/23,障害3歳以上未勝利,3000,障,未勝利
2013/11/23,2歳新馬,1600,芝,新馬
2013/11/23,2歳新馬,1400,芝,新馬
2013/11/23,3歳以上500万下,1600,ダ,500万
2013/11/23,3歳以上500万下,1400,ダ,500万
2013/11/23,オキザリス賞(500万下),1600,ダ,500万
2013/11/23,オリエンタル賞(1000万下),2000,芝,1000万
2013/11/23,キャピタルS(OP),1600,芝,OP
2013/11/23,3歳以上1000万下,1600,ダ,1000万
2013/11/23,2歳未勝利,1400,ダ,未勝利
2013/11/23,2歳未勝利,1400,芝,未勝利
2013/11/23,2歳未勝利,1200,ダ,未勝利
2013/11/23,障害3歳以上未勝利,2910,障,未勝利
2013/11/23,2歳未勝利,2000,芝,未勝利
2013/11/23,2歳新馬,1200,ダ,新馬
2013/11/23,2歳新馬,1600,芝,新馬
2013/11/23,3歳以上500万下,1600,芝,500万
2013/11/23,京都2歳S(OP),2000,芝,OP
2013/11/23,花背特別(1000万下),1800,ダ,1000万
2013/11/23,京阪杯(G3),1200,芝,G3
2013/11/23,3歳以上1000万下,1400,ダ,1000万
2013/11/17,2歳未勝利,1150,ダ,未勝利
2013/11/17,3歳以上500万下,1700,ダ,500万
2013/11/17,2歳未勝利,1200,芝,未勝利
2013/11/17,3歳以上500万下,1150,ダ,500万
2013/11/17,2歳新馬,1700,ダ,新馬
2013/11/17,3歳以上500万下,2600,芝,500万
2013/11/17,3歳以上500万下,1200,芝,500万
2013/11/17,3歳以上500万下,1800,芝,500万
2013/11/17,3歳以上500万下,1700,ダ,500万
2013/11/17,福島2歳S(OP),1200,芝,OP
2013/11/17,福島記念(G3),2000,芝,G3
2013/11/17,相馬特別(500万下),1200,芝,500万
2013/11/17,2歳未勝利,1400,ダ,未勝利
2013/11/17,2歳未勝利,1600,芝,未勝利
2013/11/17,2歳未勝利,1800,芝,未勝利
2013/11/17,障害3歳以上未勝利,3000,障,未勝利
2013/11/17,2歳新馬,1800,芝,新馬
2013/11/17,2歳新馬,1400,芝,新馬
2013/11/17,3歳以上500万下,2100,ダ,500万
2013/11/17,3歳以上1000万下,1800,芝,1000万
2013/11/17,からまつ賞(500万下),1400,芝,500万
2013/11/17,錦秋S(1600万下),1600,ダ,1600万
2013/11/17,霜月S(OP),1400,ダ,OP
2013/11/17,3歳以上1000万下,1600,ダ,1000万
2013/11/17,2歳未勝利,1400,ダ,未勝利
2013/11/17,2歳未勝利,1200,芝,未勝利
2013/11/17,2歳未勝利,1800,ダ,未勝利
2013/11/17,2歳未勝利,1600,芝,未勝利
2013/11/17,2歳新馬,1800,芝,新馬
2013/11/17,2歳新馬,1800,ダ,新馬
2013/11/17,3歳以上500万下,1400,ダ,500万
2013/11/17,3歳以上1000万下,1800,ダ,1000万
2013/11/17,秋明菊賞(500万下),1200,芝,500万
2013/11/17,衣笠特別(1000万下),1800,芝,1000万
2013/11/17,マイルチャンピオンS(G1),1600,芝,G1
2013/11/17,貴船S(1600万下),1200,ダ,1600万
2013/11/16,2歳未勝利,1700,ダ,未勝利
2013/11/16,3歳以上500万下,1700,ダ,500万
2013/11/16,2歳未勝利,1200,芝,未勝利
2013/11/16,2歳未勝利,2000,芝,未勝利
2013/11/16,3歳以上500万下,1150,ダ,500万
2013/11/16,3歳以上500万下,1200,芝,500万
2013/11/16,3歳以上500万下,1700,ダ,500万
2013/11/16,3歳以上500万下,1200,芝,500万
2013/11/16,3歳以上500万下,1150,ダ,500万
2013/11/16,伊達特別(500万下),2000,芝,500万
2013/11/16,河北新報杯(1000万下),1200,芝,1000万
2013/11/16,小峰城特別(500万下),1800,芝,500万
2013/11/16,2歳未勝利,1300,ダ,未勝利
2013/11/16,2歳未勝利,1600,ダ,未勝利
2013/11/16,2歳未勝利,1400,芝,未勝利
2013/11/16,2歳未勝利,2000,芝,未勝利
2013/11/16,2歳新馬,1600,芝,新馬
2013/11/16,2歳新馬,1400,ダ,新馬
2013/11/16,3歳以上500万下,1600,ダ,500万
2013/11/16,秋陽ジャンプS(OP),3110,障,OP
2013/11/16,伊勢佐木特別(1000万下),2100,ダ,1000万
2013/11/16,奥多摩S(1600万下),1400,芝,1600万
2013/11/16,東京スポーツ杯2歳S(G3),1800,芝,G3
2013/11/16,3歳以上1000万下,1400,芝,1000万
2013/11/16,2歳未勝利,1200,ダ,未勝利
2013/11/16,2歳未勝利,1600,芝,未勝利
2013/11/16,2歳未勝利,1800,芝,未勝利
2013/11/16,障害3歳以上未勝利,2910,障,未勝利
2013/11/16,2歳新馬,1400,ダ,新馬
2013/11/16,2歳新馬,1600,芝,新馬
2013/11/16,3歳以上500万下,1800,ダ,500万
2013/11/16,3歳以上1000万下,1200,ダ,1000万
2013/11/16,もちの木賞(500万下),1800,ダ,500万
2013/11/16,高雄特別(1000万下),2400,芝,1000万
2013/11/16,修学院S(1600万下),2000,芝,1600万
2013/11/16,3歳以上1000万下,1400,芝,1000万
2013/11/10,2歳未勝利,1700,ダ,未勝利
2013/11/10,2歳未勝利,1200,芝,未勝利
2013/11/10,3歳以上500万下,1700,ダ,500万
2013/11/10,3歳以上500万下,1150,ダ,500万
2013/11/10,2歳新馬,1800,芝,新馬
2013/11/10,3歳以上500万下,1150,ダ,500万
2013/11/10,3歳以上500万下,1700,ダ,500万
2013/11/10,3歳以上500万下,1200,芝,500万
2013/11/10,3歳以上500万下,1700,ダ,500万
2013/11/10,三春駒特別(500万下),2000,芝,500万
2013/11/10,みちのくS(1600万下),1200,芝,1600万
2013/11/10,西郷特別(500万下),1800,芝,500万
2013/11/10,2歳未勝利,1400,ダ,未勝利
2013/11/10,2歳未勝利,1600,芝,未勝利
2013/11/10,2歳新馬,1600,ダ,新馬
2013/11/10,障害3歳以上未勝利,3000,障,未勝利
2013/11/10,2歳新馬,1600,芝,新馬
2013/11/10,2歳500万下,1400,ダ,500万
2013/11/10,3歳以上500万下,1600,ダ,500万
2013/11/10,3歳以上1000万下,2000,芝,1000万
2013/11/10,ノベンバーS(1600万下),1800,芝,1600万
2013/11/10,オーロC(OP),1400,芝,OP
2013/11/10,東京中日S杯武蔵野S(G3),1600,ダ,G3
2013/11/10,3歳以上1000万下,1600,芝,1000万
2013/11/10,2歳未勝利,1400,ダ,未勝利
2013/11/10,2歳未勝利,1400,芝,未勝利
2013/11/10,2歳未勝利,1200,ダ,未勝利
2013/11/10,2歳新馬,1200,芝,新馬
2013/11/10,2歳新馬,2000,芝,新馬
2013/11/10,3歳以上500万下,1800,ダ,500万
2013/11/10,3歳以上1000万下,1900,ダ,1000万
2013/11/10,3歳以上1000万下,2000,芝,1000万
2013/11/10,花園S(1600万下),1800,ダ,1600万
2013/11/10,アンドロメダS(OP),2000,芝,OP
2013/11/10,エリザベス女王杯(G1),2200,芝,G1
2013/11/10,ドンカスターC(1000万下),1600,芝,1000万
2013/11/09,2歳未勝利,1150,ダ,未勝利
2013/11/09,2歳未勝利,1800,芝,未勝利
2013/11/09,2歳未勝利,1200,芝,未勝利
2013/11/09,3歳以上500万下,1700,ダ,500万
2013/11/09,3歳以上500万下,1150,ダ,500万
2013/11/09,3歳以上500万下,2400,ダ,500万
2013/11/09,3歳以上500万下,1200,芝,500万
2013/11/09,3歳以上500万下,2000,芝,500万
2013/11/09,3歳以上500万下,1700,ダ,500万
2013/11/09,霊山特別(500万下),2600,芝,500万
2013/11/09,福島放送賞(1000万下),1700,ダ,1000万
2013/11/09,五色沼特別(500万下),1200,芝,500万
2013/11/09,2歳未勝利,1600,ダ,未勝利
2013/11/09,2歳未勝利,1600,芝,未勝利
2013/11/09,2歳未勝利,2000,芝,未勝利
2013/11/09,2歳未勝利,1400,芝,未勝利
2013/11/09,2歳新馬,1300,ダ,新馬
2013/11/09,2歳新馬,2000,芝,新馬
2013/11/09,3歳以上500万下,1400,ダ,500万
2013/11/09,3歳以上1000万下,1300,ダ,1000万
2013/11/09,南武特別(1000万下),2400,芝,1000万
2013/11/09,銀嶺S(1600万下),1400,ダ,1600万
2013/11/09,京王杯2歳S(G2),1400,芝,G2
2013/11/09,3歳以上1000万下,1600,ダ,1000万
2013/11/09,2歳未勝利,1400,ダ,未勝利
2013/11/09,2歳未勝利,1600,芝,未勝利
2013/11/09,2歳未勝利,1800,ダ,未勝利
2013/11/09,2歳未勝利,2000,芝,未勝利
2013/11/09,2歳新馬,1600,芝,新馬
2013/11/09,2歳新馬,1400,ダ,新馬
2013/11/09,3歳以上500万下,2200,芝,500万
2013/11/09,京都ジャンプS(J.G3),3170,障,G3
2013/11/09,黄菊賞(500万下),1800,芝,500万
2013/11/09,比叡S(1600万下),2400,芝,1600万
2013/11/09,KBSファンタジーS(G3),1400,芝,G3
2013/11/09,3歳以上1000万下,1200,ダ,1000万
2013/11/03,2歳未勝利,1200,芝,未勝利
2013/11/03,2歳未勝利,2000,芝,未勝利
2013/11/03,2歳未勝利,1200,芝,未勝利
2013/11/03,3歳以上500万下,1700,ダ,500万
2013/11/03,3歳以上500万下,1150,ダ,500万
2013/11/03,3歳以上500万下,1800,芝,500万
2013/11/03,3歳以上500万下,1150,ダ,500万
2013/11/03,3歳以上500万下,2600,芝,500万
2013/11/03,3歳以上500万下,1700,ダ,500万
2013/11/03,檜原湖特別(500万下),2000,芝,500万
2013/11/03,フルーツラインC(1000万下),1150,ダ,1000万
2013/11/03,会津特別(500万下),1200,芝,500万
2013/11/03,2歳未勝利,1400,ダ,未勝利
2013/11/03,2歳未勝利,1800,芝,未勝利
2013/11/03,2歳未勝利,1400,芝,未勝利
2013/11/03,2歳未勝利,1600,ダ,未勝利
2013/11/03,2歳新馬,1400,ダ,新馬
2013/11/03,2歳新馬,1600,芝,新馬
2013/11/03,3歳以上500万下,1300,ダ,500万
2013/11/03,3歳以上1000万下,2100,ダ,1000万
2013/11/03,百日草特別(500万下),1800,芝,500万
2013/11/03,ユートピアS(1600万下),1600,芝,1600万
2013/11/03,アルゼンチン共和国杯(G2),2500,芝,G2
2013/11/03,3歳以上1000万下,1400,ダ,1000万
2013/11/03,2歳未勝利,1400,芝,未勝利
2013/11/03,2歳未勝利,1400,ダ,未勝利
2013/11/03,2歳新馬,1600,芝,新馬
2013/11/03,障害3歳以上未勝利,2910,障,未勝利
2013/11/03,2歳新馬,1800,芝,新馬
2013/11/03,2歳500万下,1200,ダ,500万
2013/11/03,3歳以上500万下,2000,芝,500万
2013/11/03,3歳以上500万下,1200,ダ,500万
2013/11/03,嵯峨野特別(1000万下),1800,ダ,1000万
2013/11/03,長岡京S(1600万下),1400,芝,1600万
2013/11/03,みやこS(G3),1800,ダ,G3
2013/11/03,3歳以上1000万下,1200,芝,1000万
2013/11/02,2歳未勝利,1150,ダ,未勝利
2013/11/02,2歳未勝利,1200,芝,未勝利
2013/11/02,3歳以上500万下,1700,ダ,500万
2013/11/02,3歳以上500万下,1150,ダ,500万
2013/11/02,2歳新馬,1200,芝,新馬
2013/11/02,3歳以上500万下,1700,ダ,500万
2013/11/02,3歳以上500万下,1200,芝,500万
2013/11/02,3歳以上500万下,2000,芝,500万
2013/11/02,3歳以上500万下,1700,ダ,500万
