開催日,レース名,距離,地肌,クラス
1985/12/22,3歳未勝利,1200,ダ,未勝利
1985/12/22,3歳未勝利,1600,芝,未勝利
1985/12/22,3歳新馬,1200,ダ,新馬
1985/12/22,3歳新馬,1600,芝,新馬
1985/12/22,4歳以上未勝利,3200,障,未勝利
1985/12/22,4歳以上400万下,1800,ダ,400万
1985/12/22,4歳以上900万下,2000,芝,900万
1985/12/22,万両賞(400万下),1800,芝,400万
1985/12/22,南総特別(900万下),1800,ダ,900万
1985/12/22,有馬記念(OP),2500,芝,OP
1985/12/22,4歳以上1400万下,1800,ダ,1400万
1985/12/22,3歳未勝利,1200,ダ,未勝利
1985/12/22,3歳未勝利,1600,芝,未勝利
1985/12/22,3歳新馬,1400,芝,新馬
1985/12/22,3歳400万下,1200,ダ,400万
1985/12/22,4歳以上400万下,1800,ダ,400万
1985/12/22,4歳以上400万下,1700,ダ,400万
1985/12/22,4歳以上400万下,1700,ダ,400万
1985/12/22,4歳以上900万下,1700,ダ,900万
1985/12/22,シクラメン賞(OP),2000,芝,OP
1985/12/22,サンタクロースH(1400万下),2500,芝,1400万
1985/12/22,サンケイスポーツ杯阪(OP),2000,芝,OP
1985/12/22,4歳以上900万下,1600,芝,900万
1985/12/21,3歳未勝利,1200,ダ,未勝利
1985/12/21,3歳未勝利,2000,芝,未勝利
1985/12/21,3歳新馬,2000,芝,新馬
1985/12/21,3歳400万下,1600,芝,400万
1985/12/21,4歳以上400万下,1800,ダ,400万
1985/12/21,4歳以上400万下,1800,ダ,400万
1985/12/21,4歳以上400万下,1800,ダ,400万
1985/12/21,4歳以上900万下,2500,芝,900万
1985/12/21,ひいらぎ賞(OP),2000,芝,OP
1985/12/21,中山大障害(OP),4100,障,OP
1985/12/21,クリスマスS(OP),1600,芝,OP
1985/12/21,4歳以上900万下,1800,ダ,900万
1985/12/21,3歳未勝利,1200,ダ,未勝利
1985/12/21,3歳未勝利,2000,芝,未勝利
1985/12/21,3歳新馬,1200,ダ,新馬
1985/12/21,4歳以上400万下,1800,ダ,400万
1985/12/21,4歳以上未勝利,3000,障,未勝利
1985/12/21,3歳新馬,1600,芝,新馬
1985/12/21,4歳以上400万下,1800,ダ,400万
1985/12/21,4歳以上900万下,1200,ダ,900万
