開催日,レース名,距離,年齢制限,一着賞金,地肌,クラス,通時,適性
1971/12/26,3歳未勝利,1200,1:２歳,0.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/26,3歳未勝利,1200,1:２歳,0.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/26,3歳新馬,1200,1:２歳,0.0,芝,新馬,o.未勝利,1.芝 短距離
1971/12/26,3歳,1600,1:２歳,0.0,芝,NoClass,z.NoClass,2.芝 マイル
1971/12/26,4歳以上100万下,1800,3:３歳以上,0.0,芝,100万,9.1勝,2.芝 マイル
1971/12/26,4歳以上700万下,1600,3:３歳以上,0.0,芝,700万,7.3勝,2.芝 マイル
1971/12/26,葉牡丹賞(200万下),1600,1:２歳,0.0,芝,200万,9.1勝,2.芝 マイル
1971/12/26,4歳以上500万下,1200,3:３歳以上,0.0,芝,500万,8.2勝,1.芝 短距離
1971/12/26,中山大障害(OP),4200,3:３歳以上,0.0,障,OP,6.OP,7.障害
1971/12/26,ステイヤーズステーク(OP),3600,3:３歳以上,0.0,芝,OP,6.OP,3.芝 中以遠
1971/12/26,4歳以上300万下,2000,3:３歳以上,0.0,芝,300万,9.1勝,3.芝 中以遠
1971/12/26,3歳未勝利,1400,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/26,3歳未勝利,1400,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/26,3歳100万下,1400,1:２歳,170.0,芝,100万,9.1勝,1.芝 短距離
1971/12/26,4歳以上未勝利,2600,3:３歳以上,200.0,障,未勝利,o.未勝利,7.障害
1971/12/26,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1971/12/26,4歳以上200万下,1600,3:３歳以上,270.0,芝,200万,9.1勝,2.芝 マイル
1971/12/26,シクラメン賞(200万下),1400,1:２歳,320.0,芝,200万,9.1勝,1.芝 短距離
1971/12/26,4歳以上700万下,1900,3:３歳以上,420.0,芝,700万,7.3勝,3.芝 中以遠
1971/12/26,阪神大賞典(OP),3100,3:３歳以上,1400.0,芝,OP,6.OP,3.芝 中以遠
1971/12/26,由良特別(600万下),1600,3:３歳以上,560.0,芝,600万,8.2勝,2.芝 マイル
1971/12/26,4歳以上300万下,1900,3:３歳以上,310.0,芝,300万,9.1勝,3.芝 中以遠
1971/12/25,3歳勝入,1200,1:２歳,0.0,ダ,NoClass,z.NoClass,4.砂 短距離
1971/12/25,4歳以上勝入,1800,3:３歳以上,0.0,ダ,NoClass,z.NoClass,5.砂 マイル
1971/12/25,4歳以上勝入200万円以下,2800,3:３歳以上,0.0,障,200万,9.1勝,7.障害
1971/12/25,3歳新馬,1200,1:２歳,0.0,芝,新馬,o.未勝利,1.芝 短距離
1971/12/25,3歳未勝利,1200,1:２歳,0.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/25,3歳未勝利,1200,1:２歳,0.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/25,万両賞(100万下),1600,1:２歳,0.0,芝,100万,9.1勝,2.芝 マイル
1971/12/25,4歳以上200万下,2000,3:３歳以上,0.0,芝,200万,9.1勝,3.芝 中以遠
1971/12/25,クリスマスハンデキャ(900万下),2500,3:３歳以上,0.0,芝,900万,7.3勝,3.芝 中以遠
1971/12/25,師走特別(400万下),1600,3:３歳以上,0.0,芝,400万,8.2勝,2.芝 マイル
1971/12/25,4歳以上600万下,1600,3:３歳以上,0.0,芝,600万,8.2勝,2.芝 マイル
1971/12/25,3歳未勝利,1400,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/25,3歳未勝利,1400,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/25,3歳未勝利,1400,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/25,3歳,1600,1:２歳,300.0,芝,NoClass,z.NoClass,2.芝 マイル
1971/12/25,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1971/12/25,4歳以上100万下,1900,3:３歳以上,190.0,芝,100万,9.1勝,3.芝 中以遠
1971/12/25,障害S(OP),3300,3:３歳以上,650.0,障,OP,6.OP,7.障害
1971/12/25,4歳以上500万下,1800,3:３歳以上,380.0,芝,500万,8.2勝,2.芝 マイル
1971/12/25,サンタクロースH(800万下),1900,3:３歳以上,600.0,芝,800万,7.3勝,3.芝 中以遠
1971/12/25,武庫川特別(400万下),2000,3:３歳以上,520.0,芝,400万,8.2勝,3.芝 中以遠
1971/12/25,4歳以上300万下,1900,3:３歳以上,310.0,芝,300万,9.1勝,3.芝 中以遠
1971/12/19,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/19,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/19,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1971/12/19,3歳200万下,1600,1:２歳,210.0,芝,200万,9.1勝,2.芝 マイル
1971/12/19,4歳以上200万下,1800,3:３歳以上,270.0,芝,200万,9.1勝,2.芝 マイル
1971/12/19,ひいらぎ賞(400万下),1600,1:２歳,400.0,芝,400万,8.2勝,2.芝 マイル
1971/12/19,寒暁特別(600万下),1800,3:３歳以上,560.0,芝,600万,8.2勝,2.芝 マイル
1971/12/19,4歳以上500万下,1800,3:３歳以上,380.0,芝,500万,8.2勝,2.芝 マイル
1971/12/19,有馬記念(OP),2500,3:３歳以上,2400.0,芝,OP,6.OP,3.芝 中以遠
1971/12/19,4歳以上300万下,1600,3:３歳以上,310.0,芝,300万,9.1勝,2.芝 マイル
1971/12/19,3歳未勝利,1000,1:２歳,100.0,ダ,未勝利,o.未勝利,4.砂 短距離
1971/12/19,3歳未勝利,1000,1:２歳,100.0,ダ,未勝利,o.未勝利,4.砂 短距離
1971/12/19,3歳100万下,1000,1:２歳,110.0,ダ,100万,9.1勝,4.砂 短距離
1971/12/19,3歳100万下,1000,1:２歳,150.0,ダ,100万,9.1勝,4.砂 短距離
1971/12/19,4歳以上100万下,1600,3:３歳以上,190.0,ダ,100万,9.1勝,5.砂 マイル
1971/12/19,4歳以上100万下,1800,3:３歳以上,190.0,ダ,100万,9.1勝,5.砂 マイル
1971/12/19,4歳以上500万下,1700,3:３歳以上,340.0,ダ,500万,8.2勝,5.砂 マイル
1971/12/19,中京3歳S(OP),1400,1:２歳,600.0,芝,OP,6.OP,1.芝 短距離
1971/12/19,師走特別(400万下),1700,3:３歳以上,460.0,芝,400万,8.2勝,2.芝 マイル
1971/12/19,愛知杯(OP),2000,3:３歳以上,1000.0,芝,OP,6.OP,3.芝 中以遠
1971/12/19,4歳以上,1600,3:３歳以上,130.0,ダ,NoClass,z.NoClass,5.砂 マイル
1971/12/19,3歳未勝利,1400,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/19,3歳未勝利,1400,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/19,3歳200万下,1400,1:２歳,210.0,芝,200万,9.1勝,1.芝 短距離
1971/12/19,4歳以上200万下,2600,3:３歳以上,250.0,障,200万,9.1勝,7.障害
1971/12/19,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1971/12/19,4歳以上200万下,1900,3:３歳以上,270.0,芝,200万,9.1勝,3.芝 中以遠
1971/12/19,3歳牝馬特別(100万下),1600,1:２歳,280.0,芝,100万,9.1勝,2.芝 マイル
1971/12/19,4歳以上600万下,1900,3:３歳以上,400.0,芝,600万,8.2勝,3.芝 中以遠
1971/12/19,阪神牝馬特別(OP),2000,3:３歳以上,1000.0,芝,OP,6.OP,3.芝 中以遠
1971/12/19,短距離特別(700万下),1400,3:３歳以上,580.0,芝,700万,7.3勝,1.芝 短距離
1971/12/19,4歳以上300万下,1900,3:３歳以上,310.0,芝,300万,9.1勝,3.芝 中以遠
1971/12/18,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/18,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/18,4歳以上未勝利,2800,3:３歳以上,200.0,障,未勝利,o.未勝利,7.障害
1971/12/18,3歳新馬,1200,1:２歳,90.0,芝,新馬,o.未勝利,1.芝 短距離
1971/12/18,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/18,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1971/12/18,3歳100万下,1200,1:２歳,170.0,芝,100万,9.1勝,1.芝 短距離
1971/12/18,黒松賞(200万下),1600,1:２歳,320.0,芝,200万,9.1勝,2.芝 マイル
1971/12/18,4歳以上300万下,1800,3:３歳以上,310.0,芝,300万,9.1勝,2.芝 マイル
1971/12/18,牝馬特別(700万下),1600,3:３歳以上,580.0,芝,700万,7.3勝,2.芝 マイル
1971/12/18,冬至特別(500万下),2300,3:３歳以上,540.0,芝,500万,8.2勝,3.芝 中以遠
1971/12/18,4歳以上100万下,2000,3:３歳以上,190.0,芝,100万,9.1勝,3.芝 中以遠
1971/12/18,3歳未勝利,1000,1:２歳,80.0,ダ,未勝利,o.未勝利,4.砂 短距離
1971/12/18,3歳未勝利,1000,1:２歳,100.0,ダ,未勝利,o.未勝利,4.砂 短距離
1971/12/18,3歳未勝利,1000,1:２歳,100.0,ダ,未勝利,o.未勝利,4.砂 短距離
1971/12/18,3歳未勝利,1000,1:２歳,100.0,ダ,未勝利,o.未勝利,4.砂 短距離
1971/12/18,3歳新馬,1200,1:２歳,170.0,芝,新馬,o.未勝利,1.芝 短距離
1971/12/18,3歳200万下,1000,1:２歳,180.0,ダ,200万,9.1勝,4.砂 短距離
1971/12/18,4歳以上100万下,1600,3:３歳以上,190.0,ダ,100万,9.1勝,5.砂 マイル
1971/12/18,4歳以上300万下,1700,3:３歳以上,280.0,ダ,300万,9.1勝,5.砂 マイル
1971/12/18,アラブ3歳S(OP),1600,1:２歳,170.0,ダ,OP,6.OP,5.砂 マイル
