開催日,レース名,距離,地肌,クラス,通時
2005/12/25,2歳未勝利,1200,ダ,未勝利,o.未勝利
2005/12/25,2歳未勝利,1800,ダ,未勝利,o.未勝利
2005/12/25,2歳未勝利,2000,芝,未勝利,o.未勝利
2005/12/25,2歳新馬,2000,芝,新馬,o.未勝利
2005/12/25,ホープフルS(OP),2000,芝,OP,6.OP
2005/12/25,3歳以上500万下,1800,ダ,500万,9.1勝
2005/12/25,グッドラックH(1000万下),2500,芝,1000万,8.2勝
2005/12/25,フェアウェルS(1600万下),1800,ダ,1600万,7.3勝
2005/12/25,有馬記念(G1),2500,芝,G1,1.G1
2005/12/25,ハッピーエンドC(1000万下),1200,ダ,1000万,8.2勝
2005/12/25,2歳未勝利,1000,ダ,未勝利,o.未勝利
2005/12/25,3歳以上500万下,1700,ダ,500万,9.1勝
2005/12/25,3歳以上500万下,1700,ダ,500万,9.1勝
2005/12/25,3歳以上500万下,1700,ダ,500万,9.1勝
2005/12/25,3歳以上500万下,1000,ダ,500万,9.1勝
2005/12/25,3歳以上500万下,1700,ダ,500万,9.1勝
2005/12/25,2歳未勝利,1800,芝,未勝利,o.未勝利
2005/12/25,2歳新馬,1200,芝,新馬,o.未勝利
2005/12/25,3歳以上500万下,1200,芝,500万,9.1勝
2005/12/25,矢作川特別(1000万下),1700,ダ,1000万,8.2勝
2005/12/25,中京日経賞(1000万下),1200,芝,1000万,8.2勝
2005/12/25,尾張特別(500万下),1800,芝,500万,9.1勝
2005/12/25,2歳未勝利,1800,ダ,未勝利,o.未勝利
2005/12/25,2歳未勝利,1400,ダ,未勝利,o.未勝利
2005/12/25,2歳未勝利,2000,芝,未勝利,o.未勝利
2005/12/25,2歳新馬,1400,ダ,新馬,o.未勝利
2005/12/25,2歳新馬,1600,芝,新馬,o.未勝利
2005/12/25,2歳500万下,1600,芝,500万,9.1勝
2005/12/25,3歳以上500万下,1800,ダ,500万,9.1勝
2005/12/25,3歳以上1000万下,1400,ダ,1000万,8.2勝
2005/12/25,三木ホースランドJS(OP),3900,障,OP,6.OP
2005/12/25,江坂特別(1000万下),2500,芝,1000万,8.2勝
2005/12/25,六甲アイランドS(1600万下),1200,芝,1600万,7.3勝
2005/12/25,2005ファイナルS(OP),1600,芝,OP,6.OP
2005/12/24,2歳未勝利,1200,ダ,未勝利,o.未勝利
2005/12/24,2歳未勝利,1800,ダ,未勝利,o.未勝利
2005/12/24,2歳未勝利,1200,芝,未勝利,o.未勝利
