開催日,レース名,距離,年齢制限,一着賞金,地肌,クラス,通時,適性
1999/12/26,3歳未勝利,1200,1:２歳,510.0,ダ,未勝利,o.未勝利,4.砂 短距離
1999/12/26,3歳新馬,1800,1:２歳,600.0,ダ,新馬,o.未勝利,5.砂 マイル
1999/12/26,3歳新馬,1600,1:２歳,600.0,芝,新馬,o.未勝利,2.芝 マイル
1999/12/26,4歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
1999/12/26,グッドラックH(900万下),2500,3:３歳以上,1450.0,芝,900万,8.2勝,3.芝 中以遠
1999/12/26,ハッピーエンドC(900万下),1200,3:３歳以上,1450.0,ダ,900万,8.2勝,4.砂 短距離
1999/12/26,ホープフルS(OP),2000,1:２歳,1600.0,芝,OP,6.OP,3.芝 中以遠
1999/12/26,フェアウェルS(1600万下),1800,3:３歳以上,1800.0,ダ,1600万,7.3勝,5.砂 マイル
1999/12/26,有馬記念(G1),2500,3:３歳以上,13200.0,芝,G1,1.G1,3.芝 中以遠
1999/12/26,4歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
1999/12/26,3歳未勝利,1800,1:２歳,510.0,ダ,未勝利,o.未勝利,5.砂 マイル
1999/12/26,3歳未勝利,1400,1:２歳,510.0,芝,未勝利,o.未勝利,1.芝 短距離
1999/12/26,3歳新馬,1200,1:２歳,600.0,芝,新馬,o.未勝利,1.芝 短距離
1999/12/26,3歳新馬,2000,1:２歳,600.0,芝,新馬,o.未勝利,3.芝 中以遠
1999/12/26,障害4歳以上未勝利,3000,3:３歳以上,950.0,障,未勝利,o.未勝利,7.障害
1999/12/26,3歳500万下,1800,1:２歳,700.0,ダ,500万,9.1勝,5.砂 マイル
1999/12/26,4歳以上900万下,1200,3:３歳以上,1050.0,ダ,900万,8.2勝,4.砂 短距離
1999/12/26,江坂特別(900万下),2500,3:３歳以上,1450.0,芝,900万,8.2勝,3.芝 中以遠
1999/12/26,4歳以上500万下,1400,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
1999/12/26,サンタクロースS(1600万下),1400,3:３歳以上,1800.0,ダ,1600万,7.3勝,4.砂 短距離
1999/12/26,六甲S(OP),2000,3:３歳以上,2400.0,芝,OP,6.OP,3.芝 中以遠
1999/12/26,4歳以上900万下,1200,3:３歳以上,1050.0,芝,900万,8.2勝,1.芝 短距離
1999/12/25,3歳未勝利,1200,1:２歳,510.0,ダ,未勝利,o.未勝利,4.砂 短距離
1999/12/25,3歳未勝利,1800,1:２歳,510.0,ダ,未勝利,o.未勝利,5.砂 マイル
1999/12/25,3歳新馬,1200,1:２歳,600.0,ダ,新馬,o.未勝利,4.砂 短距離
1999/12/25,3歳新馬,2000,1:２歳,600.0,芝,新馬,o.未勝利,3.芝 中以遠
1999/12/25,障害4歳以上未勝利,2700,3:３歳以上,950.0,障,未勝利,o.未勝利,7.障害
1999/12/25,3歳新馬,1200,1:２歳,600.0,芝,新馬,o.未勝利,1.芝 短距離
1999/12/25,3歳500万下,1200,1:２歳,700.0,ダ,500万,9.1勝,4.砂 短距離
1999/12/25,4歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
1999/12/25,クリスマスS(OP),1600,3:３歳以上,2400.0,芝,OP,6.OP,2.芝 マイル
1999/12/25,アクアラインS(1600万下),1800,3:３歳以上,1800.0,芝,1600万,7.3勝,2.芝 マイル
1999/12/25,フェアリーS(G3),1200,1:２歳,3200.0,芝,G3,3.G3,1.芝 短距離
1999/12/25,4歳以上900万下,1800,3:３歳以上,1050.0,ダ,900万,8.2勝,5.砂 マイル
1999/12/25,3歳未勝利,1200,1:２歳,510.0,ダ,未勝利,o.未勝利,4.砂 短距離
1999/12/25,3歳未勝利,2000,1:２歳,510.0,芝,未勝利,o.未勝利,3.芝 中以遠
1999/12/25,3歳新馬,1800,1:２歳,600.0,ダ,新馬,o.未勝利,5.砂 マイル
1999/12/25,3歳新馬,1600,1:２歳,600.0,芝,新馬,o.未勝利,2.芝 マイル
1999/12/25,4歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
1999/12/25,4歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
1999/12/25,4歳以上900万下,1800,3:３歳以上,1050.0,ダ,900万,8.2勝,5.砂 マイル
1999/12/25,三木ホースランドJS(OP),3800,3:３歳以上,1800.0,障,OP,6.OP,7.障害
1999/12/25,クリスマスキャロルS(1600万下),2200,3:３歳以上,1800.0,芝,1600万,7.3勝,3.芝 中以遠
1999/12/25,摩耶S(OP),1200,3:３歳以上,2400.0,芝,OP,6.OP,1.芝 短距離
1999/12/25,ラジオたんぱ杯3歳S(G3),2000,1:２歳,3200.0,芝,G3,3.G3,3.芝 中以遠
1999/12/25,4歳以上900万下,1400,3:３歳以上,1050.0,ダ,900万,8.2勝,4.砂 短距離
1999/12/19,3歳未勝利,1200,1:２歳,510.0,ダ,未勝利,o.未勝利,4.砂 短距離
1999/12/19,3歳未勝利,1800,1:２歳,510.0,ダ,未勝利,o.未勝利,5.砂 マイル
1999/12/19,3歳新馬,1600,1:２歳,600.0,芝,新馬,o.未勝利,2.芝 マイル
1999/12/19,4歳以上500万下,2400,3:３歳以上,750.0,ダ,500万,9.1勝,6.砂 中以遠
1999/12/19,障害4歳以上未勝利,2700,3:３歳以上,950.0,障,未勝利,o.未勝利,7.障害
1999/12/19,4歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
1999/12/19,ひいらぎ賞(500万下),1600,1:２歳,1000.0,芝,500万,9.1勝,2.芝 マイル
1999/12/19,清澄特別(900万下),1800,3:３歳以上,1450.0,芝,900万,8.2勝,2.芝 マイル
1999/12/19,冬至S(1600万下),2500,3:３歳以上,1800.0,芝,1600万,7.3勝,3.芝 中以遠
1999/12/19,千葉テレビ杯(900万下),1800,3:３歳以上,1450.0,ダ,900万,8.2勝,5.砂 マイル
1999/12/19,スプリンターズS(G1),1200,3:３歳以上,9400.0,芝,G1,1.G1,1.芝 短距離
1999/12/19,4歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
1999/12/19,3歳未勝利,1200,1:２歳,510.0,ダ,未勝利,o.未勝利,4.砂 短距離
1999/12/19,3歳未勝利,1800,1:２歳,510.0,ダ,未勝利,o.未勝利,5.砂 マイル
1999/12/19,3歳未勝利,1600,1:２歳,510.0,芝,未勝利,o.未勝利,2.芝 マイル
1999/12/19,3歳新馬,1200,1:２歳,600.0,芝,新馬,o.未勝利,1.芝 短距離
1999/12/19,4歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
1999/12/19,4歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
1999/12/19,4歳以上900万下,1400,3:３歳以上,1050.0,ダ,900万,8.2勝,4.砂 短距離
1999/12/19,4歳以上900万下,1800,3:３歳以上,1050.0,ダ,900万,8.2勝,5.砂 マイル
1999/12/19,さざんか賞(500万下),1400,1:２歳,1000.0,芝,500万,9.1勝,1.芝 短距離
1999/12/19,元町S(1600万下),1800,3:３歳以上,1800.0,ダ,1600万,7.3勝,5.砂 マイル
1999/12/19,サンスポ阪神牝馬特別(G2),1600,3:３歳以上,6000.0,芝,G2,2.G2,2.芝 マイル
