開催日,レース名,距離,年齢制限,一着賞金,地肌,クラス,通時,適性
2019/12/28,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2019/12/28,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2019/12/28,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2019/12/28,2歳未勝利,1800,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2019/12/28,2歳新馬,2000,1:２歳,700.0,芝,新馬,o.未勝利,3.芝 中以遠
2019/12/28,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2019/12/28,ヤングJSFR中山1(1勝クラス),2000,3:３歳以上,1050.0,芝,1勝,9.1勝,3.芝 中以遠
2019/12/28,3歳以上1勝クラス,1800,3:３歳以上,750.0,ダ,1勝,9.1勝,5.砂 マイル
2019/12/28,ヤングJSFR中山2(2勝クラス),1800,3:３歳以上,1500.0,ダ,2勝,8.2勝,5.砂 マイル
2019/12/28,立志S(3勝クラス),1600,3:３歳以上,1820.0,芝,3勝,7.3勝,2.芝 マイル
2019/12/28,ホープフルS(G1),2000,1:２歳,7000.0,芝,G1,1.G1,3.芝 中以遠
2019/12/28,ベストウィッシュC(2勝クラス),1600,3:３歳以上,1500.0,芝,2勝,8.2勝,2.芝 マイル
2019/12/28,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2019/12/28,2歳未勝利,1400,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2019/12/28,2歳未勝利,1800,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2019/12/28,2歳新馬,1400,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2019/12/28,2歳新馬,2000,1:２歳,700.0,芝,新馬,o.未勝利,3.芝 中以遠
2019/12/28,2歳1勝クラス,1800,1:２歳,720.0,芝,1勝,9.1勝,2.芝 マイル
2019/12/28,3歳以上1勝クラス,1800,3:３歳以上,750.0,ダ,1勝,9.1勝,5.砂 マイル
2019/12/28,3歳以上1勝クラス,1600,3:３歳以上,750.0,芝,1勝,9.1勝,2.芝 マイル
2019/12/28,春待月賞(2勝クラス),1400,3:３歳以上,1500.0,ダ,2勝,8.2勝,4.砂 短距離
2019/12/28,フォーチュンC(2勝クラス),2000,3:３歳以上,1500.0,芝,2勝,8.2勝,3.芝 中以遠
2019/12/28,ベテルギウスS(L),1800,3:３歳以上,2300.0,ダ,(L),5.(L),5.砂 マイル
2019/12/28,2019ファイナルS(3勝クラス),1200,3:３歳以上,1820.0,芝,3勝,7.3勝,1.芝 短距離
2019/12/22,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2019/12/22,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2019/12/22,2歳未勝利,1600,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2019/12/22,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2019/12/22,2歳新馬,1600,1:２歳,700.0,芝,新馬,o.未勝利,2.芝 マイル
2019/12/22,2歳1勝クラス,1200,1:２歳,720.0,ダ,1勝,9.1勝,4.砂 短距離
2019/12/22,3歳以上1勝クラス,1800,3:３歳以上,750.0,ダ,1勝,9.1勝,5.砂 マイル
2019/12/22,グッドラックH(2勝クラス),2500,3:３歳以上,1500.0,芝,2勝,8.2勝,3.芝 中以遠
2019/12/22,ノエル賞(2勝クラス),1800,3:３歳以上,1500.0,芝,2勝,8.2勝,2.芝 マイル
2019/12/22,フェアウェルS(3勝クラス),1200,3:３歳以上,1820.0,ダ,3勝,7.3勝,4.砂 短距離
2019/12/22,有馬記念(G1),2500,3:３歳以上,30000.0,芝,G1,1.G1,3.芝 中以遠
2019/12/22,クリスマスC(2勝クラス),1200,3:３歳以上,1500.0,芝,2勝,8.2勝,1.芝 短距離
2019/12/22,2歳未勝利,1400,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2019/12/22,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2019/12/22,2歳未勝利,1200,1:２歳,500.0,芝,未勝利,o.未勝利,1.芝 短距離
2019/12/22,2歳未勝利,2000,1:２歳,500.0,芝,未勝利,o.未勝利,3.芝 中以遠
2019/12/22,障害3歳以上未勝利,2970,3:３歳以上,780.0,障,未勝利,o.未勝利,7.障害
2019/12/22,2歳新馬,1400,1:２歳,700.0,芝,新馬,o.未勝利,1.芝 短距離
2019/12/22,3歳以上1勝クラス,2000,3:３歳以上,750.0,ダ,1勝,9.1勝,6.砂 中以遠
2019/12/22,3歳以上2勝クラス,1800,3:３歳以上,1100.0,ダ,2勝,8.2勝,5.砂 マイル
2019/12/22,千両賞(1勝クラス),1600,1:２歳,1000.0,芝,1勝,9.1勝,2.芝 マイル
2019/12/22,クリスマスキャロル賞(2勝クラス),1600,3:３歳以上,1500.0,芝,2勝,8.2勝,2.芝 マイル
2019/12/22,サンタクロースS(3勝クラス),2000,3:３歳以上,1820.0,芝,3勝,7.3勝,3.芝 中以遠
2019/12/22,ギャラクシーS(OP),1400,3:３歳以上,2200.0,ダ,OP,6.OP,4.砂 短距離
2019/12/21,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2019/12/21,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2019/12/21,2歳未勝利,2000,1:２歳,500.0,芝,未勝利,o.未勝利,3.芝 中以遠
2019/12/21,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2019/12/21,2歳新馬,2000,1:２歳,700.0,芝,新馬,o.未勝利,3.芝 中以遠
2019/12/21,2歳新馬,1800,1:２歳,700.0,ダ,新馬,o.未勝利,5.砂 マイル
