開催日,レース名,距離,年齢制限,一着賞金,地肌,クラス,通時,適性
1990/12/23,3歳未勝利,1600,1:２歳,460.0,芝,未勝利,o.未勝利,2.芝 マイル
1990/12/23,3歳新馬,1200,1:２歳,550.0,ダ,新馬,o.未勝利,4.砂 短距離
1990/12/23,3歳新馬,1600,1:２歳,550.0,芝,新馬,o.未勝利,2.芝 マイル
1990/12/23,4歳以上500万下,1200,3:３歳以上,670.0,ダ,500万,9.1勝,4.砂 短距離
1990/12/23,グッドラックH(900万下),2500,3:３歳以上,1230.0,芝,900万,8.2勝,3.芝 中以遠
1990/12/23,ホープフルS(OP),2000,1:２歳,1300.0,芝,OP,6.OP,3.芝 中以遠
1990/12/23,ジョッキーズG.P.(900万下),1800,3:３歳以上,1230.0,芝,900万,8.2勝,2.芝 マイル
1990/12/23,’90フェアウェルS(1500万下),2000,3:３歳以上,1550.0,芝,1500万,7.3勝,3.芝 中以遠
1990/12/23,有馬記念(G1),2500,3:３歳以上,11000.0,芝,G1,1.G1,3.芝 中以遠
1990/12/23,4歳以上500万下,1800,3:３歳以上,670.0,ダ,500万,9.1勝,5.砂 マイル
1990/12/23,3歳未勝利,1400,1:２歳,460.0,ダ,未勝利,o.未勝利,4.砂 短距離
1990/12/23,3歳新馬,1800,1:２歳,550.0,芝,新馬,o.未勝利,2.芝 マイル
1990/12/23,3歳500万下,1400,1:２歳,630.0,ダ,500万,9.1勝,4.砂 短距離
1990/12/23,4歳以上500万下,1800,3:３歳以上,335.0,ダ,500万,9.1勝,5.砂 マイル
1990/12/23,障害4歳以上400万下,3290,3:３歳以上,1000.0,障,400万,9.1勝,7.障害
1990/12/23,4歳以上500万下,1200,3:３歳以上,670.0,ダ,500万,9.1勝,4.砂 短距離
1990/12/23,4歳以上900万下,1800,3:３歳以上,910.0,ダ,900万,8.2勝,5.砂 マイル
1990/12/23,4歳以上900万下,1800,3:３歳以上,910.0,ダ,900万,8.2勝,5.砂 マイル
1990/12/23,シクラメンS(OP),2000,1:２歳,1300.0,芝,OP,6.OP,3.芝 中以遠
1990/12/23,円山特別(900万下),1400,3:３歳以上,1230.0,ダ,900万,8.2勝,4.砂 短距離
1990/12/23,古都S(OP),2000,3:３歳以上,2000.0,芝,OP,6.OP,3.芝 中以遠
1990/12/23,4歳以上900万下,2400,3:３歳以上,910.0,芝,900万,8.2勝,3.芝 中以遠
1990/12/22,3歳未勝利,1200,1:２歳,460.0,ダ,未勝利,o.未勝利,4.砂 短距離
1990/12/22,3歳未勝利,2000,1:２歳,460.0,芝,未勝利,o.未勝利,3.芝 中以遠
1990/12/22,3歳新馬,1200,1:２歳,550.0,芝,新馬,o.未勝利,1.芝 短距離
1990/12/22,3歳新馬,1800,1:２歳,550.0,芝,新馬,o.未勝利,2.芝 マイル
1990/12/22,3歳新馬,1800,1:２歳,550.0,芝,新馬,o.未勝利,2.芝 マイル
1990/12/22,3歳500万下,1800,1:２歳,630.0,ダ,500万,9.1勝,5.砂 マイル
1990/12/22,4歳以上500万下,1800,3:３歳以上,670.0,ダ,500万,9.1勝,5.砂 マイル
1990/12/22,4歳以上900万下,1800,3:３歳以上,910.0,ダ,900万,8.2勝,5.砂 マイル
1990/12/22,すずかけS(OP),1200,1:２歳,1300.0,芝,OP,6.OP,1.芝 短距離
1990/12/22,中山大障害(秋)(G),4100,3:３歳以上,5500.0,障,(G),4.(G),7.障害
1990/12/22,クリスマスS(OP),1600,3:３歳以上,2000.0,芝,OP,6.OP,2.芝 マイル
1990/12/22,4歳以上900万下,1200,3:３歳以上,910.0,芝,900万,8.2勝,1.芝 短距離
1990/12/22,3歳未勝利,1200,1:２歳,460.0,ダ,未勝利,o.未勝利,4.砂 短距離
1990/12/22,3歳未勝利,2000,1:２歳,460.0,芝,未勝利,o.未勝利,3.芝 中以遠
1990/12/22,3歳新馬,1200,1:２歳,550.0,ダ,新馬,o.未勝利,4.砂 短距離
1990/12/22,3歳新馬,1400,1:２歳,550.0,芝,新馬,o.未勝利,1.芝 短距離
1990/12/22,障害4歳以上未勝利,3000,3:３歳以上,790.0,障,未勝利,o.未勝利,7.障害
1990/12/22,3歳新馬,1400,1:２歳,550.0,芝,新馬,o.未勝利,1.芝 短距離
1990/12/22,4歳以上500万下,1800,3:３歳以上,670.0,ダ,500万,9.1勝,5.砂 マイル
1990/12/22,4歳以上500万下,1400,3:３歳以上,670.0,ダ,500万,9.1勝,4.砂 短距離
1990/12/22,河原町特別(900万下),2000,3:３歳以上,1230.0,芝,900万,8.2勝,3.芝 中以遠
1990/12/22,サンタクロースH(1500万下),1800,3:３歳以上,1550.0,ダ,1500万,7.3勝,5.砂 マイル
1990/12/22,ラジオたんぱ3歳牝S(G3),1600,1:２歳,2900.0,芝,G3,3.G3,2.芝 マイル
1990/12/22,4歳以上900万下,1600,3:３歳以上,910.0,芝,900万,8.2勝,2.芝 マイル
1990/12/16,3歳OP,1200,1:２歳,440.0,ダ,OP,6.OP,4.砂 短距離
1990/12/16,3歳未勝利,1200,1:２歳,460.0,ダ,未勝利,o.未勝利,4.砂 短距離
1990/12/16,3歳未勝利,1200,1:２歳,460.0,芝,未勝利,o.未勝利,1.芝 短距離
1990/12/16,3歳新馬,1600,1:２歳,550.0,芝,新馬,o.未勝利,2.芝 マイル
1990/12/16,障害4歳以上未勝利,2700,3:３歳以上,790.0,障,未勝利,o.未勝利,7.障害
1990/12/16,4歳以上500万下,1800,3:３歳以上,670.0,ダ,500万,9.1勝,5.砂 マイル
1990/12/16,4歳以上500万下,1200,3:３歳以上,670.0,ダ,500万,9.1勝,4.砂 短距離
1990/12/16,千葉テレビ杯(900万下),1200,3:３歳以上,1230.0,ダ,900万,8.2勝,4.砂 短距離
1990/12/16,冬至S(1500万下),2500,3:３歳以上,1550.0,芝,1500万,7.3勝,3.芝 中以遠
1990/12/16,スプリンターズS(G1),1200,3:３歳以上,8000.0,芝,G1,1.G1,1.芝 短距離
1990/12/16,4歳以上900万下,2000,3:３歳以上,910.0,芝,900万,8.2勝,3.芝 中以遠
1990/12/16,4歳以上OP,1700,3:３歳以上,540.0,ダ,OP,6.OP,5.砂 マイル
1990/12/16,3歳未勝利,1800,1:２歳,460.0,芝,未勝利,o.未勝利,2.芝 マイル
1990/12/16,3歳新馬,1200,1:２歳,550.0,芝,新馬,o.未勝利,1.芝 短距離
1990/12/16,4歳以上500万下,1700,3:３歳以上,670.0,ダ,500万,9.1勝,5.砂 マイル
1990/12/16,4歳以上500万下,1000,3:３歳以上,670.0,ダ,500万,9.1勝,4.砂 短距離
1990/12/16,4歳以上500万下,1700,3:３歳以上,670.0,ダ,500万,9.1勝,5.砂 マイル
1990/12/16,4歳以上500万下,1700,3:３歳以上,670.0,ダ,500万,9.1勝,5.砂 マイル
1990/12/16,4歳以上500万下,2000,3:３歳以上,670.0,芝,500万,9.1勝,3.芝 中以遠
1990/12/16,中京3歳S(OP),1800,1:２歳,1300.0,芝,OP,6.OP,2.芝 マイル
1990/12/16,クリスマスキャロル賞(900万下),1800,3:３歳以上,1230.0,芝,900万,8.2勝,2.芝 マイル
1990/12/16,ウインターS(G3),2300,3:３歳以上,3600.0,ダ,G3,3.G3,6.砂 中以遠
1990/12/16,4歳以上500万下,2000,3:３歳以上,670.0,芝,500万,9.1勝,3.芝 中以遠
1990/12/16,3歳未勝利,1200,1:２歳,460.0,ダ,未勝利,o.未勝利,4.砂 短距離
1990/12/16,3歳未勝利,1400,1:２歳,460.0,ダ,未勝利,o.未勝利,4.砂 短距離
1990/12/16,3歳新馬,1200,1:２歳,550.0,芝,新馬,o.未勝利,1.芝 短距離
1990/12/16,障害4歳以上未勝利,3000,3:３歳以上,395.0,障,未勝利,o.未勝利,7.障害
1990/12/16,3歳500万下,1800,1:２歳,630.0,ダ,500万,9.1勝,5.砂 マイル
1990/12/16,4歳以上500万下,1200,3:３歳以上,670.0,ダ,500万,9.1勝,4.砂 短距離
1990/12/16,4歳以上500万下,1800,3:３歳以上,670.0,ダ,500万,9.1勝,5.砂 マイル
1990/12/16,室町特別(900万下),1400,3:３歳以上,1230.0,芝,900万,8.2勝,1.芝 短距離
1990/12/16,オリオンS(1500万下),2400,3:３歳以上,1550.0,芝,1500万,7.3勝,3.芝 中以遠
1990/12/16,サンスポ阪神牝馬特別(G3),2000,3:３歳以上,3700.0,芝,G3,3.G3,3.芝 中以遠
