開催日,レース名,距離,年齢制限,一着賞金,地肌,クラス,通時,適性
2015/12/27,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2015/12/27,2歳新馬,1800,1:２歳,700.0,ダ,新馬,o.未勝利,5.砂 マイル
2015/12/27,2歳未勝利,2000,1:２歳,500.0,芝,未勝利,o.未勝利,3.芝 中以遠
2015/12/27,2歳新馬,1600,1:２歳,700.0,芝,新馬,o.未勝利,2.芝 マイル
2015/12/27,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2015/12/27,3歳以上1000万下,1200,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2015/12/27,グッドラックH(1000万下),2500,3:３歳以上,1500.0,芝,1000万,8.2勝,3.芝 中以遠
2015/12/27,フェアウェルS(1600万下),1800,3:３歳以上,1820.0,ダ,1600万,7.3勝,5.砂 マイル
2015/12/27,ホープフルS(G2),2000,1:２歳,6500.0,芝,G2,2.G2,3.芝 中以遠
2015/12/27,有馬記念(G1),2500,3:３歳以上,25000.0,芝,G1,1.G1,3.芝 中以遠
2015/12/27,ハッピーエンドC(1000万下),1200,3:３歳以上,1500.0,芝,1000万,8.2勝,1.芝 短距離
2015/12/27,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2015/12/27,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2015/12/27,2歳未勝利,1400,1:２歳,500.0,芝,未勝利,o.未勝利,1.芝 短距離
2015/12/27,障害3歳以上未勝利,2970,3:３歳以上,700.0,障,未勝利,o.未勝利,7.障害
2015/12/27,2歳新馬,1800,1:２歳,700.0,芝,新馬,o.未勝利,2.芝 マイル
2015/12/27,3歳以上500万下,1400,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2015/12/27,3歳以上500万下,2200,3:３歳以上,750.0,芝,500万,9.1勝,3.芝 中以遠
2015/12/27,3歳以上1000万下,2000,3:３歳以上,1050.0,ダ,1000万,8.2勝,6.砂 中以遠
2015/12/27,千両賞(500万下),1600,1:２歳,1000.0,芝,500万,9.1勝,2.芝 マイル
2015/12/27,サンクフルH(1000万下),1600,3:３歳以上,1500.0,芝,1000万,8.2勝,2.芝 マイル
2015/12/27,カウントダウンS(1600万下),2000,3:３歳以上,1820.0,芝,1600万,7.3勝,3.芝 中以遠
2015/12/27,2015ファイナルS(OP),1400,3:３歳以上,2100.0,ダ,OP,6.OP,4.砂 短距離
2015/12/26,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2015/12/26,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2015/12/26,2歳未勝利,1600,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2015/12/26,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2015/12/26,2歳新馬,2000,1:２歳,700.0,芝,新馬,o.未勝利,3.芝 中以遠
2015/12/26,2歳500万下,1200,1:２歳,720.0,ダ,500万,9.1勝,4.砂 短距離
2015/12/26,3歳以上500万下,2000,3:３歳以上,750.0,芝,500万,9.1勝,3.芝 中以遠
2015/12/26,3歳以上1000万下,1800,3:３歳以上,1050.0,ダ,1000万,8.2勝,5.砂 マイル
2015/12/26,クリスマスローズS(OP),1200,1:２歳,1600.0,芝,OP,6.OP,1.芝 短距離
2015/12/26,中山大障害(J.G1),4100,3:３歳以上,6500.0,障,G1,1.G1,7.障害
2015/12/26,師走S(OP),1800,3:３歳以上,2100.0,ダ,OP,6.OP,5.砂 マイル
2015/12/26,グレイトフルS(1600万下),2500,3:３歳以上,1820.0,芝,1600万,7.3勝,3.芝 中以遠
2015/12/26,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2015/12/26,2歳未勝利,1400,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2015/12/26,2歳未勝利,1600,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2015/12/26,2歳未勝利,2000,1:２歳,500.0,芝,未勝利,o.未勝利,3.芝 中以遠
2015/12/26,2歳新馬,1400,1:２歳,700.0,芝,新馬,o.未勝利,1.芝 短距離
2015/12/26,2歳新馬,1800,1:２歳,700.0,ダ,新馬,o.未勝利,5.砂 マイル
2015/12/26,2歳500万下,2000,1:２歳,720.0,芝,500万,9.1勝,3.芝 中以遠
2015/12/26,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2015/12/26,江坂特別(1000万下),2400,3:３歳以上,1500.0,芝,1000万,8.2勝,3.芝 中以遠
2015/12/26,妙見山S(1600万下),1400,3:３歳以上,1820.0,ダ,1600万,7.3勝,4.砂 短距離
2015/12/26,阪神C(G2),1400,3:３歳以上,6500.0,芝,G2,2.G2,1.芝 短距離
2015/12/26,3歳以上1000万下,1400,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2015/12/20,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2015/12/20,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2015/12/20,2歳未勝利,1200,1:２歳,500.0,芝,未勝利,o.未勝利,1.芝 短距離
2015/12/20,2歳未勝利,1800,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2015/12/20,2歳新馬,1600,1:２歳,700.0,芝,新馬,o.未勝利,2.芝 マイル
2015/12/20,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2015/12/20,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2015/12/20,3歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2015/12/20,香取特別(1000万下),1800,3:３歳以上,1500.0,ダ,1000万,8.2勝,5.砂 マイル
2015/12/20,クリスマスC(1600万下),1200,3:３歳以上,1820.0,芝,1600万,7.3勝,1.芝 短距離
2015/12/20,ディセンバーS(OP),2000,3:３歳以上,2300.0,芝,OP,6.OP,3.芝 中以遠
