開催日,レース名,距離,地肌,クラス
2020/12/27,2歳未勝利,1200,ダ,未勝利
2020/12/27,2歳未勝利,1800,ダ,未勝利
2020/12/27,2歳未勝利,1600,芝,未勝利
2020/12/27,2歳新馬,1200,ダ,新馬
2020/12/27,2歳新馬,2000,芝,新馬
2020/12/27,2歳1勝クラス,1200,ダ,1勝
2020/12/27,3歳以上1勝クラス,1800,ダ,1勝
2020/12/27,グッドラックH(2勝クラス),2500,芝,2勝
2020/12/27,ベストウィッシュC(2勝クラス),1800,ダ,2勝
2020/12/27,フェアウェルS(3勝クラス),1200,ダ,3勝
2020/12/27,有馬記念(G1),2500,芝,G1
2020/12/27,ハッピーエンドC(2勝クラス),1200,芝,2勝
2020/12/27,2歳未勝利,1800,ダ,未勝利
2020/12/27,2歳未勝利,1200,芝,未勝利
2020/12/27,2歳未勝利,1800,ダ,未勝利
2020/12/27,2歳未勝利,2000,芝,未勝利
2020/12/27,障害3歳以上未勝利,2970,障,未勝利
2020/12/27,2歳新馬,1400,芝,新馬
2020/12/27,2歳1勝クラス,1800,芝,1勝
2020/12/27,3歳以上1勝クラス,1800,ダ,1勝
2020/12/27,春待月賞(2勝クラス),1600,芝,2勝
2020/12/27,フォーチュンC(3勝クラス),1800,ダ,3勝
2020/12/27,ギャラクシーS(OP),1400,ダ,OP
2020/12/27,2020ファイナルS(3勝クラス),1400,芝,3勝
2020/12/26,2歳未勝利,1200,ダ,未勝利
2020/12/26,2歳未勝利,1800,ダ,未勝利
2020/12/26,2歳未勝利,2000,芝,未勝利
2020/12/26,2歳未勝利,1800,ダ,未勝利
2020/12/26,2歳新馬,1600,芝,新馬
2020/12/26,2歳新馬,1800,ダ,新馬
2020/12/26,3歳以上1勝クラス,1200,ダ,1勝
2020/12/26,3歳以上2勝クラス,1200,ダ,2勝
2020/12/26,立志賞(1勝クラス),2200,芝,1勝
2020/12/26,中山大障害(J.G1),4100,障,G1
2020/12/26,ホープフルS(G1),2000,芝,G1
2020/12/26,グレイトフルS(3勝クラス),2500,芝,3勝
2020/12/26,2歳未勝利,1200,ダ,未勝利
2020/12/26,2歳未勝利,1800,ダ,未勝利
2020/12/26,2歳未勝利,1400,ダ,未勝利
2020/12/26,2歳新馬,1800,芝,新馬
2020/12/26,2歳新馬,1800,ダ,新馬
2020/12/26,2歳1勝クラス,1400,芝,1勝
2020/12/26,ヤングJSFR阪神1(1勝クラス),1600,芝,1勝
2020/12/26,3歳以上2勝クラス,2200,芝,2勝
2020/12/26,ヤングJSFR阪神2(2勝クラス),1800,ダ,2勝
2020/12/26,元町S(3勝クラス),2000,芝,3勝
2020/12/26,阪神C(G2),1400,芝,G2
2020/12/26,3歳以上2勝クラス,1400,ダ,2勝
2020/12/20,2歳未勝利,1200,ダ,未勝利
2020/12/20,2歳未勝利,1800,ダ,未勝利
2020/12/20,2歳未勝利,1200,ダ,未勝利
2020/12/20,2歳未勝利,2000,芝,未勝利
2020/12/20,2歳新馬,1600,芝,新馬
2020/12/20,2歳新馬,1800,ダ,新馬
2020/12/20,3歳以上1勝クラス,1200,ダ,1勝
2020/12/20,3歳以上2勝クラス,1200,ダ,2勝
2020/12/20,香取特別(2勝クラス),2400,ダ,2勝
2020/12/20,南総S(3勝クラス),1200,芝,3勝
