開催日,レース名,距離,地肌,クラス
1998/12/27,3歳未勝利,1200,ダ,未勝利
1998/12/27,3歳新馬,1800,ダ,新馬
1998/12/27,3歳新馬,1600,芝,新馬
1998/12/27,4歳以上500万下,1800,ダ,500万
1998/12/27,グッドラックH(900万下),2500,芝,900万
1998/12/27,ハッピーエンドC(900万下),1200,ダ,900万
1998/12/27,ホープフルS(OP),2000,芝,OP
1998/12/27,フェアウェルS(1600万下),1800,ダ,1600万
1998/12/27,有馬記念(G1),2500,芝,G1
1998/12/27,4歳以上500万下,1200,ダ,500万
1998/12/27,3歳未勝利,1800,ダ,未勝利
1998/12/27,3歳未勝利,1400,芝,未勝利
1998/12/27,3歳新馬,1200,ダ,新馬
1998/12/27,3歳新馬,2000,芝,新馬
1998/12/27,障害4歳以上未勝利,3000,障,未勝利
1998/12/27,3歳500万下,1800,ダ,500万
1998/12/27,4歳以上500万下,1200,ダ,500万
1998/12/27,4歳以上900万下,1200,芝,900万
1998/12/27,江坂特別(900万下),2500,芝,900万
1998/12/27,サンタクロースS(1600万下),1400,ダ,1600万
1998/12/27,六甲S(OP),2000,芝,OP
1998/12/27,4歳以上900万下,1400,ダ,900万
1998/12/26,3歳未勝利,1200,ダ,未勝利
1998/12/26,3歳未勝利,1800,ダ,未勝利
1998/12/26,3歳新馬,1200,ダ,新馬
1998/12/26,3歳新馬,2000,芝,新馬
1998/12/26,障害4歳以上未勝利,2700,障,未勝利
1998/12/26,3歳新馬,1200,芝,新馬
1998/12/26,3歳500万下,1200,ダ,500万
1998/12/26,4歳以上500万下,1800,ダ,500万
1998/12/26,クリスマスS(OP),1600,芝,OP
1998/12/26,アクアラインS(1600万下),1800,芝,1600万
1998/12/26,フェアリーS(G3),1200,芝,G3
1998/12/26,4歳以上900万下,1800,ダ,900万
1998/12/26,3歳未勝利,1200,ダ,未勝利
1998/12/26,3歳未勝利,2000,芝,未勝利
1998/12/26,3歳新馬,1800,ダ,新馬
1998/12/26,3歳新馬,1600,芝,新馬
1998/12/26,4歳以上500万下,1800,ダ,500万
1998/12/26,4歳以上500万下,1400,ダ,500万
1998/12/26,4歳以上900万下,1800,ダ,900万
1998/12/26,4歳以上900万下,1600,芝,900万
1998/12/26,クリスマスキャロルH(1600万下),2200,芝,1600万
1998/12/26,摩耶S(OP),1200,芝,OP
1998/12/26,ラジオたんぱ杯3歳S(G3),2000,芝,G3
1998/12/26,4歳以上900万下,1200,ダ,900万
1998/12/20,3歳未勝利,1200,ダ,未勝利
1998/12/20,3歳未勝利,2000,芝,未勝利
1998/12/20,3歳新馬,1000,ダ,新馬
1998/12/20,3歳新馬,1200,芝,新馬
1998/12/20,4歳以上500万下,1800,ダ,500万
1998/12/20,4歳以上500万下,1200,ダ,500万
1998/12/20,ひいらぎ賞(500万下),1600,芝,500万
1998/12/20,清澄特別(900万下),1800,芝,900万
1998/12/20,霞ケ浦特別(900万下),1800,ダ,900万
1998/12/20,冬至S(1600万下),2500,芝,1600万
1998/12/20,スプリンターズS(G1),1200,芝,G1
1998/12/20,4歳以上900万下,1200,ダ,900万
1998/12/20,3歳未勝利,1000,ダ,未勝利
1998/12/20,3歳新馬,2000,芝,新馬
1998/12/20,4歳以上500万下,1700,ダ,500万
1998/12/20,4歳以上500万下,1000,ダ,500万
1998/12/20,4歳以上500万下,1700,ダ,500万
1998/12/20,4歳以上500万下,1000,ダ,500万
1998/12/20,4歳以上500万下,1700,ダ,500万
1998/12/20,4歳以上500万下,1200,芝,500万
1998/12/20,矢作川特別(900万下),1700,ダ,900万
1998/12/20,報知杯中京3歳S(OP),1800,芝,OP
1998/12/20,尾張S(1600万下),1800,芝,1600万
1998/12/20,4歳以上500万下,2500,芝,500万
1998/12/20,3歳未勝利,1200,ダ,未勝利
1998/12/20,3歳未勝利,1800,ダ,未勝利
1998/12/20,3歳未勝利,1600,芝,未勝利
