開催日,レース名,距離,年齢制限,一着賞金,地肌,クラス,通時,適性
1973/12/08,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/08,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/08,4歳以上,2710,3:３歳以上,520.0,障,NoClass,z.NoClass,7.障害
1973/12/08,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/08,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/08,4歳以上200万下,1800,3:３歳以上,280.0,芝,200万,9.1勝,2.芝 マイル
1973/12/08,寒菊賞(200万下),1600,1:２歳,350.0,芝,200万,9.1勝,2.芝 マイル
1973/12/08,4歳以上,1600,3:３歳以上,500.0,芝,NoClass,z.NoClass,2.芝 マイル
1973/12/08,中冬S(800万下),1800,3:３歳以上,670.0,芝,800万,7.3勝,2.芝 マイル
1973/12/08,清澄特別(500万下),1800,3:３歳以上,640.0,芝,500万,8.2勝,2.芝 マイル
1973/12/08,4歳以上400万下,1600,3:３歳以上,380.0,芝,400万,8.2勝,2.芝 マイル
1973/12/08,3歳未勝利,1000,1:２歳,80.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/12/08,3歳100万下,1000,1:２歳,120.0,ダ,100万,9.1勝,4.砂 短距離
1973/12/08,3歳未勝利,1000,1:２歳,140.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/12/08,3歳未勝利,1000,1:２歳,140.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/12/08,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/08,3歳未勝利,1000,1:２歳,280.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/12/08,4歳以上200万下,1600,3:３歳以上,270.0,ダ,200万,9.1勝,5.砂 マイル
1973/12/08,4歳以上200万下,1600,3:３歳以上,270.0,ダ,200万,9.1勝,5.砂 マイル
1973/12/08,清洲特別(400万下),1800,3:３歳以上,550.0,芝,400万,8.2勝,2.芝 マイル
1973/12/08,恵那特別(200万下),1700,3:３歳以上,430.0,ダ,200万,9.1勝,5.砂 マイル
1973/12/08,4歳以上200万下,1600,3:３歳以上,270.0,ダ,200万,9.1勝,5.砂 マイル
1973/12/08,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/08,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/08,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/08,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/08,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/08,4歳以上,2600,3:３歳以上,520.0,障,NoClass,z.NoClass,7.障害
1973/12/08,4歳以上200万下,1600,3:３歳以上,280.0,芝,200万,9.1勝,2.芝 マイル
1973/12/08,さざんか賞(200万下),1400,1:２歳,350.0,芝,200万,9.1勝,1.芝 短距離
1973/12/08,4歳以上400万下,1900,3:３歳以上,380.0,芝,400万,8.2勝,3.芝 中以遠
1973/12/08,セントウルS(OP),1600,3:３歳以上,720.0,芝,OP,6.OP,2.芝 マイル
1973/12/08,夙川特別(700万下),2000,3:３歳以上,640.0,芝,700万,7.3勝,3.芝 中以遠
1973/12/08,4歳以上400万下,1900,3:３歳以上,380.0,芝,400万,8.2勝,3.芝 中以遠
1973/12/02,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/02,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/02,4歳以上未勝利,2710,3:３歳以上,380.0,障,未勝利,o.未勝利,7.障害
1973/12/02,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/02,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/02,すずかけ賞(200万下),1600,1:２歳,350.0,芝,200万,9.1勝,2.芝 マイル
1973/12/02,4歳以上200万下,1600,3:３歳以上,280.0,芝,200万,9.1勝,2.芝 マイル
1973/12/02,クモハタ記念(OP),1800,3:３歳以上,1100.0,芝,OP,6.OP,2.芝 マイル
1973/12/02,南総特別(400万下),1800,3:３歳以上,570.0,芝,400万,8.2勝,2.芝 マイル
1973/12/02,4歳以上400万下,1600,3:３歳以上,380.0,芝,400万,8.2勝,2.芝 マイル
1973/12/02,3歳100万下,1000,1:２歳,120.0,ダ,100万,9.1勝,4.砂 短距離
1973/12/02,4歳以上,1700,3:３歳以上,170.0,ダ,NoClass,z.NoClass,5.砂 マイル
1973/12/02,3歳未勝利,1000,1:２歳,140.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/12/02,3歳未勝利,1000,1:２歳,140.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/12/02,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/02,3歳,1200,1:２歳,310.0,芝,NoClass,z.NoClass,1.芝 短距離
1973/12/02,高山特別(200万下),1700,3:３歳以上,430.0,ダ,200万,9.1勝,5.砂 マイル
1973/12/02,4歳以上200万下,1700,3:３歳以上,270.0,ダ,200万,9.1勝,5.砂 マイル
1973/12/02,愛知杯(OP),2000,3:３歳以上,1100.0,芝,OP,6.OP,3.芝 中以遠
1973/12/02,伊勢特別(400万下),1800,3:３歳以上,550.0,芝,400万,8.2勝,2.芝 マイル
1973/12/02,4歳以上400万下,1600,3:３歳以上,370.0,ダ,400万,8.2勝,5.砂 マイル
1973/12/02,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/02,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/02,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/02,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/02,4歳以上300万下,2600,3:３歳以上,420.0,障,300万,9.1勝,7.障害
1973/12/02,4歳以上200万下,1600,3:３歳以上,280.0,芝,200万,9.1勝,2.芝 マイル
1973/12/02,3歳牝馬特別(200万下),1400,1:２歳,350.0,芝,200万,9.1勝,1.芝 短距離
1973/12/02,4歳以上200万下,1600,3:３歳以上,280.0,芝,200万,9.1勝,2.芝 マイル
1973/12/02,ウインターC(700万下),1900,3:３歳以上,640.0,芝,700万,7.3勝,3.芝 中以遠
1973/12/02,北摂特別(500万下),2000,3:３歳以上,640.0,芝,500万,8.2勝,3.芝 中以遠
1973/12/02,4歳以上400万下,1900,3:３歳以上,380.0,芝,400万,8.2勝,3.芝 中以遠
1973/12/01,3歳未勝利,1000,1:２歳,80.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/12/01,3歳,1000,1:２歳,0.0,ダ,NoClass,z.NoClass,4.砂 短距離
1973/12/01,3歳未勝利,1000,1:２歳,140.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/12/01,3歳未勝利,1000,1:２歳,140.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/12/01,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/01,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/01,4歳以上200万下,1700,3:３歳以上,270.0,ダ,200万,9.1勝,5.砂 マイル
1973/12/01,4歳以上200万下,1700,3:３歳以上,270.0,ダ,200万,9.1勝,5.砂 マイル
1973/12/01,伊吹山特別(500万下),1800,3:３歳以上,620.0,ダ,500万,8.2勝,5.砂 マイル
1973/12/01,すずかけ賞(200万下),1400,1:２歳,330.0,芝,200万,9.1勝,1.芝 短距離
1973/12/01,4歳以上400万下,1600,3:３歳以上,370.0,ダ,400万,8.2勝,5.砂 マイル
1973/12/01,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/01,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/01,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/12/01,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/01,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/12/01,4歳以上200万下,1600,3:３歳以上,280.0,芝,200万,9.1勝,2.芝 マイル
1973/12/01,4歳以上400万下,1900,3:３歳以上,380.0,芝,400万,8.2勝,3.芝 中以遠
1973/12/01,障害特別(600万下),3000,3:３歳以上,600.0,障,600万,8.2勝,7.障害
1973/12/01,4歳以上700万下,1600,3:３歳以上,440.0,芝,700万,7.3勝,2.芝 マイル
1973/12/01,中冬特別(400万下),2000,3:３歳以上,1130.0,芝,400万,8.2勝,3.芝 中以遠
1973/12/01,シクラメン賞(200万下),1400,1:２歳,350.0,芝,200万,9.1勝,1.芝 短距離
1973/12/01,4歳以上,1900,3:３歳以上,500.0,芝,NoClass,z.NoClass,3.芝 中以遠
1973/11/25,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/11/25,3歳未勝利,1200,1:２歳,140.0,芝,未勝利,o.未勝利,1.芝 短距離
1973/11/25,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/11/25,3歳200万下,1400,1:２歳,220.0,芝,200万,9.1勝,1.芝 短距離
1973/11/25,4歳以上200万下,1600,3:３歳以上,280.0,芝,200万,9.1勝,2.芝 マイル
1973/11/25,府中3歳S(OP),1600,1:２歳,500.0,芝,OP,6.OP,2.芝 マイル
1973/11/25,武蔵野S(700万下),1800,3:３歳以上,640.0,芝,700万,7.3勝,2.芝 マイル
1973/11/25,4歳以上500万下,1600,3:３歳以上,440.0,芝,500万,8.2勝,2.芝 マイル
1973/11/25,天皇賞(OP),3200,4:４歳以上,3400.0,芝,OP,6.OP,3.芝 中以遠
1973/11/25,4歳以上400万下,1800,3:３歳以上,380.0,芝,400万,8.2勝,2.芝 マイル
1973/11/25,3歳未勝利,1000,1:２歳,80.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/11/25,3歳未勝利,1000,1:２歳,140.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/11/25,3歳未勝利,1000,1:２歳,140.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/11/25,3歳未勝利,1000,1:２歳,140.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/11/25,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/11/25,4歳以上200万下,1600,3:３歳以上,270.0,ダ,200万,9.1勝,5.砂 マイル
1973/11/25,かえで賞(200万下),1200,1:２歳,330.0,芝,200万,9.1勝,1.芝 短距離
1973/11/25,4歳以上200万下,1700,3:３歳以上,270.0,ダ,200万,9.1勝,5.砂 マイル
1973/11/25,中京日経賞(700万下),1800,3:３歳以上,620.0,芝,700万,7.3勝,2.芝 マイル
1973/11/25,中距離特別(200万下),1700,3:３歳以上,430.0,ダ,200万,9.1勝,5.砂 マイル
1973/11/25,4歳以上400万下,1600,3:３歳以上,370.0,ダ,400万,8.2勝,5.砂 マイル
1973/11/25,3歳勝入,1400,1:２歳,170.0,ダ,NoClass,z.NoClass,4.砂 短距離
1973/11/25,3歳未勝利,1200,1:２歳,140.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/11/25,3歳未勝利,1200,1:２歳,140.0,ダ,未勝利,o.未勝利,4.砂 短距離
1973/11/25,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1973/11/25,4歳以上未勝利,2490,3:３歳以上,380.0,障,未勝利,o.未勝利,7.障害
1973/11/25,4歳以上200万下,1800,3:３歳以上,280.0,ダ,200万,9.1勝,5.砂 マイル
1973/11/25,京都3歳S(OP),1600,1:２歳,500.0,芝,OP,6.OP,2.芝 マイル
1973/11/25,4歳以上400万下,1900,3:３歳以上,380.0,ダ,400万,8.2勝,6.砂 中以遠
1973/11/25,大原特別(800万下),3200,3:３歳以上,670.0,芝,800万,7.3勝,3.芝 中以遠
