開催日,レース名,距離,地肌,クラス,通時,適性
1987/12/12,3歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
1987/12/12,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/12,4歳以上400万下,1000,ダ,400万,9.1勝,4.砂 短距離
1987/12/12,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/12,4歳以上400万下,1000,ダ,400万,9.1勝,4.砂 短距離
1987/12/12,樅の木賞(400万下),1200,芝,400万,9.1勝,1.芝 短距離
1987/12/12,揖斐川特別(400万下),2500,芝,400万,9.1勝,3.芝 中以遠
1987/12/12,尾張特別(900万下),2000,芝,900万,8.2勝,3.芝 中以遠
1987/12/12,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/12,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1987/12/12,3歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
1987/12/12,4歳以上400万下,1800,ダ,400万,9.1勝,5.砂 マイル
1987/12/12,3歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
1987/12/12,障害4歳以上400万下,3000,障,400万,9.1勝,7.障害
1987/12/12,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/12,4歳以上900万下,1400,芝,900万,8.2勝,1.芝 短距離
1987/12/12,4歳以上900万下,2200,芝,900万,8.2勝,3.芝 中以遠
1987/12/12,エリカ賞(400万下),1400,芝,400万,9.1勝,1.芝 短距離
1987/12/12,北摂特別(900万下),1800,ダ,900万,8.2勝,5.砂 マイル
1987/12/12,逆瀬川S(1400万下),1600,芝,1400万,7.3勝,2.芝 マイル
1987/12/12,4歳以上900万下,1400,芝,900万,8.2勝,1.芝 短距離
1987/12/11,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1987/12/11,3歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
1987/12/11,3歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
1987/12/11,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1987/12/11,4歳以上400万下,1800,ダ,400万,9.1勝,5.砂 マイル
1987/12/11,障害4歳以上未勝利,2700,障,未勝利,o.未勝利,7.障害
1987/12/11,4歳以上900万下,2000,芝,900万,8.2勝,3.芝 中以遠
1987/12/11,4歳以上400万下,1200,ダ,400万,9.1勝,4.砂 短距離
1987/12/11,すずかけ賞(OP),1200,芝,OP,6.OP,1.芝 短距離
1987/12/11,美浦特別(900万下),2600,芝,900万,8.2勝,3.芝 中以遠
1987/12/11,ダービー卿チャレンジ(G3),1600,芝,G3,3.G3,2.芝 マイル
1987/12/11,4歳以上400万下,1200,ダ,400万,9.1勝,4.砂 短距離
1987/12/06,3歳OP,1000,ダ,OP,6.OP,4.砂 短距離
1987/12/06,3歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
1987/12/06,3歳新馬,1000,ダ,新馬,o.未勝利,4.砂 短距離
1987/12/06,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1987/12/06,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/06,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/06,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/06,4歳以上400万下,1200,芝,400万,9.1勝,1.芝 短距離
1987/12/06,高山特別(400万下),1800,芝,400万,9.1勝,2.芝 マイル
1987/12/06,鳥羽特別(900万下),1800,芝,900万,8.2勝,2.芝 マイル
1987/12/06,ウインターS(G3),2200,ダ,G3,3.G3,6.砂 中以遠
1987/12/06,4歳以上400万下,1200,芝,400万,9.1勝,1.芝 短距離
1987/12/06,3歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
1987/12/06,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1987/12/06,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1987/12/06,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1987/12/06,3歳400万下,2000,芝,400万,9.1勝,3.芝 中以遠
1987/12/06,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/06,4歳以上400万下,1200,ダ,400万,9.1勝,4.砂 短距離
1987/12/06,4歳以上900万下,1800,ダ,900万,8.2勝,5.砂 マイル
1987/12/06,ゴールデンサドルT(900万下),1600,芝,900万,8.2勝,2.芝 マイル
1987/12/06,鳴尾記念(G2),2500,芝,G2,2.G2,3.芝 中以遠
1987/12/06,ゴールデンホィップT(900万下),2000,芝,900万,8.2勝,3.芝 中以遠
1987/12/06,4歳以上900万下,1800,ダ,900万,8.2勝,5.砂 マイル
1987/12/05,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1987/12/05,3歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
1987/12/05,3歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
1987/12/05,3歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
1987/12/05,4歳以上400万下,1800,ダ,400万,9.1勝,5.砂 マイル
1987/12/05,障害4歳以上OP,3200,障,OP,6.OP,7.障害
1987/12/05,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1987/12/05,4歳以上400万下,1800,ダ,400万,9.1勝,5.砂 マイル
1987/12/05,葉牡丹賞(400万下),2000,芝,400万,9.1勝,3.芝 中以遠
1987/12/05,仲冬特別(900万下),1800,ダ,900万,8.2勝,5.砂 マイル
1987/12/05,市川S(1400万下),2000,芝,1400万,7.3勝,3.芝 中以遠
1987/12/05,4歳以上900万下,1200,芝,900万,8.2勝,1.芝 短距離
1987/12/05,3歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
1987/12/05,3歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
1987/12/05,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1987/12/05,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/05,4歳以上400万下,1000,ダ,400万,9.1勝,4.砂 短距離
1987/12/05,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/05,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/05,4歳以上400万下,1800,芝,400万,9.1勝,2.芝 マイル
1987/12/05,長篠特別(400万下),2000,芝,400万,9.1勝,3.芝 中以遠
1987/12/05,矢作川特別(900万下),1700,ダ,900万,8.2勝,5.砂 マイル
1987/12/05,アラブ大賞典(OP),2500,芝,OP,6.OP,3.芝 中以遠
1987/12/05,4歳以上400万下,1800,芝,400万,9.1勝,2.芝 マイル
1987/12/05,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1987/12/05,3歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
1987/12/05,3歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
1987/12/05,3歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
1987/12/05,障害4歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
1987/12/05,3歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
1987/12/05,3歳400万下,1200,ダ,400万,9.1勝,4.砂 短距離
1987/12/05,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/12/05,ゴールデンスパーT(900万下),1200,芝,900万,8.2勝,1.芝 短距離
1987/12/05,御影特別(1400万下),2000,芝,1400万,7.3勝,3.芝 中以遠
1987/12/05,ゴールデンブーツT(900万下),2500,芝,900万,8.2勝,3.芝 中以遠
1987/12/05,4歳以上400万下,1800,ダ,400万,9.1勝,5.砂 マイル
1987/11/29,3歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
1987/11/29,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1987/11/29,3歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
1987/11/29,3歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
1987/11/29,3歳400万下,1600,ダ,400万,9.1勝,5.砂 マイル
1987/11/29,4歳以上400万下,1600,ダ,400万,9.1勝,5.砂 マイル
1987/11/29,白樺湖特別(400万下),2000,芝,400万,9.1勝,3.芝 中以遠
1987/11/29,神代特別(900万下),1600,芝,900万,8.2勝,2.芝 マイル
1987/11/29,4歳以上400万下,1400,ダ,400万,9.1勝,4.砂 短距離
1987/11/29,ジャパンC(G1),2400,芝,G1,1.G1,3.芝 中以遠
1987/11/29,4歳以上900万下,2100,ダ,900万,8.2勝,6.砂 中以遠
1987/11/29,4歳以上OP,1700,ダ,OP,6.OP,5.砂 マイル
1987/11/29,3歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
1987/11/29,3歳新馬,1000,ダ,新馬,o.未勝利,4.砂 短距離
1987/11/29,4歳以上400万下,2200,ダ,400万,9.1勝,6.砂 中以遠
1987/11/29,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/11/29,4歳以上400万下,1800,芝,400万,9.1勝,2.芝 マイル
1987/11/29,4歳以上400万下,1800,芝,400万,9.1勝,2.芝 マイル
1987/11/29,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/11/29,カトレア賞(400万下),1800,芝,400万,9.1勝,2.芝 マイル
1987/11/29,清洲特別(400万下),1200,芝,400万,9.1勝,1.芝 短距離
1987/11/29,中京日経賞(900万下),2000,芝,900万,8.2勝,3.芝 中以遠
1987/11/29,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/11/29,3歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
1987/11/29,3歳400万下,1400,芝,400万,9.1勝,1.芝 短距離
1987/11/29,3歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
1987/11/29,3歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
1987/11/29,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1987/11/29,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/11/29,4歳以上400万下,1800,ダ,400万,9.1勝,5.砂 マイル
1987/11/29,4歳以上400万下,2000,芝,400万,9.1勝,3.芝 中以遠
1987/11/29,京都大障害(秋)(G),3270,障,(G),4.(G),7.障害
1987/11/29,桃山特別(900万下),1400,ダ,900万,8.2勝,4.砂 短距離
1987/11/29,トパーズS(OP),2000,芝,OP,6.OP,3.芝 中以遠
1987/11/29,4歳以上900万下,1600,芝,900万,8.2勝,2.芝 マイル
1987/11/28,3歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
1987/11/28,3歳未勝利,1600,ダ,未勝利,o.未勝利,5.砂 マイル
1987/11/28,3歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
1987/11/28,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1987/11/28,4歳以上400万下,1200,ダ,400万,9.1勝,4.砂 短距離
1987/11/28,障害4歳以上未勝利,3100,障,未勝利,o.未勝利,7.障害
1987/11/28,4歳以上400万下,1600,ダ,400万,9.1勝,5.砂 マイル
1987/11/28,4歳以上400万下,1200,ダ,400万,9.1勝,4.砂 短距離
1987/11/28,府中3歳S(OP),1800,芝,OP,6.OP,2.芝 マイル
1987/11/28,ノベンバーS(1400万下),1600,芝,1400万,7.3勝,2.芝 マイル
1987/11/28,奥多摩特別(900万下),1800,芝,900万,8.2勝,2.芝 マイル
1987/11/28,4歳以上900万下,1600,ダ,900万,8.2勝,5.砂 マイル
1987/11/28,3歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
1987/11/28,3歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
1987/11/28,3歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
1987/11/28,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1987/11/28,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/11/28,4歳以上400万下,1000,ダ,400万,9.1勝,4.砂 短距離
1987/11/28,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/11/28,4歳以上400万下,1000,ダ,400万,9.1勝,4.砂 短距離
1987/11/28,アラブ3歳特別(300万下),1700,ダ,300万,9.1勝,5.砂 マイル
1987/11/28,犬山特別(400万下),2000,芝,400万,9.1勝,3.芝 中以遠
1987/11/28,豊明特別(900万下),1800,芝,900万,8.2勝,2.芝 マイル
1987/11/28,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/11/28,3歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
1987/11/28,3歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
1987/11/28,3歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
1987/11/28,4歳以上400万下,1400,芝,400万,9.1勝,1.芝 短距離
1987/11/28,障害4歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
1987/11/28,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1987/11/28,4歳以上400万下,1800,ダ,400万,9.1勝,5.砂 マイル
1987/11/28,4歳以上400万下,1400,芝,400万,9.1勝,1.芝 短距離
1987/11/28,京都3歳S(OP),1600,芝,OP,6.OP,2.芝 マイル
1987/11/28,比良山特別(900万下),2200,芝,900万,8.2勝,3.芝 中以遠
1987/11/28,高雄特別(1400万下),1600,芝,1400万,7.3勝,2.芝 マイル
1987/11/28,4歳以上900万下,2000,芝,900万,8.2勝,3.芝 中以遠
1987/11/22,4歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
1987/11/22,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1987/11/22,4歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
1987/11/22,4歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
1987/11/22,4歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
1987/11/22,4歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
1987/11/22,4歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
1987/11/22,4歳以上400万下,1700,ダ,400万,9.1勝,5.砂 マイル
1987/11/22,福島3歳S(OP),1200,芝,OP,6.OP,1.芝 短距離
1987/11/22,福島放送賞(400万下),1800,芝,400万,9.1勝,2.芝 マイル
1987/11/22,福島記念(G3),2000,芝,G3,3.G3,3.芝 中以遠
1987/11/22,4歳以上400万下,1200,芝,400万,9.1勝,1.芝 短距離
1987/11/22,3歳400万下,1200,ダ,400万,9.1勝,4.砂 短距離
