開催日,レース名,距離,地肌,クラス
1981/12/20,3歳未勝利,1200,ダ,未勝利
1981/12/20,3歳未勝利,1200,芝,未勝利
1981/12/20,3歳新馬,1200,ダ,新馬
1981/12/20,4歳以上未勝利,3200,障,未勝利
1981/12/20,3歳新馬,1600,芝,新馬
1981/12/20,万両賞(400万下),1600,芝,400万
1981/12/20,冬至特別(800万下),2200,芝,800万
1981/12/20,4歳以上400万下,1800,ダ,400万
1981/12/20,有馬記念(OP),2500,芝,OP
1981/12/20,4歳以上1200万下,1800,ダ,1200万
1981/12/20,3歳勝入300万円以下,1700,ダ,300万
1981/12/20,3歳未勝利,1000,ダ,未勝利
1981/12/20,3歳未勝利,1400,芝,未勝利
1981/12/20,3歳新馬,1000,ダ,新馬
1981/12/20,3歳新馬,1200,芝,新馬
1981/12/20,4歳以上400万下,1700,ダ,400万
1981/12/20,4歳以上400万下,1800,芝,400万
1981/12/20,中京3歳S(OP),1400,芝,OP
1981/12/20,4歳以上400万下,1700,ダ,400万
1981/12/20,伊勢特別(800万下),2400,芝,800万
1981/12/20,愛知杯(OP),2000,芝,OP
1981/12/20,4歳以上400万下,1800,芝,400万
1981/12/20,3歳未勝利,1200,ダ,未勝利
1981/12/20,3歳未勝利,1600,芝,未勝利
1981/12/20,3歳新馬,1400,芝,新馬
1981/12/20,4歳以上未勝利,3000,障,未勝利
1981/12/20,4歳以上400万下,1200,ダ,400万
1981/12/20,4歳以上400万下,1800,ダ,400万
1981/12/20,さざんか賞(400万下),1600,芝,400万
1981/12/20,4歳以上800万下,1700,ダ,800万
1981/12/20,中距離特別(800万下),2000,芝,800万
1981/12/20,阪神大賞典(OP),3000,芝,OP
1981/12/20,4歳以上800万下,1800,ダ,800万
1981/12/19,3歳未勝利,1200,ダ,未勝利
1981/12/19,3歳未勝利,1600,芝,未勝利
1981/12/19,3歳新馬,1200,芝,新馬
1981/12/19,3歳400万下,1200,ダ,400万
1981/12/19,4歳以上400万下,1600,芝,400万
1981/12/19,4歳以上400万下,1600,芝,400万
1981/12/19,4歳以上800万下,2400,ダ,800万
1981/12/19,4歳以上800万下,1600,芝,800万
1981/12/19,ひいらぎ賞(800万下),1600,芝,800万
1981/12/19,中山大障害(OP),4100,障,OP
1981/12/19,クリスマスS(1700万円以下),2200,芝,1700万
1981/12/19,4歳以上,1600,芝,NoClass
1981/12/19,3歳未勝利,1600,ダ,未勝利
1981/12/19,4歳以上,1700,ダ,NoClass
1981/12/19,3歳未勝利,1000,ダ,未勝利
1981/12/19,4歳以上400万下,1700,ダ,400万
1981/12/19,3歳新馬,1200,芝,新馬
1981/12/19,4歳以上400万下,1700,ダ,400万
