開催日,レース名,距離,地肌,クラス
2004/12/26,2歳未勝利,1200,ダ,未勝利
2004/12/26,2歳未勝利,1800,ダ,未勝利
2004/12/26,2歳未勝利,2000,芝,未勝利
2004/12/26,2歳新馬,2000,芝,新馬
2004/12/26,3歳以上500万下,1800,ダ,500万
2004/12/26,ホープフルS(OP),2000,芝,OP
2004/12/26,テンポイントM(1000万下),2500,芝,1000万
2004/12/26,フェアウェルS(1600万下),1800,ダ,1600万
2004/12/26,有馬記念(G1),2500,芝,G1
2004/12/26,ハッピーエンドC(1000万下),1200,ダ,1000万
2004/12/26,2歳未勝利,1000,ダ,未勝利
2004/12/26,3歳以上500万下,1700,ダ,500万
2004/12/26,3歳以上500万下,1000,ダ,500万
2004/12/26,2歳未勝利,1200,芝,未勝利
2004/12/26,3歳以上500万下,2000,芝,500万
2004/12/26,3歳以上500万下,1700,ダ,500万
2004/12/26,3歳以上500万下,1700,ダ,500万
2004/12/26,3歳以上500万下,1700,ダ,500万
2004/12/26,3歳以上500万下,1200,芝,500万
2004/12/26,矢作川特別(1000万下),1700,ダ,1000万
2004/12/26,中京日経賞(1000万下),1200,芝,1000万
2004/12/26,尾張特別(500万下),1800,芝,500万
2004/12/26,2歳未勝利,1200,ダ,未勝利
2004/12/26,2歳未勝利,1800,ダ,未勝利
2004/12/26,2歳未勝利,1200,ダ,未勝利
2004/12/26,2歳未勝利,2000,芝,未勝利
2004/12/26,2歳新馬,1200,ダ,新馬
2004/12/26,2歳500万下,1600,芝,500万
2004/12/26,3歳以上1000万下,1800,ダ,1000万
2004/12/26,3歳以上500万下,1400,ダ,500万
2004/12/26,三木ホースランドJS(OP),3900,障,OP
2004/12/26,江坂特別(1000万下),2500,芝,1000万
2004/12/26,六甲アイランドS(1600万下),1200,芝,1600万
2004/12/26,2004ファイナルS(OP),1600,芝,OP
2004/12/25,2歳未勝利,1200,ダ,未勝利
2004/12/25,2歳未勝利,1800,ダ,未勝利
2004/12/25,2歳未勝利,1200,芝,未勝利
2004/12/25,2歳新馬,1200,ダ,新馬
2004/12/25,2歳新馬,1600,芝,新馬
2004/12/25,2歳500万下,1200,ダ,500万
2004/12/25,3歳以上500万下,1200,ダ,500万
2004/12/25,3歳以上1000万下,1800,ダ,1000万
2004/12/25,クリスマスローズS(OP),1200,芝,OP
2004/12/25,中山大障害(J.G1),4100,障,G1
2004/12/25,クリスマスC(1600万下),1600,芝,1600万
2004/12/25,ノエル賞(1000万下),1600,芝,1000万
2004/12/25,2歳未勝利,1700,ダ,未勝利
2004/12/25,3歳以上500万下,1700,ダ,500万
2004/12/25,3歳以上500万下,1000,ダ,500万
2004/12/25,2歳未勝利,1800,芝,未勝利
2004/12/25,2歳新馬,1200,芝,新馬
2004/12/25,3歳以上500万下,1000,ダ,500万
2004/12/25,3歳以上500万下,1700,ダ,500万
2004/12/25,3歳以上500万下,1700,ダ,500万
2004/12/25,3歳以上500万下,2500,芝,500万
2004/12/25,樅の木賞(500万下),1700,ダ,500万
2004/12/25,名古屋日刊スポーツ杯(1000万下),2000,芝,1000万
2004/12/25,清洲特別(500万下),1200,芝,500万
2004/12/25,2歳未勝利,1800,ダ,未勝利
2004/12/25,2歳未勝利,1400,ダ,未勝利
2004/12/25,2歳未勝利,1400,芝,未勝利
2004/12/25,障害3歳以上未勝利,3000,障,未勝利
2004/12/25,2歳新馬,1400,ダ,新馬
2004/12/25,2歳新馬,1600,芝,新馬
2004/12/25,3歳以上500万下,1800,ダ,500万
2004/12/25,3歳以上1000万下,1200,芝,1000万
2004/12/25,高砂特別(1000万下),1400,ダ,1000万
2004/12/25,ベテルギウスS(OP),1800,ダ,OP
2004/12/25,ラジオたんぱ杯2歳S(G3),2000,芝,G3
2004/12/25,3歳以上1000万下,1600,芝,1000万
2004/12/19,2歳未勝利,1200,ダ,未勝利
2004/12/19,2歳未勝利,1800,ダ,未勝利
2004/12/19,2歳未勝利,1800,芝,未勝利
2004/12/19,2歳新馬,1200,ダ,新馬
2004/12/19,障害3歳以上未勝利,2880,障,未勝利
2004/12/19,2歳新馬,1600,芝,新馬
2004/12/19,2歳500万下,1800,ダ,500万
2004/12/19,3歳以上500万下,1200,ダ,500万
2004/12/19,3歳以上1000万下,1800,ダ,1000万
2004/12/19,市川市制70周年記念(1600万下),1200,芝,1600万
2004/12/19,フェアリーS(G3),1200,芝,G3
2004/12/19,イシノヒカルM(1000万下),1800,芝,1000万
2004/12/19,2歳未勝利,1000,ダ,未勝利
2004/12/19,3歳以上500万下,1700,ダ,500万
2004/12/19,3歳以上500万下,1000,ダ,500万
2004/12/19,2歳未勝利,1800,芝,未勝利
2004/12/19,2歳新馬,1200,芝,新馬
2004/12/19,3歳以上500万下,1700,ダ,500万
2004/12/19,3歳以上500万下,1700,ダ,500万
2004/12/19,3歳以上500万下,1200,芝,500万
2004/12/19,3歳以上500万下,1700,ダ,500万
2004/12/19,高山特別(500万下),2000,芝,500万
2004/12/19,CBC賞(G2),1200,芝,G2
2004/12/19,天竜川特別(1000万下),2500,芝,1000万
2004/12/19,2歳未勝利,1200,ダ,未勝利
2004/12/19,2歳未勝利,1800,ダ,未勝利
2004/12/19,2歳未勝利,1600,芝,未勝利
2004/12/19,2歳新馬,1400,ダ,新馬
2004/12/19,2歳新馬,2000,芝,新馬
2004/12/19,2歳500万下,1400,ダ,500万
2004/12/19,3歳以上500万下,1200,ダ,500万
2004/12/19,3歳以上1000万下,1800,ダ,1000万
2004/12/19,オリオンS(1600万下),2000,芝,1600万
2004/12/19,北摂特別(1000万下),1400,芝,1000万
2004/12/19,サンスポ杯阪神牝馬S(G2),1600,芝,G2
2004/12/19,3歳以上1000万下,1200,ダ,1000万
2004/12/18,2歳未勝利,1800,ダ,未勝利
2004/12/18,2歳未勝利,1200,ダ,未勝利
2004/12/18,2歳未勝利,1200,ダ,未勝利
2004/12/18,2歳未勝利,1600,芝,未勝利
2004/12/18,2歳新馬,1800,ダ,新馬
2004/12/18,2歳新馬,1200,芝,新馬
2004/12/18,3歳以上500万下,1800,ダ,500万
2004/12/18,3歳以上1000万下,1600,芝,1000万
2004/12/18,3歳以上1000万下,1200,ダ,1000万
2004/12/18,ひいらぎ賞(500万下),1600,芝,500万
2004/12/18,ディセンバーS(OP),1800,芝,OP
2004/12/18,仲冬特別(1000万下),1200,芝,1000万
2004/12/18,2歳未勝利,1700,ダ,未勝利
2004/12/18,2歳新馬,1700,ダ,新馬
2004/12/18,3歳以上500万下,1000,ダ,500万
2004/12/18,3歳以上500万下,1700,ダ,500万
2004/12/18,3歳以上500万下,1200,芝,500万
2004/12/18,3歳以上500万下,2300,ダ,500万
2004/12/18,3歳以上500万下,1000,ダ,500万
2004/12/18,3歳以上500万下,1700,ダ,500万
2004/12/18,3歳以上500万下,2000,芝,500万
2004/12/18,報知杯中京2歳S(OP),1800,芝,OP
2004/12/18,伊吹山特別(1000万下),1200,芝,1000万
2004/12/18,犬山特別(500万下),1800,芝,500万
2004/12/18,2歳未勝利,1400,ダ,未勝利
2004/12/18,2歳未勝利,1400,ダ,未勝利
2004/12/18,2歳未勝利,1200,芝,未勝利
2004/12/18,障害3歳以上未勝利,3000,障,未勝利
2004/12/18,2歳未勝利,2000,芝,未勝利
2004/12/18,2歳新馬,1400,芝,新馬
2004/12/18,3歳以上500万下,1800,ダ,500万
2004/12/18,再度山特別(1000万下),2000,芝,1000万
2004/12/18,3歳以上1000万下,1200,ダ,1000万
2004/12/18,さざんかS(OP),1400,芝,OP
2004/12/18,アクアルミナスS(1600万下),1200,ダ,1600万
2004/12/18,3歳以上1000万下,1400,ダ,1000万
2004/12/12,2歳未勝利,1200,ダ,未勝利
2004/12/12,2歳未勝利,1800,ダ,未勝利
2004/12/12,2歳未勝利,2000,芝,未勝利
2004/12/12,2歳新馬,1200,ダ,新馬
2004/12/12,2歳新馬,2000,芝,新馬
2004/12/12,2歳500万下,1200,ダ,500万
2004/12/12,3歳以上500万下,1800,ダ,500万
2004/12/12,3歳以上1000万下,1200,ダ,1000万
2004/12/12,千葉テレビ杯(1000万下),1800,ダ,1000万
2004/12/12,冬至S(1600万下),2200,芝,1600万
2004/12/12,朝日杯FS(G1),1600,芝,G1
2004/12/12,メイヂヒカリM(1000万下),2000,芝,1000万
2004/12/12,3歳以上500万下,1000,ダ,500万
2004/12/12,3歳以上500万下,1700,ダ,500万
2004/12/12,3歳以上500万下,1700,ダ,500万
2004/12/12,2歳未勝利,2000,芝,未勝利
2004/12/12,2歳未勝利,1200,芝,未勝利
2004/12/12,2歳新馬,1800,芝,新馬
2004/12/12,3歳以上500万下,1700,ダ,500万
2004/12/12,3歳以上500万下,1000,ダ,500万
2004/12/12,3歳以上500万下,1700,ダ,500万
2004/12/12,揖斐川特別(500万下),2500,芝,500万
2004/12/12,豊明特別(1000万下),1800,芝,1000万
2004/12/12,志摩特別(500万下),1200,芝,500万
2004/12/12,2歳未勝利,1200,ダ,未勝利
2004/12/12,2歳未勝利,1400,ダ,未勝利
2004/12/12,2歳未勝利,1400,芝,未勝利
2004/12/12,障害3歳以上未勝利,3000,障,未勝利
2004/12/12,2歳新馬,1200,ダ,新馬
2004/12/12,2歳新馬,1600,芝,新馬
2004/12/12,2歳500万下,1200,芝,500万
2004/12/12,3歳以上500万下,1800,ダ,500万
2004/12/12,摂津特別(1000万下),1600,芝,1000万
2004/12/12,摩耶S(1600万下),1800,ダ,1600万
2004/12/12,鳴尾記念(G3),2000,芝,G3
2004/12/12,3歳以上1000万下,1400,ダ,1000万
2004/12/11,2歳未勝利,1200,ダ,未勝利
2004/12/11,2歳未勝利,1200,ダ,未勝利
2004/12/11,2歳未勝利,1200,芝,未勝利
2004/12/11,2歳未勝利,1800,芝,未勝利
2004/12/11,障害3歳以上未勝利,2880,障,未勝利
2004/12/11,2歳新馬,1200,ダ,新馬
2004/12/11,2歳新馬,1600,芝,新馬
2004/12/11,3歳以上500万下,1200,ダ,500万
2004/12/11,3歳以上1000万下,1200,ダ,1000万
2004/12/11,黒松賞(500万下),1200,芝,500万
2004/12/11,師走S(OP),1800,ダ,OP
2004/12/11,初霜特別(1000万下),1600,芝,1000万
2004/12/11,2歳未勝利,1700,ダ,未勝利
2004/12/11,2歳新馬,1000,ダ,新馬
2004/12/11,3歳以上500万下,1000,ダ,500万
2004/12/11,3歳以上500万下,1700,ダ,500万
2004/12/11,3歳以上500万下,1000,ダ,500万
2004/12/11,3歳以上500万下,1700,ダ,500万
2004/12/11,3歳以上500万下,1200,芝,500万
2004/12/11,3歳以上500万下,1700,ダ,500万
2004/12/11,3歳以上500万下,2000,芝,500万
2004/12/11,香嵐渓特別(1000万下),1700,ダ,1000万
2004/12/11,中日新聞杯(G3),1800,芝,G3
2004/12/11,尾頭橋特別(500万下),1800,芝,500万
2004/12/11,2歳未勝利,1200,ダ,未勝利
2004/12/11,2歳未勝利,1800,ダ,未勝利
2004/12/11,2歳未勝利,1600,芝,未勝利
2004/12/11,障害3歳以上OP,3140,障,OP
2004/12/11,2歳新馬,1200,芝,新馬
2004/12/11,2歳新馬,1400,ダ,新馬
2004/12/11,3歳以上500万下,1200,ダ,500万
2004/12/11,3歳以上1000万下,1800,ダ,1000万
2004/12/11,エリカ賞(500万下),2000,芝,500万
2004/12/11,境港特別(1000万下),2200,芝,1000万
2004/12/11,ギャラクシーS(OP),1400,ダ,OP
2004/12/11,3歳以上1000万下,1200,芝,1000万
2004/12/05,2歳未勝利,1200,ダ,未勝利
2004/12/05,2歳未勝利,1600,芝,未勝利
2004/12/05,2歳未勝利,2000,芝,未勝利
2004/12/05,2歳新馬,1200,ダ,新馬
2004/12/05,障害3歳以上未勝利,2880,障,未勝利
2004/12/05,2歳新馬,1800,芝,新馬
2004/12/05,3歳以上1000万下,1800,ダ,1000万
2004/12/05,3歳以上500万下,1800,ダ,500万
2004/12/05,3歳以上1000万下,1200,ダ,1000万
2004/12/05,アクアラインS(1600万下),1200,ダ,1600万
2004/12/05,ターコイズS(OP),1800,芝,OP
