開催日,レース名,距離,地肌,クラス
2000/12/24,3歳新馬,1800,ダ,新馬
2000/12/24,3歳未勝利,1200,ダ,未勝利
2000/12/24,3歳新馬,1600,芝,新馬
2000/12/24,4歳以上500万下,1200,ダ,500万
2000/12/24,グッドラックH(900万下),2500,芝,900万
2000/12/24,ハッピーエンドC(900万下),1200,ダ,900万
2000/12/24,ホープフルS(OP),2000,芝,OP
2000/12/24,フェアウェルS(1600万下),1800,ダ,1600万
2000/12/24,有馬記念(G1),2500,芝,G1
2000/12/24,4歳以上500万下,1800,ダ,500万
2000/12/24,3歳未勝利,1800,ダ,未勝利
2000/12/24,3歳未勝利,1200,ダ,未勝利
2000/12/24,3歳新馬,1200,ダ,新馬
2000/12/24,3歳新馬,2000,芝,新馬
2000/12/24,3歳500万下,1800,ダ,500万
2000/12/24,4歳以上500万下,1400,ダ,500万
2000/12/24,4歳以上900万下,1800,ダ,900万
2000/12/24,4歳以上900万下,1400,ダ,900万
2000/12/24,三木ホースランドJS(OP),3900,障,OP
2000/12/24,江坂特別(900万下),2500,芝,900万
2000/12/24,サンタクロースS(1600万下),1200,芝,1600万
2000/12/24,カウントダウンS(OP),1600,芝,OP
2000/12/23,3歳未勝利,1800,ダ,未勝利
2000/12/23,3歳未勝利,1600,芝,未勝利
2000/12/23,3歳新馬,1200,ダ,新馬
2000/12/23,3歳新馬,1200,芝,新馬
2000/12/23,3歳新馬,2000,芝,新馬
2000/12/23,3歳500万下,1200,ダ,500万
2000/12/23,4歳以上500万下,1200,ダ,500万
2000/12/23,霞ケ浦特別(900万下),1800,ダ,900万
2000/12/23,初霜特別(900万下),1600,芝,900万
2000/12/23,中山大障害(J.G1),4100,障,G1
2000/12/23,クリスマスC(1600万下),1800,芝,1600万
2000/12/23,4歳以上500万下,1800,ダ,500万
2000/12/23,3歳新馬,1800,ダ,新馬
2000/12/23,3歳未勝利,1200,ダ,未勝利
2000/12/23,3歳未勝利,2000,芝,未勝利
2000/12/23,3歳新馬,1600,芝,新馬
2000/12/23,障害4歳以上未勝利,3000,障,未勝利
2000/12/23,4歳以上900万下,1200,芝,900万
2000/12/23,4歳以上500万下,1800,ダ,500万
2000/12/23,4歳以上500万下,1200,ダ,500万
2000/12/23,クリスマスキャロルH(1600万下),2200,芝,1600万
2000/12/23,ベテルギウスS(OP),1800,ダ,OP
2000/12/23,ラジオたんぱ杯3歳S(G3),2000,芝,G3
2000/12/23,4歳以上900万下,1200,ダ,900万
2000/12/17,3歳未勝利,1200,ダ,未勝利
2000/12/17,3歳未勝利,1200,芝,未勝利
2000/12/17,3歳新馬,1600,芝,新馬
2000/12/17,4歳以上500万下,2400,ダ,500万
2000/12/17,3歳500万下,1800,ダ,500万
2000/12/17,4歳以上500万下,1200,ダ,500万
2000/12/17,4歳以上500万下,1800,ダ,500万
2000/12/17,4歳以上900万下,2000,芝,900万
2000/12/17,千葉テレビ杯(900万下),1600,芝,900万
2000/12/17,冬至S(1600万下),2500,芝,1600万
2000/12/17,フェアリーS(G3),1200,芝,G3
2000/12/17,4歳以上900万下,1200,ダ,900万
2000/12/17,3歳新馬,2000,芝,新馬
2000/12/17,3歳未勝利,1000,ダ,未勝利
2000/12/17,4歳以上500万下,1000,ダ,500万
2000/12/17,4歳以上500万下,1700,ダ,500万
2000/12/17,4歳以上500万下,1000,ダ,500万
2000/12/17,4歳以上500万下,1700,ダ,500万
2000/12/17,4歳以上500万下,2500,芝,500万
2000/12/17,4歳以上500万下,1700,ダ,500万
2000/12/17,矢作川特別(900万下),1700,ダ,900万
2000/12/17,報知杯中京3歳S(OP),1800,芝,OP
2000/12/17,尾張S(1600万下),1800,芝,1600万
2000/12/17,4歳以上500万下,1200,芝,500万
2000/12/17,3歳未勝利,1200,ダ,未勝利
2000/12/17,3歳未勝利,1600,芝,未勝利
2000/12/17,3歳新馬,1200,芝,新馬
2000/12/17,4歳以上500万下,1800,ダ,500万
2000/12/17,障害4歳以上未勝利,3000,障,未勝利
2000/12/17,4歳以上500万下,1200,ダ,500万
2000/12/17,4歳以上900万下,1600,芝,900万
2000/12/17,4歳以上900万下,1800,ダ,900万
2000/12/17,さざんか賞(500万下),1400,芝,500万
2000/12/17,武田尾S(1600万下),1400,ダ,1600万
2000/12/17,サンスポ阪神牝馬特別(G2),1600,芝,G2
2000/12/17,4歳以上900万下,1400,ダ,900万
2000/12/16,3歳新馬,1000,ダ,新馬
2000/12/16,3歳未勝利,1000,ダ,未勝利
