開催日,レース名,距離,地肌,クラス,通時
1997/12/14,3歳新馬,1200,芝,新馬,o.未勝利
1997/12/14,4歳以上500万下,1800,ダ,500万,9.1勝
1997/12/14,障害4歳以上400万下,3000,障,400万,9.1勝
1997/12/14,4歳以上500万下,1400,ダ,500万,9.1勝
1997/12/14,4歳以上900万下,1800,ダ,900万,8.2勝
1997/12/14,4歳以上900万下,1400,芝,900万,8.2勝
1997/12/14,さざんか賞(500万下),1400,芝,500万,9.1勝
1997/12/14,元町S(1600万下),1400,ダ,1600万,7.3勝
1997/12/14,サンスポ阪神牝馬特別(G2),1600,芝,G2,2.G2
1997/12/14,4歳以上900万下,1200,ダ,900万,8.2勝
1997/12/13,3歳未勝利,1800,ダ,未勝利,o.未勝利
1997/12/13,3歳未勝利,1200,ダ,未勝利,o.未勝利
1997/12/13,3歳未勝利,1800,芝,未勝利,o.未勝利
1997/12/13,3歳新馬,1600,芝,新馬,o.未勝利
1997/12/13,3歳500万下,1800,ダ,500万,9.1勝
1997/12/13,4歳以上500万下,1200,ダ,500万,9.1勝
1997/12/13,4歳以上500万下,1800,ダ,500万,9.1勝
1997/12/13,千葉テレビ杯(900万下),1200,芝,900万,8.2勝
1997/12/13,中山大障害(秋)(G),4100,障,(G),4.(G)
1997/12/13,香取特別(900万下),2200,芝,900万,8.2勝
1997/12/13,師走S(OP),1800,ダ,OP,6.OP
1997/12/13,4歳以上500万下,1200,ダ,500万,9.1勝
1997/12/13,3歳新馬,1600,ダ,新馬,o.未勝利
1997/12/13,3歳未勝利,2000,芝,未勝利,o.未勝利
1997/12/13,3歳新馬,1200,芝,新馬,o.未勝利
1997/12/13,4歳以上500万下,1000,ダ,500万,9.1勝
1997/12/13,4歳以上500万下,1700,ダ,500万,9.1勝
1997/12/13,4歳以上500万下,2300,ダ,500万,9.1勝
1997/12/13,4歳以上500万下,1000,ダ,500万,9.1勝
1997/12/13,4歳以上500万下,2000,芝,500万,9.1勝
1997/12/13,濃尾特別(500万下),1700,ダ,500万,9.1勝
1997/12/13,尾頭橋特別(500万下),1800,芝,500万,9.1勝
1997/12/13,天竜川特別(900万下),2500,芝,900万,8.2勝
1997/12/13,4歳以上500万下,1200,芝,500万,9.1勝
1997/12/13,3歳未勝利,1800,ダ,未勝利,o.未勝利
1997/12/13,3歳未勝利,1200,ダ,未勝利,o.未勝利
1997/12/13,3歳未勝利,1200,芝,未勝利,o.未勝利
1997/12/13,3歳新馬,1200,ダ,新馬,o.未勝利
1997/12/13,3歳新馬,1600,芝,新馬,o.未勝利
1997/12/13,4歳以上500万下,1800,ダ,500万,9.1勝
1997/12/13,4歳以上500万下,1200,ダ,500万,9.1勝
1997/12/13,4歳以上900万下,1600,芝,900万,8.2勝
1997/12/13,シクラメンS(OP),1400,ダ,OP,6.OP
1997/12/13,猪名川特別(900万下),2000,芝,900万,8.2勝
1997/12/13,逆瀬川S(1600万下),1600,芝,1600万,7.3勝
1997/12/13,4歳以上900万下,1400,ダ,900万,8.2勝
1997/12/07,3歳未勝利,1800,ダ,未勝利,o.未勝利
1997/12/07,3歳未勝利,1200,ダ,未勝利,o.未勝利
1997/12/07,3歳未勝利,1600,芝,未勝利,o.未勝利
1997/12/07,3歳新馬,1200,ダ,新馬,o.未勝利
1997/12/07,3歳新馬,1200,芝,新馬,o.未勝利
1997/12/07,4歳以上500万下,1800,ダ,500万,9.1勝
1997/12/07,4歳以上500万下,1200,ダ,500万,9.1勝
1997/12/07,4歳以上900万下,2000,芝,900万,8.2勝
1997/12/07,市川S(1600万下),1600,芝,1600万,7.3勝
1997/12/07,ディセンバーS(OP),2000,芝,OP,6.OP
1997/12/07,朝日杯3歳S(G1),1600,芝,G1,1.G1
1997/12/07,4歳以上900万下,1800,ダ,900万,8.2勝
1997/12/07,3歳未勝利,1600,ダ,未勝利,o.未勝利
1997/12/07,3歳未勝利,1200,芝,未勝利,o.未勝利
1997/12/07,3歳新馬,1200,芝,新馬,o.未勝利
1997/12/07,4歳以上500万下,1700,ダ,500万,9.1勝
1997/12/07,4歳以上500万下,1000,ダ,500万,9.1勝
1997/12/07,4歳以上500万下,1700,ダ,500万,9.1勝
1997/12/07,4歳以上500万下,1700,ダ,500万,9.1勝
1997/12/07,4歳以上500万下,1200,芝,500万,9.1勝
1997/12/07,尾張特別(500万下),2000,芝,500万,9.1勝
1997/12/07,矢作川特別(900万下),1700,ダ,900万,8.2勝
1997/12/07,愛知杯(G3),2000,芝,G3,3.G3
1997/12/07,4歳以上500万下,1000,ダ,500万,9.1勝
1997/12/07,3歳未勝利,1200,ダ,未勝利,o.未勝利
1997/12/07,3歳未勝利,1400,芝,未勝利,o.未勝利
1997/12/07,3歳新馬,1600,芝,新馬,o.未勝利
1997/12/07,3歳新馬,1200,ダ,新馬,o.未勝利
1997/12/07,障害4歳以上未勝利,3000,障,未勝利,o.未勝利
1997/12/07,4歳以上500万下,1800,ダ,500万,9.1勝
1997/12/07,4歳以上500万下,1400,ダ,500万,9.1勝
1997/12/07,4歳以上900万下,2000,芝,900万,8.2勝
1997/12/07,千両賞(500万下),1200,芝,500万,9.1勝
1997/12/07,高砂特別(900万下),1800,ダ,900万,8.2勝
1997/12/07,ポートアイランドS(OP),1600,芝,OP,6.OP
1997/12/07,4歳以上900万下,1200,ダ,900万,8.2勝
1997/12/06,3歳未勝利,1800,ダ,未勝利,o.未勝利
1997/12/06,3歳未勝利,1200,芝,未勝利,o.未勝利
1997/12/06,3歳未勝利,2000,芝,未勝利,o.未勝利
1997/12/06,3歳新馬,1200,ダ,新馬,o.未勝利
1997/12/06,障害4歳以上未勝利,2700,障,未勝利,o.未勝利
1997/12/06,3歳新馬,1800,芝,新馬,o.未勝利
1997/12/06,4歳以上500万下,1800,ダ,500万,9.1勝
1997/12/06,4歳以上500万下,1200,ダ,500万,9.1勝
1997/12/06,黒松賞(500万下),1200,芝,500万,9.1勝
1997/12/06,初霜特別(900万下),1600,芝,900万,8.2勝
1997/12/06,北総S(1600万下),1800,ダ,1600万,7.3勝
1997/12/06,4歳以上900万下,1200,ダ,900万,8.2勝
1997/12/06,3歳新馬,1000,ダ,新馬,o.未勝利
1997/12/06,3歳未勝利,1200,芝,未勝利,o.未勝利
1997/12/06,4歳以上500万下,1700,ダ,500万,9.1勝
1997/12/06,4歳以上500万下,1000,ダ,500万,9.1勝
1997/12/06,4歳以上500万下,1700,ダ,500万,9.1勝
1997/12/06,4歳以上500万下,2300,ダ,500万,9.1勝
1997/12/06,4歳以上500万下,1700,ダ,500万,9.1勝
1997/12/06,4歳以上500万下,2000,芝,500万,9.1勝
1997/12/06,樅の木賞(500万下),1600,ダ,500万,9.1勝
1997/12/06,高山特別(500万下),1800,芝,500万,9.1勝
1997/12/06,鳥羽特別(900万下),2000,芝,900万,8.2勝
1997/12/06,4歳以上500万下,1200,芝,500万,9.1勝
1997/12/06,3歳未勝利,1800,ダ,未勝利,o.未勝利
1997/12/06,3歳未勝利,1200,芝,未勝利,o.未勝利
1997/12/06,3歳未勝利,2000,芝,未勝利,o.未勝利
1997/12/06,3歳新馬,1400,ダ,新馬,o.未勝利
1997/12/06,3歳新馬,1400,芝,新馬,o.未勝利
1997/12/06,3歳500万下,1600,芝,500万,9.1勝
1997/12/06,4歳以上500万下,1800,ダ,500万,9.1勝
1997/12/06,4歳以上500万下,1200,ダ,500万,9.1勝
1997/12/06,北摂特別(900万下),1200,芝,900万,8.2勝
1997/12/06,オリオンS(1600万下),2500,芝,1600万,7.3勝
1997/12/06,シリウスS(G3),1400,ダ,G3,3.G3
1997/12/06,4歳以上900万下,1400,ダ,900万,8.2勝
1997/11/30,3歳未勝利,1800,ダ,未勝利,o.未勝利
1997/11/30,3歳未勝利,1200,ダ,未勝利,o.未勝利
1997/11/30,3歳新馬,1200,ダ,新馬,o.未勝利
1997/11/30,3歳新馬,2000,芝,新馬,o.未勝利
1997/11/30,障害4歳以上未勝利,2700,障,未勝利,o.未勝利
1997/11/30,3歳新馬,1600,芝,新馬,o.未勝利
1997/11/30,4歳以上500万下,1200,ダ,500万,9.1勝
1997/11/30,4歳以上500万下,1800,ダ,500万,9.1勝
1997/11/30,美浦特別(900万下),2500,芝,900万,8.2勝
1997/11/30,仲冬S(1600万下),1200,芝,1600万,7.3勝
1997/11/30,ターコイズS(OP),1800,芝,OP,6.OP
1997/11/30,4歳以上900万下,1800,ダ,900万,8.2勝
1997/11/30,3歳未勝利,1000,ダ,未勝利,o.未勝利
1997/11/30,3歳新馬,1700,芝,新馬,o.未勝利
1997/11/30,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/30,4歳以上500万下,1000,ダ,500万,9.1勝
1997/11/30,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/30,4歳以上500万下,1000,ダ,500万,9.1勝
1997/11/30,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/30,4歳以上500万下,1800,芝,500万,9.1勝
1997/11/30,恵那特別(500万下),1200,芝,500万,9.1勝
1997/11/30,鳴海特別(900万下),1800,芝,900万,8.2勝
1997/11/30,東海ウインターS(G2),2300,ダ,G2,2.G2
1997/11/30,4歳以上500万下,1200,芝,500万,9.1勝
1997/11/30,3歳未勝利,1800,ダ,未勝利,o.未勝利
1997/11/30,3歳未勝利,1200,芝,未勝利,o.未勝利
1997/11/30,3歳新馬,2000,芝,新馬,o.未勝利
1997/11/30,3歳新馬,1200,ダ,新馬,o.未勝利
1997/11/30,3歳新馬,1400,芝,新馬,o.未勝利
1997/11/30,3歳500万下,1200,ダ,500万,9.1勝
1997/11/30,4歳以上500万下,1800,ダ,500万,9.1勝
1997/11/30,ゴールデンサドルT(900万下),1600,芝,900万,8.2勝
1997/11/30,4歳以上500万下,1200,ダ,500万,9.1勝
1997/11/30,ゴールデンホイップT(1600万下),2000,芝,1600万,7.3勝
1997/11/30,阪神3歳牝馬S(G1),1600,芝,G1,1.G1
1997/11/30,4歳以上900万下,1200,ダ,900万,8.2勝
1997/11/29,3歳未勝利,1200,ダ,未勝利,o.未勝利
1997/11/29,3歳未勝利,1200,芝,未勝利,o.未勝利
1997/11/29,3歳新馬,1800,ダ,新馬,o.未勝利
1997/11/29,3歳新馬,1600,芝,新馬,o.未勝利
1997/11/29,障害4歳以上400万下,3200,障,400万,9.1勝
1997/11/29,3歳新馬,1200,芝,新馬,o.未勝利
1997/11/29,4歳以上500万下,1200,ダ,500万,9.1勝
1997/11/29,4歳以上500万下,1800,ダ,500万,9.1勝
1997/11/29,葉牡丹賞(500万下),2000,芝,500万,9.1勝
1997/11/29,南総特別(900万下),1800,芝,900万,8.2勝
1997/11/29,ステイヤーズS(G2),3600,芝,G2,2.G2
1997/11/29,4歳以上900万下,1200,ダ,900万,8.2勝
1997/11/29,3歳未勝利,1800,芝,未勝利,o.未勝利
1997/11/29,3歳新馬,1000,ダ,新馬,o.未勝利
1997/11/29,3歳新馬,1200,芝,新馬,o.未勝利
1997/11/29,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/29,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/29,4歳以上500万下,1000,ダ,500万,9.1勝
1997/11/29,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/29,4歳以上500万下,2000,芝,500万,9.1勝
1997/11/29,沓掛特別(500万下),1700,ダ,500万,9.1勝
1997/11/29,揖斐川特別(500万下),2500,芝,500万,9.1勝
1997/11/29,伊吹山特別(900万下),1200,芝,900万,8.2勝
1997/11/29,4歳以上500万下,2300,ダ,500万,9.1勝
1997/11/29,3歳未勝利,1200,ダ,未勝利,o.未勝利
1997/11/29,3歳未勝利,1600,芝,未勝利,o.未勝利
1997/11/29,3歳新馬,1200,芝,新馬,o.未勝利
1997/11/29,3歳新馬,1800,ダ,新馬,o.未勝利
1997/11/29,障害4歳以上未勝利,3000,障,未勝利,o.未勝利
1997/11/29,4歳以上500万下,1800,ダ,500万,9.1勝
1997/11/29,3歳新馬,1600,芝,新馬,o.未勝利
1997/11/29,4歳以上500万下,1400,ダ,500万,9.1勝
1997/11/29,ゴールデンブーツT(900万下),2200,芝,900万,8.2勝
1997/11/29,エリカ賞(500万下),2000,芝,500万,9.1勝
1997/11/29,ゴールデンスパーT(1600万下),1400,芝,1600万,7.3勝
1997/11/29,4歳以上900万下,1800,ダ,900万,8.2勝
1997/11/23,3歳新馬,1600,ダ,新馬,o.未勝利
1997/11/23,3歳未勝利,1400,ダ,未勝利,o.未勝利
1997/11/23,3歳未勝利,2000,芝,未勝利,o.未勝利
1997/11/23,3歳新馬,1600,芝,新馬,o.未勝利
1997/11/23,4歳以上500万下,1400,芝,500万,9.1勝
1997/11/23,赤松賞(500万下),1600,芝,500万,9.1勝
1997/11/23,INT.ジョッキー1(900万下),2000,芝,900万,8.2勝
1997/11/23,INT.ジョッキー2(900万下),1600,芝,900万,8.2勝
1997/11/23,ウェルカムS(1600万下),1400,ダ,1600万,7.3勝
1997/11/23,ジャパンC(G1),2400,芝,G1,1.G1
1997/11/23,4歳以上500万下,1600,ダ,500万,9.1勝
1997/11/23,3歳未勝利,1200,芝,未勝利,o.未勝利
1997/11/23,3歳新馬,1800,芝,新馬,o.未勝利
1997/11/23,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/23,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/23,4歳以上500万下,1000,ダ,500万,9.1勝
1997/11/23,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/23,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/23,4歳以上500万下,1000,ダ,500万,9.1勝
1997/11/23,つわぶき賞(500万下),1700,芝,500万,9.1勝
1997/11/23,清洲特別(500万下),1200,芝,500万,9.1勝
1997/11/23,豊明特別(900万下),2000,芝,900万,8.2勝
1997/11/23,4歳以上500万下,2500,芝,500万,9.1勝
1997/11/23,3歳未勝利,1400,ダ,未勝利,o.未勝利
1997/11/23,3歳未勝利,1400,芝,未勝利,o.未勝利
1997/11/23,3歳新馬,1200,芝,新馬,o.未勝利
1997/11/23,3歳新馬,2000,芝,新馬,o.未勝利
1997/11/23,障害4歳以上未勝利,2910,障,未勝利,o.未勝利
1997/11/23,3歳新馬,1600,芝,新馬,o.未勝利
1997/11/23,4歳以上500万下,1800,ダ,500万,9.1勝
1997/11/23,4歳以上500万下,1600,芝,500万,9.1勝
1997/11/23,比良山特別(900万下),1200,ダ,900万,8.2勝
1997/11/23,衣笠特別(900万下),1800,芝,900万,8.2勝
1997/11/23,花園S(1600万下),1800,ダ,1600万,7.3勝
1997/11/23,4歳以上500万下,1200,芝,500万,9.1勝
1997/11/22,3歳未勝利,1600,ダ,未勝利,o.未勝利
1997/11/22,3歳新馬,1400,芝,新馬,o.未勝利
1997/11/22,3歳新馬,2000,芝,新馬,o.未勝利
1997/11/22,3歳500万下,1600,ダ,500万,9.1勝
1997/11/22,障害4歳以上未勝利,3100,障,未勝利,o.未勝利
1997/11/22,4歳以上500万下,1400,ダ,500万,9.1勝
1997/11/22,4歳以上500万下,1800,芝,500万,9.1勝
1997/11/22,4歳以上900万下,2100,ダ,900万,8.2勝
1997/11/22,深秋特別(900万下),1600,ダ,900万,8.2勝
1997/11/22,甲斐路S(1600万下),2000,芝,1600万,7.3勝
1997/11/22,富士S(OP),1400,芝,OP,6.OP
1997/11/22,4歳以上500万下,1600,芝,500万,9.1勝
1997/11/22,3歳未勝利,1000,ダ,未勝利,o.未勝利
1997/11/22,3歳新馬,1000,ダ,新馬,o.未勝利
1997/11/22,3歳新馬,1200,芝,新馬,o.未勝利
1997/11/22,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/22,4歳以上500万下,1000,ダ,500万,9.1勝
1997/11/22,4歳以上500万下,1700,ダ,500万,9.1勝
1997/11/22,4歳以上500万下,1800,芝,500万,9.1勝
1997/11/22,4歳以上500万下,1200,芝,500万,9.1勝
1997/11/22,犬山特別(500万下),2000,芝,500万,9.1勝
1997/11/22,香嵐渓特別(900万下),1700,ダ,900万,8.2勝
1997/11/22,CBC賞(G2),1200,芝,G2,2.G2
1997/11/22,4歳以上500万下,1000,ダ,500万,9.1勝
1997/11/22,3歳未勝利,1200,ダ,未勝利,o.未勝利
1997/11/22,3歳未勝利,1800,芝,未勝利,o.未勝利
1997/11/22,3歳新馬,1200,ダ,新馬,o.未勝利
1997/11/22,3歳新馬,1400,芝,新馬,o.未勝利
1997/11/22,障害4歳以上400万下,3170,障,400万,9.1勝
1997/11/22,4歳以上500万下,1400,ダ,500万,9.1勝
1997/11/22,4歳以上500万下,2200,芝,500万,9.1勝
1997/11/22,4歳以上500万下,1400,芝,500万,9.1勝
1997/11/22,サルビア賞(500万下),1400,芝,500万,9.1勝
1997/11/22,花背特別(900万下),1200,芝,900万,8.2勝
1997/11/22,京阪杯(G3),1800,芝,G3,3.G3
1997/11/22,4歳以上900万下,1800,ダ,900万,8.2勝
1997/11/16,4歳未勝利,1000,ダ,未勝利,o.未勝利
1997/11/16,4歳未勝利,1200,芝,未勝利,o.未勝利
1997/11/16,4歳未勝利,1700,ダ,未勝利,o.未勝利
1997/11/16,4歳未勝利,1000,ダ,未勝利,o.未勝利
1997/11/16,3歳新馬,1000,芝,新馬,o.未勝利
1997/11/16,4歳未勝利,1800,芝,未勝利,o.未勝利
1997/11/16,4歳未勝利,1200,芝,未勝利,o.未勝利
1997/11/16,4歳未勝利,2000,芝,未勝利,o.未勝利
1997/11/16,福島3歳S(OP),1200,芝,OP,6.OP
1997/11/16,福島放送賞(500万下),1800,芝,500万,9.1勝
1997/11/16,福島記念(G3),2000,芝,G3,3.G3
1997/11/16,4歳以上500万下,1000,ダ,500万,9.1勝
1997/11/16,3歳新馬,1600,芝,新馬,o.未勝利
1997/11/16,3歳新馬,1200,ダ,新馬,o.未勝利
1997/11/16,3歳未勝利,1200,ダ,未勝利,o.未勝利
1997/11/16,3歳未勝利,1400,芝,未勝利,o.未勝利
1997/11/16,4歳以上500万下,1200,ダ,500万,9.1勝
1997/11/16,4歳以上500万下,1400,ダ,500万,9.1勝
1997/11/16,4歳以上500万下,1600,ダ,500万,9.1勝
1997/11/16,4歳以上900万下,1200,ダ,900万,8.2勝
1997/11/16,精進湖特別(900万下),1400,芝,900万,8.2勝
1997/11/16,ノベンバーS(1600万下),1600,芝,1600万,7.3勝
1997/11/16,メキシコC(OP),1800,芝,OP,6.OP
1997/11/16,4歳以上500万下,1600,芝,500万,9.1勝
1997/11/16,3歳未勝利,1400,芝,未勝利,o.未勝利
1997/11/16,3歳未勝利,1200,ダ,未勝利,o.未勝利
1997/11/16,3歳新馬,1600,芝,新馬,o.未勝利
1997/11/16,4歳以上500万下,1200,ダ,500万,9.1勝
1997/11/16,4歳以上500万下,1800,ダ,500万,9.1勝
1997/11/16,4歳以上500万下,1200,芝,500万,9.1勝
1997/11/16,白菊賞(500万下),1600,芝,500万,9.1勝
1997/11/16,北大路特別(900万下),2000,芝,900万,8.2勝
1997/11/16,宝ケ池特別(900万下),1400,芝,900万,8.2勝
1997/11/16,桂川S(1600万下),1800,芝,1600万,7.3勝
1997/11/16,マイルチャンピオンS(G1),1600,芝,G1,1.G1
1997/11/16,4歳以上900万下,1400,ダ,900万,8.2勝
1997/11/15,3歳未勝利,1200,芝,未勝利,o.未勝利
1997/11/15,4歳未勝利,1000,ダ,未勝利,o.未勝利
1997/11/15,4歳未勝利,1700,芝,未勝利,o.未勝利
1997/11/15,4歳未勝利,1700,ダ,未勝利,o.未勝利
1997/11/15,4歳未勝利,1200,芝,未勝利,o.未勝利
1997/11/15,4歳未勝利,1700,ダ,未勝利,o.未勝利
1997/11/15,4歳未勝利,1800,芝,未勝利,o.未勝利
1997/11/15,4歳未勝利,2000,芝,未勝利,o.未勝利
1997/11/15,小名浜特別(500万下),1700,ダ,500万,9.1勝
1997/11/15,須賀川特別(500万下),1200,芝,500万,9.1勝
1997/11/15,磐梯山特別(900万下),2000,芝,900万,8.2勝
1997/11/15,4歳未勝利,1200,芝,未勝利,o.未勝利
1997/11/15,3歳新馬,1400,芝,新馬,o.未勝利
1997/11/15,3歳未勝利,1400,ダ,未勝利,o.未勝利
1997/11/15,3歳未勝利,1600,芝,未勝利,o.未勝利
1997/11/15,3歳500万下,1400,芝,500万,9.1勝
1997/11/15,4歳以上500万下,1400,ダ,500万,9.1勝
1997/11/15,4歳以上500万下,1600,ダ,500万,9.1勝
1997/11/15,4歳以上500万下,1800,芝,500万,9.1勝
1997/11/15,4歳以上900万下,1600,ダ,900万,8.2勝
1997/11/15,晩秋特別(900万下),1800,芝,900万,8.2勝
1997/11/15,ユートピアS(1600万下),1400,芝,1600万,7.3勝
1997/11/15,東京スポーツ3歳S(G3),1800,芝,G3,3.G3
1997/11/15,4歳以上500万下,2300,芝,500万,9.1勝
1997/11/15,3歳未勝利,1600,芝,未勝利,o.未勝利
1997/11/15,3歳未勝利,1200,芝,未勝利,o.未勝利
1997/11/15,3歳新馬,1400,ダ,新馬,o.未勝利
1997/11/15,4歳以上500万下,1800,芝,500万,9.1勝
1997/11/15,4歳以上500万下,1400,ダ,500万,9.1勝
1997/11/15,4歳以上500万下,2000,芝,500万,9.1勝
1997/11/15,4歳以上900万下,1800,ダ,900万,8.2勝
1997/11/15,もちの木賞(500万下),1400,ダ,500万,9.1勝
1997/11/15,京都大障害(秋)(G),3930,障,(G),4.(G)
1997/11/15,比叡S(1600万下),2400,芝,1600万,7.3勝
1997/11/15,トパーズS(OP),1800,ダ,OP,6.OP
1997/11/15,4歳以上900万下,1600,芝,900万,8.2勝
1997/11/09,3歳未勝利,1800,芝,未勝利,o.未勝利
1997/11/09,4歳未勝利,1000,ダ,未勝利,o.未勝利
1997/11/09,4歳未勝利,1700,ダ,未勝利,o.未勝利
1997/11/09,4歳未勝利,1200,芝,未勝利,o.未勝利
1997/11/09,4歳未勝利,1000,ダ,未勝利,o.未勝利
1997/11/09,4歳未勝利,1700,ダ,未勝利,o.未勝利
1997/11/09,4歳未勝利,2000,芝,未勝利,o.未勝利
1997/11/09,4歳未勝利,1200,芝,未勝利,o.未勝利
1997/11/09,蔵王特別(500万下),2600,芝,500万,9.1勝
1997/11/09,摺上特別(500万下),1800,芝,500万,9.1勝
1997/11/09,ラジオ福島賞(900万下),1200,芝,900万,8.2勝
1997/11/09,4歳未勝利,1800,芝,未勝利,o.未勝利
1997/11/09,3歳未勝利,1600,芝,未勝利,o.未勝利
1997/11/09,3歳未勝利,1200,ダ,未勝利,o.未勝利
1997/11/09,3歳新馬,1800,芝,新馬,o.未勝利
1997/11/09,3歳新馬,1600,芝,新馬,o.未勝利
1997/11/09,障害4歳以上未勝利,3100,障,未勝利,o.未勝利
1997/11/09,4歳以上500万下,2100,ダ,500万,9.1勝
1997/11/09,4歳以上500万下,1400,ダ,500万,9.1勝
1997/11/09,4歳以上900万下,1600,ダ,900万,8.2勝
1997/11/09,からまつ賞(500万下),1400,ダ,500万,9.1勝
1997/11/09,TVKテレビ賞(900万下),2400,芝,900万,8.2勝
1997/11/09,東京中日S杯根岸S(G3),1200,ダ,G3,3.G3
