開催日,レース名,距離,地肌,クラス
1976/12/26,3歳未勝利,1200,ダ,未勝利
1976/12/26,3歳未勝利,1300,芝,未勝利
1976/12/26,3歳300万下,1200,ダ,300万
1976/12/26,4歳以上300万下,1700,ダ,300万
1976/12/26,4歳以上未勝利,2600,障,未勝利
1976/12/26,3歳新馬,1300,芝,新馬
1976/12/26,シクラメン賞(600万下),1600,芝,600万
1976/12/26,4歳以上600万下,1900,ダ,600万
1976/12/26,阪神大賞典(OP),3000,芝,OP
1976/12/26,中距離ハンデキャップ(600万下),2000,芝,600万
1976/12/26,4歳以上900万下,1600,芝,900万
1976/12/25,3歳未勝利,1200,芝,未勝利
1976/12/25,3歳未勝利,1600,芝,未勝利
1976/12/25,3歳未勝利,1600,芝,未勝利
1976/12/25,4歳以上未勝利,2710,障,未勝利
1976/12/25,3歳新馬,1200,芝,新馬
1976/12/25,3歳新馬,1200,芝,新馬
1976/12/25,3歳,1600,芝,NoClass
1976/12/25,万両賞(300万下),1600,芝,300万
1976/12/25,4歳以上900万下,1800,芝,900万
1976/12/25,ステイヤーズステーク(OP),3600,芝,OP
1976/12/25,冬至特別(600万下),2500,芝,600万
1976/12/25,4歳以上300万下,1600,芝,300万
1976/12/25,3歳未勝利,1200,ダ,未勝利
1976/12/25,3歳未勝利,1200,ダ,未勝利
1976/12/25,3歳未勝利,1200,ダ,未勝利
1976/12/25,4歳以上300万下,1700,ダ,300万
1976/12/25,3歳新馬,1300,芝,新馬
1976/12/25,3歳新馬,1300,芝,新馬
1976/12/25,障害S(OP),3000,障,OP
1976/12/25,ひいらぎ賞(300万下),1600,芝,300万
1976/12/25,4歳以上300万下,1800,ダ,300万
1976/12/25,サンタクロースH(900万下),2200,芝,900万
1976/12/25,逆瀬川特別(600万下),1800,ダ,600万
1976/12/25,4歳以上600万下,1700,ダ,600万
1976/12/19,3歳未勝利,1200,芝,未勝利
1976/12/19,3歳未勝利,1600,芝,未勝利
1976/12/19,4歳以上300万下,1600,芝,300万
1976/12/19,3歳300万下,1200,芝,300万
1976/12/19,3歳新馬,1200,芝,新馬
1976/12/19,ひいらぎ賞(600万下),1600,芝,600万
1976/12/19,中冬S(900万下),1800,芝,900万
1976/12/19,4歳以上600万下,2000,芝,600万
1976/12/19,有馬記念(OP),2500,芝,OP
1976/12/19,4歳以上600万下,1200,芝,600万
1976/12/19,3歳勝入200万円以下,1600,ダ,200万
1976/12/19,3歳未勝利,1000,ダ,未勝利
1976/12/19,3歳未勝利,1000,ダ,未勝利
1976/12/19,4歳以上300万下,1600,ダ,300万
1976/12/19,3歳新馬,1200,芝,新馬
1976/12/19,4歳以上300万下,1600,ダ,300万
1976/12/19,中京3歳S(OP),1400,芝,OP
1976/12/19,4歳以上300万下,1700,ダ,300万
1976/12/19,愛知杯(OP),2000,芝,OP
1976/12/19,清洲特別(600万下),1800,芝,600万
1976/12/19,4歳以上600万下,1600,ダ,600万
1976/12/19,3歳未勝利,1200,ダ,未勝利
1976/12/19,3歳未勝利,1200,ダ,未勝利
1976/12/19,3歳300万下,1200,ダ,300万
1976/12/19,4歳以上300万下,1700,ダ,300万
1976/12/19,4歳以上未勝利,3000,障,未勝利
1976/12/19,3歳新馬,1300,芝,新馬
1976/12/19,冬至特別(600万下),2200,芝,600万
1976/12/19,4歳以上300万下,1800,ダ,300万
1976/12/19,阪神牝馬特別(OP),2000,芝,OP
1976/12/19,六甲S(900万下),1600,芝,900万
1976/12/19,4歳以上600万下,1900,ダ,600万
1976/12/18,3歳勝入200万円以下,1700,ダ,200万
1976/12/18,3歳未勝利,1200,芝,未勝利
1976/12/18,3歳未勝利,1200,芝,未勝利
1976/12/18,3歳未勝利,1600,芝,未勝利
1976/12/18,4歳以上勝入300万円以下,2710,障,300万
1976/12/18,3歳新馬,1200,芝,新馬
1976/12/18,4歳以上300万下,1800,芝,300万
1976/12/18,葉牡丹賞(300万下),1600,芝,300万
1976/12/18,4歳以上600万下,1800,芝,600万
